N	2gram	Voloshinov_1	Myshleni
1	точки зрения	1	26
2	с точки	1	18
3	не только	1	15
4	и в	3	15
5	но и	1	10
6	связи с	1	9
7	может быть	1	9
8	не может	4	9
9	если бы	1	8
10	к тому	1	7
11	и не	1	7
12	то же	1	5
13	речь и	1	5
14	из этих	1	4
15	несмотря на	1	4
16	мы видим	1	4
17	он в	1	3
18	с другими	1	3
19	для него	1	3
20	а не	1	3
21	и все	1	3
22	категорий и	1	2
23	нет и	1	2
24	этой проблемы	1	2
25	в его	1	2
26	и можно	1	2
27	тех же	1	1
28	с самых	1	1
29	о формах	1	1
30	в ней	1	1
31	и на	1	1
32	так называемая	1	1
33	ни один	1	1
34	исходя из	1	1
35	тому что	1	1
36	впадает в	1	1
37	самых первых	1	1
38	и должно	1	1
39	может не	1	1
40	один из	2	1
41	в языке	1	1
42	эта вторая	1	1
43	в особенности	1	1
44	на примере	1	1
45	поставить в	1	1
46	ничего кроме	1	1
47	бы в	1	1
48	в системе	1	1
