N	2gram	Voloshinov_1	Hudozhes
1	и не	1	16
2	не только	1	15
3	и в	3	15
4	может быть	1	13
5	то же	1	10
6	а не	1	10
7	но и	1	10
8	литературного произведения	1	9
9	точки зрения	1	9
10	в его	1	9
11	в то	1	7
12	же время	1	6
13	не может	4	6
14	для него	1	4
15	к тому	1	4
16	художественного произведения	1	3
17	с точки	1	3
18	не менее	1	3
19	если бы	1	3
20	художественного целого	1	3
21	и больше	1	2
22	и на	1	2
23	несмотря на	1	2
24	с другими	1	2
25	тому что	1	2
26	в центре	2	1
27	из этих	1	1
28	связи с	1	1
29	произведения лишь	1	1
30	сравнении с	1	1
31	в каждом	1	1
32	в особенности	1	1
33	вопрос что	1	1
34	на нее	1	1
35	деятельности в	1	1
36	ситуации и	1	1
37	может не	1	1
38	один из	2	1
39	мы видим	1	1
40	по своим	1	1
41	бы в	1	1
42	может и	1	1
43	в системе	1	1
44	о литературе	1	1
45	можно назвать	1	1
