N	2gram	Vygotskiy__5	formyVre
1	и в	16	46
2	в этом	25	22
3	прежде всего	3	14
4	вовсе не	2	13
5	и его	3	12
6	во всех	2	11
7	не только	16	11
8	только в	10	11
9	как бы	5	10
10	точки зрения	18	10
11	в том	18	10
12	но в	6	10
13	мы уже	1	9
14	не в	6	9
15	у него	6	9
16	но и	6	9
17	вместе с	4	9
18	и не	12	9
19	и для	1	9
20	то же	8	8
21	как и	8	8
22	с точки	9	8
23	для того	14	8
24	того чтобы	17	8
25	потому что	21	8
26	связи с	3	8
27	в его	11	8
28	из них	2	8
29	в связи	1	8
30	в основном	1	8
31	жизни и	2	8
32	и на	6	7
33	так сказать	1	7
34	так и	7	7
35	в них	2	7
36	может быть	9	7
37	в одном	3	7
38	то что	26	7
39	как мы	10	6
40	еще не	4	6
41	все же	3	6
42	и наконец	1	6
43	при этом	4	6
44	и с	3	6
45	его в	2	6
46	в основе	8	6
47	и явлений	1	6
48	никогда не	5	6
49	те же	2	6
50	и во	1	6
51	так как	16	6
52	здесь в	1	6
53	все это	2	6
54	и все	1	6
55	но не	10	5
56	с этим	3	5
57	в своем	5	5
58	все эти	4	5
59	связанные с	6	5
60	он не	8	5
61	в нем	7	5
62	должно быть	8	5
63	в то	5	5
64	в частности	3	5
65	в пределах	4	5
66	по существу	3	5
67	в смысле	3	5
68	что в	16	5
69	отношения к	2	4
70	также и	1	4
71	и он	1	4
72	значение и	1	4
73	что они	5	4
74	в истории	2	4
75	как в	5	4
76	уже в	1	4
77	в себе	1	4
78	их в	2	4
79	том что	15	4
80	в котором	2	4
81	место в	1	4
82	том же	1	4
83	уже говорили	1	4
84	с ним	5	4
85	о том	8	4
86	все его	1	4
87	вопросу о	1	4
88	так что	4	4
89	с другом	7	4
90	и их	4	4
91	а не	10	4
92	друг с	7	4
93	с этой	4	4
94	еще более	5	4
95	же в	2	4
96	в виду	2	3
97	того же	7	3
98	мы будем	2	3
99	точка зрения	8	3
100	отношение к	11	3
101	целый ряд	1	3
102	как уже	3	3
103	и как	3	3
104	в этот	2	3
105	имеем в	1	3
106	и по	4	3
107	прежде чем	1	3
108	таким образом	19	3
109	здесь мы	1	3
110	в совершенно	2	3
111	связанных с	1	3
112	на первый	1	3
113	в их	3	3
114	самое время	1	3
115	что было	2	3
116	вернемся к	1	3
117	как можно	1	3
118	кроме того	1	3
119	же самое	4	3
120	к тому	6	3
121	имеет место	2	3
122	себя и	2	3
123	на основе	2	3
124	зрения не	1	3
125	и совершенно	1	3
126	том как	2	3
127	в другом	6	3
128	что и	3	3
129	на развитие	2	3
130	того что	16	3
131	тот же	5	3
132	что он	25	3
133	во времени	1	3
134	в качестве	4	3
135	и они	1	3
136	на протяжении	2	3
137	для него	5	3
138	в прошлом	1	3
139	тем что	5	3
140	в форме	1	3
141	что на	1	3
142	и даже	2	3
143	и прежде	1	3
144	не было	1	3
145	не на	3	3
146	о чем	2	3
147	с помощью	10	3
148	это значит	5	3
149	вверх и	1	3
150	к вопросу	1	3
151	не является	5	3
152	тем более	4	3
153	в этих	3	3
154	ее в	3	3
155	а в	3	3
156	но эти	1	3
157	и другие	2	3
158	к этому	3	3
159	том числе	1	3
160	смысле слова	1	2
