N	3gram	Voloshinov_1	Istorich
1	так же как	2	12
2	мы знаем что	1	7
3	совершенно так же	1	6
4	до сих пор	3	5
5	же как и	1	4
6	не может быть	3	4
7	что иное как	1	3
8	в данном случае	1	3
9	по сравнению с	3	3
10	не что иное	1	3
11	о том что	2	2
12	мы имеем в	1	2
13	то же самое	1	2
14	но мы знаем	1	2
15	так как он	1	2
16	так и в	1	2
17	в связи с	1	2
18	мы увидим что	1	2
19	и может быть	2	1
20	мы здесь имеем	1	1
21	и связанные с	1	1
22	подобно тому как	1	1
23	во всем мире	1	1
24	и как мы	1	1
25	друг на друга	2	1
26	таким образом к	1	1
27	в более позднее	1	1
28	может быть речи	1	1
29	так и с	1	1
30	может привести к	1	1
31	может быть только	1	1
32	мы видим и	1	1
33	в этот момент	1	1
34	таким образом и	1	1
35	тех же знакомых	1	1
36	только в одном	1	1
37	не могут быть	2	1
38	но вместе с	1	1
39	мы уже знаем	1	1
40	вместе с тем	1	1
41	по женской линии	1	1
42	мы не можем	1	1
43	это и есть	1	1
44	более позднее время	1	1
45	можно сказать что	3	1
46	ничего не говорит	1	1
47	он может быть	1	1
48	в большинстве случаев	3	1
49	но мы уже	1	1
