N	3gram	Tiupa_Lite_1	Dialekti
1	с точки зрения	2	9
2	в том что	11	9
3	по крайней мере	1	7
4	не может быть	1	6
5	то же время	5	6
6	в то же	5	6
7	подобно тому как	2	4
8	и тем более	1	4
9	имеется в виду	1	3
10	не говоря уже	2	3
11	говоря уже о	1	3
12	и в этом	1	3
13	на то что	1	3
14	тем более не	1	3
15	с этой точки	3	2
16	ту или иную	2	2
17	ничего общего с	1	2
18	но в то	1	2
19	этой точки зрения	3	2
20	иметь в виду	1	2
21	в свою очередь	1	2
22	и в частности	1	2
23	тем не менее	2	2
24	из мира в	1	1
25	только потому что	1	1
26	мы имеем дело	1	1
27	прежде всего в	3	1
28	дело в том	2	1
29	а не в	1	1
30	что перед нами	1	1
31	прежде всего это	1	1
32	сознательно или бессознательно	1	1
33	и не только	1	1
34	не могли быть	1	1
35	в лучшем случае	1	1
36	в романе достоевского	1	1
37	в зависимости от	1	1
38	в отличие от	5	1
39	то что я	1	1
40	о себе в	1	1
41	а не абсолютная	1	1
42	то в чем	1	1
43	и то что	2	1
44	только в силу	1	1
45	в это время	1	1
46	а не только	1	1
47	в данном случае	4	1
48	не только в	4	1
49	в сущности только	1	1
50	так или иначе	8	1
51	что он сам	1	1
52	не в силах	1	1
53	в связи с	4	1
54	а не как	1	1
55	хотя бы на	1	1
56	но только в	1	1
57	это должно быть	1	1
58	к общему и	2	1
59	имел в виду	1	1
60	уже не просто	1	1
61	о том что	2	1
62	в пределах одной	1	1
63	и прежде всего	3	1
64	в себя и	1	1
65	но все же	1	1
66	с другой стороны	1	1
67	может и не	1	1
68	но дело в	1	1
69	в каком отношении	1	1
70	тех или иных	1	1
71	в отношении к	1	1
72	перед нами не	1	1
73	из того что	2	1
