N	3gram	Vygotskiy__6	Tvorches
1	в том что	19	6
2	и все же	1	3
3	с самого начала	7	3
4	том что в	1	2
5	на самом деле	1	2
6	является одним из	1	2
7	точно так же	1	2
8	в данном случае	1	2
9	не только в	1	2
10	можно сказать что	6	2
11	тем не менее	1	2
12	что иное как	1	1
13	не может не	1	1
14	с большим трудом	1	1
15	и того же	4	1
16	в настоящее время	1	1
17	значит что он	1	1
18	то же самое	6	1
19	как частного случая	1	1
20	в том же	2	1
21	те и другие	1	1
22	в этом пункте	1	1
23	по отношению к	10	1
24	до сих пор	3	1
25	сами по себе	1	1
26	только в двух	1	1
27	что он не	1	1
28	в отличие от	1	1
29	что как бы	1	1
30	в первую очередь	3	1
31	но все это	1	1
32	только то что	2	1
33	не могут быть	2	1
34	то что в	1	1
35	через него с	1	1
36	то и другое	1	1
37	вместе с тем	2	1
38	не столько на	1	1
39	не то что	1	1
40	что оно не	1	1
41	чего я не	1	1
42	бы что он	1	1
43	в этой области	2	1
44	том или другом	1	1
45	с одной стороны	1	1
46	в конце концов	1	1
47	как частный случай	3	1
48	и как бы	1	1
49	и в их	2	1
50	в связи с	2	1
51	это не значит	1	1
52	в этом плане	1	1
53	в самом конце	1	1
54	говорили что в	1	1
55	самом конце развития	1	1
56	заключается в том	5	1
57	в свою очередь	1	1
58	который в своей	1	1
59	ту же самую	2	1
60	он не может	1	1
61	с другой стороны	2	1
62	одного и того	4	1
63	бы он ни	1	1
64	что в каждом	1	1
65	не значит что	1	1
66	не что иное	1	1
67	к тому что	7	1
68	и отношений между	2	1
69	как и в	1	1
70	является как бы	2	1
