N	3gram	Bakhtin_Pr_5	Analitik
1	не может быть	3	16
2	в том что	2	9
3	в то же	10	8
4	в отличие от	2	6
5	то же время	10	6
6	той или иной	4	6
7	по отношению к	6	5
8	большей или меньшей	1	4
9	с точки зрения	2	4
10	и не может	2	4
11	и не в	2	4
12	но и не	1	4
13	к тому же	3	4
14	о том что	1	3
15	в той или	4	3
16	а не в	1	3
17	подобно тому как	2	3
18	бы то ни	3	3
19	для того чтобы	1	3
20	то ни было	3	3
21	том или ином	1	3
22	и того же	1	2
23	и к тому	2	2
24	в самом деле	1	2
25	в том и	1	2
26	то же самое	1	2
27	в этом отношении	1	2
28	в данном случае	1	2
29	но в то	4	2
30	я и другого	1	2
31	с другой стороны	3	2
32	а в то	1	2
33	в том или	1	2
34	внутреннего и внешнего	2	2
35	в свое время	1	2
36	одного и того	1	2
37	том что он	1	2
38	как и его	1	1
39	чего бы то	2	1
40	обойтись без другого	1	1
41	или хотя бы	1	1
42	с первой фразы	1	1
43	а вовсе не	1	1
44	бы ни был	1	1
45	как бы не	1	1
46	сохраняется и на	1	1
47	а с целью	1	1
48	как и во	1	1
49	о том как	1	1
50	же время он	1	1
51	как раз и	2	1
52	до сих пор	1	1
53	во всей своей	1	1
54	сам по себе	2	1
55	и та же	2	1
56	самим по себе	1	1
57	о нем но	1	1
58	самим собой и	2	1
59	по крайней мере	1	1
60	как если бы	1	1
61	вместе с тем	1	1
62	одно и то	3	1
63	в этом сознании	1	1
64	то есть введение	1	1
65	смысле этого слова	2	1
66	и то же	3	1
67	в свою очередь	1	1
68	как будто бы	1	1
69	все без исключения	1	1
70	и как бы	1	1
71	в большей или	1	1
72	так и не	1	1
73	с ним и	1	1
74	или меньшей степени	1	1
75	в такой же	2	1
76	или иной форме	2	1
77	прежде всего в	1	1
78	во всяком случае	4	1
79	одна и та	2	1
80	я не могу	1	1
81	что же касается	1	1
82	но не может	1	1
83	отвечает на вопрос	1	1
84	и вместе с	1	1
85	он в то	1	1
86	никогда не бывает	1	1
87	и в самом	3	1
88	который не может	1	1
89	о мире и	2	1
90	или во всяком	1	1
91	будто бы не	1	1
92	в этом смысле	3	1
93	к тому что	1	1
94	друг с другом	4	1
95	всей своей полноте	1	1
96	и как будто	1	1
97	как и в	1	1
98	в глубине души	1	1
99	в том же	1	1
100	этого слова в	2	1
101	с самим собой	7	1
