N	3gram	Tiupa_Lite_1	Narrotol
1	в том что	11	8
2	с одной стороны	2	7
3	о том что	2	6
4	по отношению к	2	6
5	в том числе	1	6
6	в отличие от	5	5
7	не может быть	1	5
8	в данном случае	4	4
9	к тому же	1	4
10	с другой стороны	1	4
11	но все же	1	4
12	состоит в том	5	3
13	бы то ни	1	3
14	в этом отношении	2	3
15	то ни было	1	3
16	тем не менее	2	3
17	и тем самым	2	3
18	то же время	5	3
19	в свою очередь	1	3
20	в то же	5	3
21	именно в том	1	2
22	мы имеем дело	1	2
23	а не в	1	2
24	подобно тому как	2	2
25	так и не	1	2
26	все та же	2	2
27	с точки зрения	2	2
28	можно было бы	1	2
29	перед нами не	1	2
30	ту или иную	2	2
31	тогда как в	1	2
32	в значительной степени	1	2
33	говоря словами бахтина	1	2
34	не только в	4	2
35	на первый взгляд	1	2
36	в себя и	1	2
37	в связи с	4	2
38	этой точки зрения	3	2
39	в конечном счете	4	2
40	не сводится к	3	2
41	том или ином	1	2
42	так или иначе	8	2
43	не в состоянии	1	1
44	и того же	1	1
45	фазу испытания смертью	1	1
46	как теперь начинает	1	1
47	весьма точной характеристике	1	1
48	в чистом виде	1	1
49	в качестве своего	1	1
50	в этом контексте	1	1
51	только потому что	1	1
52	рамках коммуникативного события	1	1
53	и рецептивного сознаний	1	1
54	в хх веке	5	1
55	какой бы то	1	1
56	казалось что он	1	1
57	прежде всего в	3	1
58	дело в том	2	1
59	в этом ракурсе	1	1
60	на самом деле	1	1
61	в этом последнем	1	1
62	в самом деле	1	1
63	том что он	1	1
64	в равной степени	1	1
65	в том же	3	1
66	по крайней мере	1	1
67	коммуникативного события общения	1	1
68	до сих пор	1	1
69	не подлежит сомнению	1	1
70	тот или иной	1	1
71	по отношению ко	1	1
72	да и самого	1	1
73	взаимодействия креативного и	1	1
74	только то что	1	1
75	и то что	2	1
76	по аналогии с	3	1
77	как это было	1	1
78	к тому чтобы	1	1
79	несмотря на свою	1	1
80	в той мере	1	1
81	а то и	1	1
82	могли бы быть	1	1
83	он не мог	1	1
84	в финале рассказа	1	1
85	в этом качестве	1	1
86	с этой точки	3	1
87	может и не	1	1
88	не могло быть	2	1
89	при всем своем	1	1
90	мы узнаем о	1	1
91	а не только	1	1
92	в рамках которого	1	1
93	в тексте но	1	1
94	было бы именовать	1	1
95	далеко не всегда	1	1
96	а также и	1	1
97	сам того не	1	1
98	этом своем качестве	1	1
99	в своем составе	2	1
100	вне соотнесенности с	1	1
101	как будет сказано	1	1
102	а с другой	1	1
103	жизни не только	2	1
104	иметь в виду	1	1
105	креативного и рецептивного	1	1
106	а не как	1	1
107	несет в себе	2	1
108	как нам представляется	1	1
109	не мог бы	1	1
110	о жизни на	1	1
111	только в качестве	1	1
112	субъекта и адресата	1	1
113	никогда не бывает	1	1
114	вплоть до последнего	1	1
115	и тем более	1	1
116	в капитанской дочке	1	1
117	в русской литературе	3	1
118	и прежде всего	3	1
119	согласно весьма точной	1	1
120	всего в том	1	1
121	на воспринимающее сознание	2	1
122	в рамках коммуникативного	1	1
123	в этом своем	1	1
124	одного и того	1	1
125	тем более что	1	1
126	собственно говоря и	1	1
127	не переставая быть	1	1
128	в области художественной	1	1
129	сознание адресата в	1	1
130	а во второй	1	1
131	как уже говорилось	1	1
132	в тексте не	1	1
133	в силу своей	3	1
134	тех или иных	1	1
135	связи с чем	2	1
136	в соответствии с	1	1
137	не оставляет места	2	1
138	в столь же	1	1
139	здесь как и	1	1
140	в коммуникативном событии	2	1
141	на наш взгляд	5	1
142	пока еще не	1	1
143	с легкой руки	2	1
144	при всем его	1	1
