N	2gram	Nazirov_Vr_1	Myshleni
1	в этом	8	29
2	точки зрения	2	28
3	и в	8	26
4	не только	9	24
5	то что	7	24
6	таким образом	2	23
7	с точки	2	21
8	и речи	1	19
9	в том	3	18
10	и не	5	18
11	том что	3	17
12	потому что	1	16
13	как и	6	15
14	того что	1	14
15	так же	4	14
16	с помощью	1	13
17	и его	3	12
18	вместе с	2	12
19	что в	7	12
20	только не	1	11
21	но и	7	11
22	не может	2	11
23	что они	1	10
24	в развитии	1	10
25	по своей	1	10
26	в самом	1	9
27	в себе	2	9
28	тем что	3	9
29	по своему	1	9
30	же как	2	8
31	то же	5	8
32	той же	1	8
33	что он	4	8
34	тем самым	1	8
35	и то	2	7
36	представление о	1	7
37	может быть	4	7
38	прежде всего	1	7
39	во всех	1	6
40	все же	6	6
41	что это	1	6
42	выражение в	1	6
43	было бы	1	6
44	в ее	1	6
45	что эта	1	6
46	и что	8	6
47	заключается в	1	6
48	именно в	1	6
49	как бы	4	6
50	как на	1	6
51	все что	1	6
52	из всех	1	5
53	в целом	1	5
54	как говорит	1	5
55	в силу	1	5
56	и с	6	5
57	что этот	1	5
58	в процессе	1	5
59	во второй	1	5
60	в виду	4	5
61	в качестве	1	5
62	в начале	6	5
63	и их	1	5
64	до конца	1	5
65	бы в	1	5
66	только что	1	5
67	едва ли	1	4
68	на пороге	1	4
69	еще не	2	4
70	с другой	1	4
71	если в	1	4
72	это и	1	4
73	как в	1	4
74	целый ряд	4	4
75	но в	6	4
76	на то	3	4
77	и во	3	4
78	в котором	6	4
79	в той	2	4
80	не менее	2	4
81	никогда не	2	4
82	связи с	3	4
83	в момент	2	4
84	не есть	1	4
85	что у	3	4
86	о том	4	4
87	в его	3	4
88	в свете	1	4
89	в конце	3	4
90	друг друга	1	4
91	нужно было	1	4
92	о чем	2	4
93	и от	1	4
94	и наконец	1	4
95	совпадает с	1	3
96	в ней	4	3
97	в чем	3	3
98	но не	1	3
99	в этой	2	3
100	как к	1	3
101	в мысли	1	3
102	в этот	3	3
103	он не	3	3
104	в первой	1	3
105	чем у	1	3
106	одно и	1	3
107	так и	1	3
108	об этом	5	3
109	такой же	1	3
110	для него	2	3
111	в своей	2	3
112	в основном	1	3
113	тем не	1	3
114	я не	3	3
115	в другую	1	3
116	во всем	1	3
117	этом отношении	1	3
118	только по	1	3
119	отличается от	1	3
120	его с	2	3
121	с ним	4	3
122	но мы	1	3
123	это не	4	3
124	к нему	1	3
125	мы находим	1	3
126	как раз	2	3
127	из двух	1	3
128	до сих	1	3
129	и о	3	3
130	сих пор	1	3
131	но это	2	3
132	все это	4	3
133	в то	5	3
134	как известно	1	2
135	ко всем	1	2
136	отношения к	2	2
137	одним из	3	2
138	также и	1	2
139	и есть	1	2
140	то в	1	2
141	можно говорить	1	2
142	это отношение	1	2
143	и он	2	2
144	столь же	2	2
145	ответ на	2	2
146	отношение к	2	2
147	идет о	1	2
148	с этим	1	2
149	что ее	1	2
150	что слово	1	2
151	в известном	2	2
152	раз в	3	2
153	не могла	1	2
154	в нем	6	2
155	этот период	1	2
156	в одну	2	2
157	самим собой	1	2
158	его в	3	2
159	несмотря на	4	2
160	сказал он	2	2
161	в этих	1	2
162	во время	2	2
163	в их	1	2
164	этому же	1	2
165	но он	3	2
166	том же	2	2
167	не имеет	1	2
168	того как	1	2
169	в уме	1	2
170	нельзя не	1	2
171	ничего не	1	2
172	и написал	1	2
173	ли не	1	2
174	об одном	1	2
175	с ее	1	2
176	свою очередь	1	2
177	то время	1	2
178	ему нужно	1	2
179	нас в	1	2
180	во всей	1	2
181	и психологическое	1	2
182	известном смысле	1	2
183	один из	1	2
184	н м	1	2
185	этот факт	1	2
186	и ее	2	2
187	уже в	4	2
188	его и	2	2
189	мы знаем	2	2
190	никто не	1	2
191	в свою	2	2
192	что для	1	2
193	нашему мнению	1	2
194	позволяет нам	1	2
195	из которых	1	2
196	наряду с	3	2
197	могут быть	1	2
198	что же	1	2
199	только о	1	2
200	и другом	1	2
201	но для	1	2
202	не мог	2	2
203	но с	1	2
204	для нас	4	2
205	а в	2	2
206	гораздо больше	1	2
207	в период	2	2
208	о своем	1	2
209	из этого	1	2
210	к этой	1	2
211	в своих	4	2
212	к этому	3	2
213	точно так	1	2
214	во всяком	1	2
215	также что	1	1
216	начинается с	1	1
217	того же	1	1
218	шаг за	1	1
219	к своей	1	1
220	высшей степени	1	1
221	и этот	1	1
222	полагает что	1	1
223	что уже	1	1
224	развитие в	1	1
225	именно к	1	1
226	он как	1	1
227	ему в	1	1
228	это никогда	1	1
229	не был	1	1
230	как правило	1	1
231	одним словом	1	1
232	совершенно прав	1	1
233	совсем не	1	1
234	но как	2	1
235	каком направлении	1	1
236	отнюдь не	2	1
237	дает нам	1	1
238	некоторое время	1	1
239	что как	1	1
240	в своем	3	1
241	и как	3	1
242	прямое выражение	1	1
243	момент его	1	1
244	тому же	1	1
245	знать и	1	1
246	в ответ	1	1
247	еще один	1	1
248	что к	2	1
249	но ведь	1	1
250	но на	1	1
251	этот процесс	1	1
252	при этом	4	1
253	время и	2	1
254	при виде	1	1
255	всех этих	1	1
256	и тотчас	1	1
257	он одновременно	1	1
258	еще более	1	1
259	в сторону	1	1
260	другой раз	1	1
261	есть все	1	1
262	предположение что	1	1
263	говорить не	1	1
264	это было	1	1
265	следует рассматривать	1	1
266	ни разу	1	1
267	из первых	1	1
268	о которой	2	1
269	в высшей	1	1
270	все равно	1	1
271	соответствии с	1	1
272	этого не	1	1
273	анализу в	1	1
274	его отношения	1	1
275	во внимание	1	1
276	и уже	3	1
277	ключ к	1	1
278	еще в	1	1
279	но я	1	1
280	говорилось в	1	1
281	м о	1	1
282	что я	2	1
283	на место	2	1
284	в одном	1	1
285	по всем	1	1
286	их в	2	1
287	раз и	1	1
288	что есть	3	1
289	другой не	1	1
290	в обоих	1	1
291	правда в	1	1
292	одна из	2	1
293	было не	1	1
294	говорить о	1	1
295	все кто	1	1
296	не могло	1	1
297	следовательно и	1	1
298	и лишь	1	1
299	такая же	1	1
300	другой стороны	1	1
301	это слово	1	1
302	которая называется	1	1
303	приближается к	1	1
304	в каком	1	1
305	ли это	1	1
306	такие же	1	1
307	один раз	1	1
308	по нашему	3	1
309	что поэзия	1	1
310	в недрах	1	1
311	мы начали	1	1
312	и это	2	1
313	но при	1	1
314	на основе	2	1
315	как по	1	1
316	идет не	1	1
317	ясно что	1	1
318	не переставал	1	1
319	именно этот	1	1
320	быть может	1	1
321	обратился к	1	1
322	короче говоря	1	1
323	он сам	2	1
324	и вообще	1	1
325	с крайне	1	1
326	о нем	6	1
327	увидел что	1	1
328	и т.д	1	1
329	между тем	5	1
330	переставал любить	1	1
331	от них	1	1
332	место в	2	1
333	полагали что	1	1
334	в глазах	2	1
335	в форме	1	1
336	в другой	1	1
337	с большими	1	1
338	тотчас же	1	1
339	того в	1	1
340	а следовательно	1	1
341	также в	1	1
342	если это	1	1
343	и самые	1	1
344	на старом	1	1
345	он хочет	1	1
346	тех пор	1	1
347	этом смысле	1	1
348	пришел к	2	1
349	проникнуть в	1	1
350	только иллюзия	1	1
351	всяком случае	1	1
352	это же	1	1
353	человека с	2	1
354	внимание в	1	1
355	целого ряда	1	1
356	а это	1	1
357	при помощи	2	1
358	из них	2	1
359	между обоими	1	1
360	к ним	2	1
361	у него	5	1
362	от того	1	1
363	в них	2	1
364	и из	1	1
365	к которому	1	1
366	как же	2	1
367	а с	2	1
368	ней благодаря	1	1
369	воспоминания о	1	1
370	в соответствии	1	1
371	не было	5	1
372	на этот	1	1
373	выше и	1	1
374	с которым	2	1
375	одну из	1	1
376	себя как	1	1
377	только от	1	1
378	голос и	1	1
379	под влиянием	1	1
380	ближе к	1	1
381	он и	1	1
382	в связи	3	1
383	в частности	1	1
384	за тем	1	1
385	предположить что	1	1
386	к в	1	1
387	н и	1	1
388	года и	1	1
389	у вас	1	1
390	по характеру	1	1
391	которой он	1	1
392	в литературе	1	1
393	о котором	1	1
394	хотя и	1	1
395	как эта	1	1
396	и все	7	1
397	я хотел	3	1
398	конце концов	1	1
399	но зато	1	1
400	мысль на	3	1
401	же в	2	1
402	могли быть	2	1
403	отношении к	1	1
404	только как	1	1
405	у людей	1	1
406	за шагом	1	1
407	целью в	1	1
408	в таком	1	1
409	они не	1	1
