N	3gram	Ircho_Kome_3	Myslijsy
1	более или менее	1	8
2	во всяком случае	3	7
3	в том что	9	7
4	в свою очередь	6	6
5	по крайней мере	1	5
6	тем не менее	3	5
7	и в свою	1	4
8	не в состоянии	1	4
9	подобно тому как	1	4
10	до сих пор	9	4
11	в то время	2	4
12	на то что	1	3
13	то время как	2	3
14	с одной стороны	3	3
15	и т п	3	3
16	и т д	1	3
17	человек под влиянием	1	2
18	после того как	1	2
19	в некоторых случаях	1	2
20	с другой стороны	2	2
21	для того чтобы	6	2
22	то же время	4	2
23	так и в	1	2
24	с самого начала	4	2
25	в то же	4	2
26	если бы он	3	1
27	что происходит с	1	1
28	и для самого	1	1
29	состоит в том	2	1
30	что ни одно	1	1
31	можно принять за	1	1
32	о том как	3	1
33	во-вторых потому что	1	1
34	тем же словом	1	1
35	одной стороны и	1	1
36	что и для	1	1
37	может быть только	1	1
38	друг от друга	1	1
39	ни одно из	1	1
40	в отличие от	1	1
41	бы то ни	2	1
42	так что к	1	1
43	что в некоторых	1	1
44	и не может	1	1
45	том что его	1	1
46	с этой точки	1	1
47	вместе с тем	3	1
48	только для того	2	1
49	на мой взгляд	1	1
50	что мы не	1	1
51	но еще больше	1	1
52	один из них	1	1
53	себе отчет в	1	1
54	то ни было	2	1
55	только один из	1	1
56	имеет ничего общего	1	1
57	по сравнению с	2	1
58	то что он	1	1
59	по тому же	1	1
60	это не так	1	1
61	в связи с	3	1
62	из них не	1	1
63	не совсем в	1	1
64	не имеет ничего	1	1
65	не менее и	1	1
66	но столь же	1	1
67	в том чтобы	1	1
68	в этом случае	2	1
69	о том что	4	1
70	ничего общего с	1	1
71	что у него	1	1
72	и в самом	3	1
73	что и в	2	1
74	ответ может быть	1	1
75	вопрос о том	1	1
76	не менее в	1	1
77	но все же	2	1
78	тому что она	1	1
79	до тех пор	3	1
80	бы при этом	1	1
81	если бы не	1	1
82	и в этом	1	1
83	то это опять	1	1
