N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	30
2	может быть	14	20
3	не только	10	19
4	и в	35	19
5	по себе	4	18
6	а не	4	16
7	в себе	5	15
8	потому что	8	14
9	то что	10	14
10	в том	5	14
11	так как	4	14
12	и даже	5	14
13	как бы	31	14
14	вовсе не	7	13
15	то же	15	12
16	точки зрения	7	12
17	не просто	2	12
18	но и	14	12
19	и все	15	12
20	и как	2	10
21	что это	4	10
22	в нем	16	10
23	ни в	2	10
24	как и	18	10
25	том что	3	10
26	сказать что	3	10
27	так и	8	10
28	это не	3	10
29	по крайней	1	9
30	никогда не	4	9
31	времени и	2	9
32	крайней мере	1	9
33	же и	4	9
34	не может	18	9
35	мы уже	8	8
36	в этом	14	8
37	в своей	4	8
38	с точки	2	8
39	не в	10	8
40	есть нечто	1	8
41	она не	1	8
42	прежде всего	12	8
43	и то	5	7
44	есть не	1	7
45	время как	2	7
46	сама по	1	7
47	так что	5	7
48	и к	12	7
49	должно быть	3	7
50	в душе	2	7
51	но что	2	7
52	как будто	4	7
53	но это	6	7
54	что в	6	7
55	чтобы не	2	6
56	я не	8	6
57	но не	6	6
58	что они	6	6
59	отнюдь не	1	6
60	в то	11	6
61	не могу	3	6
62	и вообще	2	6
63	и та	2	6
64	что он	24	6
65	есть ни	1	6
66	конечно не	2	6
67	что не	4	6
68	того что	3	6
69	да и	5	6
70	и может	1	6
71	и потому	1	5
72	и это	5	5
73	говорить о	3	5
74	все равно	2	5
75	жизнь и	2	5
76	иной раз	1	5
77	же время	10	5
78	и его	14	5
79	и с	12	5
80	в виду	3	5
81	сознания и	4	5
82	о том	2	5
83	и что	6	5
84	можно сказать	1	5
85	но как	4	5
86	не то	1	5
87	что и	3	5
88	с другой	4	5
89	а именно	1	5
90	и пр	1	5
91	по своему	4	5
92	как раз	4	5
93	только что	3	5
94	в самом	6	5
95	только в	6	5
96	еще не	7	4
97	быть в	2	4
98	самом деле	10	4
99	тут же	1	4
100	за пределы	3	4
101	в одной	3	4
102	независимо от	1	4
103	в своем	2	4
104	все же	8	4
105	та же	4	4
106	как он	2	4
107	и если	1	4
108	при этом	2	4
109	он не	13	4
110	же это	1	4
111	и вот	4	4
112	что тут	2	4
113	и по	2	4
114	одно и	3	4
115	таким образом	7	4
116	одна и	2	4
117	как таковой	1	4
118	нисколько не	1	4
119	в одном	6	4
120	но он	4	4
121	все это	14	4
122	с ним	7	4
123	по своей	2	4
124	связи с	1	4
125	не могут	1	4
126	есть только	2	4
127	это конечно	1	4
128	что оно	2	4
129	той или	4	4
130	без всякого	2	4
131	в ее	3	4
132	говорят что	1	4
133	в другом	12	4
134	все на	1	4
135	к нему	13	4
136	и только	1	4
137	без этого	1	4
138	уже в	3	4
139	то время	1	4
140	быть и	2	4
141	хотя бы	2	4
142	а в	7	4
143	другой стороны	3	4
144	сам по	2	3
145	это и	3	3
146	как мы	8	3
147	и тут	2	3
148	вопрос о	2	3
149	этот голос	1	3
150	в чем	4	3
151	себе и	7	3
152	в этой	1	3
153	с этим	3	3
154	кроме того	1	3
155	себе как	1	3
156	эти вопросы	1	3
157	всех этих	2	3
158	же не	4	3
159	об этом	1	3
160	и почти	1	3
161	его в	4	3
162	это было	2	3
163	чтобы все	2	3
164	и мы	1	3
165	было бы	3	3
166	в один	1	3
167	но я	2	3
168	в этих	2	3
169	или точнее	1	3
170	что такое	1	3
171	и более	1	3
172	что этот	1	3
173	даже в	5	3
174	не менее	2	3
175	ничего не	3	3
176	или как	3	3
177	но только	3	3
178	общения с	1	3
179	все его	4	3
180	уже не	3	3
181	нуждается в	3	3
182	все время	4	3
183	он есть	2	3
184	даны в	1	3
185	сразу же	1	3
186	будто бы	2	3
187	у меня	6	3
188	из них	3	3
189	ведь это	1	3
190	много раз	2	3
191	и из	1	3
192	и их	1	3
193	себе не	1	3
194	о чем	1	3
195	сейчас же	1	3
196	нет ни	2	3
197	в данном	1	3
198	в той	4	3
199	когда мы	1	3
200	и от	3	3
201	время не	3	3
202	его с	5	3
203	это как	3	3
204	и слова	2	3
205	я и	2	2
206	если вы	1	2
207	на самом	9	2
208	он может	1	2
209	что эти	1	2
210	что время	1	2
211	например в	2	2
212	что уже	1	2
213	так чтобы	4	2
214	бы ни	1	2
215	как я	1	2
216	то это	1	2
217	как не	1	2
218	зависимости от	1	2
219	в ней	2	2
220	он переживает	1	2
221	во всех	3	2
222	что я	13	2
223	в голове	2	2
224	в общем	3	2
225	как в	5	2
226	более и	1	2
227	перед нами	1	2
228	что по	1	2
229	но в	19	2
230	в которой	2	2
231	бы и	2	2
232	все эти	3	2
233	раз в	2	2
234	бы только	1	2
235	но ведь	2	2
236	на его	4	2
237	уже сама	1	2
238	не как	3	2
239	оно должно	2	2
240	на этом	2	2
241	но все	4	2
242	в каждом	6	2
243	на всю	2	2
244	в мире	4	2
245	говорил что	1	2
246	на все	1	2
247	с целью	1	2
248	в жизни	2	2
249	только одно	1	2
250	она и	1	2
251	с тем	3	2
252	во время	5	2
253	и при	1	2
254	в их	1	2
255	тем не	1	2
256	их в	2	2
257	тому что	2	2
258	что с	2	2
259	самого начала	8	2
260	в сущности	14	2
261	на него	5	2
262	он мог	1	2
263	только не	1	2
264	или прямо	1	2
265	мире и	2	2
266	это уже	2	2
267	уже и	2	2
268	и делает	4	2
269	что на	2	2
270	и внешнего	2	2
271	от их	1	2
272	я сам	7	2
273	к тому	6	2
274	вы не	2	2
275	в конце	5	2
276	с ее	3	2
277	данном случае	1	2
278	и человек	1	2
279	с самого	8	2
280	и совершенно	1	2
281	это вовсе	1	2
282	что у	6	2
283	том как	1	2
284	со всем	1	2
285	понятно что	2	2
286	и должно	1	2
287	это я	3	2
288	но мы	1	2
289	или на	1	2
290	все в	1	2
291	между тем	4	2
292	его личности	1	2
293	всяком случае	4	2
294	нем и	1	2
295	не знаю	2	2
296	и она	1	2
297	мы должны	3	2
298	что здесь	1	2
299	с ними	5	2
300	на мир	1	2
301	с одной	1	2
302	себя в	2	2
303	есть в	1	2
304	или в	2	2
305	но вот	1	2
306	тем что	4	2
307	в очень	1	2
308	момент в	1	2
309	мы это	1	2
310	до сих	1	2
311	и прежде	4	2
312	так вот	3	2
313	в некоторых	1	2
314	был в	1	2
315	не на	1	2
316	жизнь в	1	2
317	когда я	5	2
318	на который	1	2
319	внутреннего и	2	2
320	ни на	2	2
321	вместе с	2	2
322	с первого	1	2
323	так же	7	2
324	я уже	2	2
325	в изображении	1	2
326	что же	7	2
327	утверждение в	1	2
328	сам не	3	2
329	ко мне	1	2
330	сих пор	1	2
331	же самое	1	2
332	же есть	1	2
333	и часто	1	2
334	в результате	1	2
335	это может	1	2
336	но о	1	2
337	это еще	1	2
338	или не	1	2
339	же в	1	2
340	есть уже	1	2
341	это все	1	2
342	может и	1	2
343	и жизнь	1	2
344	в виде	7	2
345	а я	10	2
346	того или	1	2
347	в своих	1	2
348	нельзя ли	1	2
349	во всяком	4	2
350	но наоборот	1	1
351	от этой	1	1
352	я понимаю	1	1
353	того же	1	1
354	желаемое и	1	1
355	тех же	1	1
356	очень много	1	1
357	между двумя	2	1
358	достоевского в	3	1
359	по преимуществу	1	1
360	и до	1	1
361	уже указывали	1	1
362	голову что	1	1
363	ведь и	4	1
364	все те	1	1
365	уже по	1	1
366	по его	1	1
367	обойтись без	3	1
368	и кончая	1	1
369	бы уже	4	1
370	которую мы	1	1
371	она а	1	1
372	но она	1	1
373	на тему	2	1
374	ему в	1	1
375	один пример	1	1
376	свой предмет	2	1
377	и ни	2	1
378	не все	1	1
379	и цельный	1	1
380	кто же	2	1
381	и он	2	1
382	всех сторон	1	1
383	проявляется в	1	1
384	другом что	1	1
385	проявляет себя	1	1
386	он был	1	1
387	на них	7	1
388	он сам	6	1
389	бы то	3	1
390	бы она	1	1
391	сказать и	1	1
392	ее к	1	1
393	последнего слова	1	1
394	себе он	1	1
395	к которой	1	1
396	со всеми	3	1
397	а он	3	1
398	вам это	2	1
399	отличие от	2	1
400	нет и	4	1
401	форме и	1	1
402	они действительно	2	1
403	так бы	1	1
404	можно представить	1	1
405	резко отличается	1	1
406	меньше всего	1	1
407	показать что	2	1
408	по которому	2	1
409	что касается	1	1
410	бы я	1	1
411	когда он	3	1
412	вполне понятно	2	1
413	мертвых душ	1	1
414	ведь оно	1	1
415	ведь я	1	1
416	и отчасти	2	1
417	уже с	2	1
418	то в	2	1
