N	3gram	Tiupa_Narr_2	KulturaY
1	и т п	2	41
2	с точки зрения	2	16
3	в самом деле	1	11
4	для того чтобы	1	11
5	можно было бы	1	10
6	тем не менее	4	9
7	до сих пор	1	8
8	в том что	8	8
9	в зависимости от	1	7
10	той или иной	3	5
11	в данном случае	6	4
12	с одной стороны	5	4
13	в связи с	1	4
14	на самом деле	2	3
15	того или иного	3	3
16	на мой взгляд	1	3
17	прежде всего следует	1	3
18	не только в	6	3
19	а с другой	1	3
20	не может быть	2	3
21	так и в	1	3
22	о том что	4	3
23	в той или	1	2
24	и того же	1	2
25	одним и тем	1	2
26	и тем же	1	2
27	по отношению к	5	2
28	как раз и	1	2
29	самом деле не	1	2
30	в таком случае	1	2
31	в отличие от	5	2
32	т п все	1	2
33	точки зрения на	1	2
34	в известном смысле	3	2
35	не в том	1	2
36	более или менее	1	2
37	одного и того	1	2
38	тем более что	1	2
39	к тому же	4	2
40	на этот вопрос	1	1
41	хотя и не	2	1
42	мере в какой	2	1
43	в чем же	1	1
44	в этом смысле	1	1
45	то же самое	1	1
46	и не может	2	1
47	читателя или слушателя	1	1
48	и в то	1	1
49	а также в	1	1
50	в строгом смысле	1	1
51	является не только	1	1
52	но и в	2	1
53	не могло бы	1	1
54	что все эти	1	1
55	в той мере	2	1
56	а то и	2	1
57	не только не	2	1
58	с этой точки	1	1
59	а тем более	1	1
60	в то время	1	1
61	так же как	2	1
62	тому или иному	1	1
63	п все эти	1	1
64	не зависит от	2	1
65	по природе своей	1	1
66	в противном случае	1	1
67	то что он	1	1
68	во всяком случае	1	1
69	с совершенно иной	1	1
70	о них в	1	1
71	этой точки зрения	1	1
72	а в том	2	1
73	отнюдь не означает	1	1
74	то же время	3	1
75	все те же	2	1
76	однако что и	1	1
77	что в ней	1	1
78	в отвлечении от	1	1
79	в конечном счете	3	1
80	имеет в своем	1	1
81	и как именно	1	1
82	она не могла	1	1
83	в то же	3	1
84	это действительно так	1	1
85	к тому что	3	1
86	в том смысле	1	1
87	той мере в	2	1
88	всего следует подчеркнуть	1	1
89	вслед за этим	1	1
