N	3gram	Vinokur_St_1	RusskieA
1	в том что	17	15
2	и т д	21	9
3	том что в	3	6
4	в этом случае	2	5
5	и в других	1	4
6	о том что	11	4
7	к тому что	1	4
8	в настоящее время	1	3
9	с точки зрения	8	3
10	а иногда и	2	3
11	тем не менее	2	3
12	в тех местах	1	3
13	в области изучения	2	2
14	в советское время	1	2
15	ни одно из	1	2
16	в какой степени	1	2
17	но это не	1	2
18	может быть и	2	2
19	в это время	1	2
20	это не значит	3	2
21	и некоторые другие	1	2
22	но все же	3	2
23	после того как	1	2
24	по этому поводу	2	2
25	том что этот	1	2
26	не значит что	3	2
27	во многих случаях	2	2
28	потому что он	1	1
29	том что эти	1	1
30	сказать что в	3	1
31	из этих строк	1	1
32	т е тот	1	1
33	по отношению к	3	1
34	по меньшей мере	3	1
35	точно так же	1	1
36	на самом деле	6	1
37	так как в	2	1
38	по его словам	1	1
39	всяком случае не	1	1
40	зрения в и	2	1
41	дело не только	1	1
42	т д и	2	1
43	же как и	1	1
44	тому что в	2	1
45	в этом отношении	7	1
46	судя по всему	1	1
47	и т п	9	1
48	еще не означает	1	1
49	можно было бы	8	1
50	на этот вопрос	1	1
51	в г д	1	1
52	этот вопрос можно	1	1
53	о том кто	1	1
54	говорит о том	2	1
55	некоторые из них	1	1
56	того что говорилось	1	1
57	и могут быть	1	1
58	т е в	2	1
59	и что от	1	1
60	не только в	4	1
61	прав в и	1	1
62	же значение как	1	1
63	объясняется тем что	1	1
64	имеет ничего общего	2	1
65	так что они	1	1
66	как будто бы	1	1
67	и в этом	3	1
68	т е с	3	1
69	сомнений в том	1	1
70	во всех этих	1	1
71	он должен был	2	1
72	во многих отношениях	1	1
73	до недавнего времени	2	1
74	потому что она	1	1
75	для нас особенно	1	1
76	такое же значение	1	1
77	во всяком случае	6	1
78	в одно целое	1	1
79	в целом ряде	1	1
80	так же как	3	1
81	и в том	2	1
82	что от этого	1	1
83	не имеет ничего	2	1
84	этого вопроса в	1	1
85	так например в	4	1
86	в россии в	1	1
87	в то время	2	1
88	ничего общего с	3	1
89	в одном из	1	1
90	и в и	3	1
91	вопрос о том	2	1
92	в москве при	1	1
93	на то что	4	1
94	из них непосредственно	1	1
95	так как по	1	1
96	что в и	3	1
97	а в тех	1	1
98	быть не может	1	1
99	как и в	2	1
100	что и в	4	1
101	и те из	1	1
102	в данном случае	6	1
