N	3gram	Vygotskiy__4	StatiiOP
1	в том что	31	17
2	о том что	3	11
3	для того чтобы	5	10
4	можно было бы	5	8
5	с точки зрения	11	8
6	у нас нет	1	7
7	до сих пор	1	7
8	в этом отношении	7	7
9	на самом деле	1	6
10	с другой стороны	8	6
11	во всяком случае	3	6
12	в данном случае	2	6
13	в этой области	2	5
14	в самом деле	6	5
15	не может быть	1	5
16	я думаю что	1	4
17	на то что	4	4
18	что и в	1	4
19	так например в	1	4
20	не только в	1	4
21	в том отношении	1	4
22	заключается в том	14	3
23	том что в	1	3
24	и только в	2	3
25	что в области	1	3
26	но все же	1	3
27	ничего общего с	1	3
28	по отношению к	1	3
29	только в том	2	3
30	так же как	5	3
31	на вопрос о	1	2
32	и даже не	1	2
33	в том числе	2	2
34	вопрос о том	1	2
35	и то что	4	2
36	с одной стороны	9	2
37	том отношении что	1	2
38	тем что в	1	2
39	одним и тем	3	2
40	а также и	1	2
41	как и в	1	2
42	в первую очередь	4	2
43	когда речь идет	1	2
44	в той же	1	2
45	и тем же	3	2
46	в этом случае	3	2
47	речь идет о	3	2
48	же и в	1	2
49	в наших глазах	1	2
50	то обстоятельство что	3	2
51	то что в	1	2
52	в том смысле	2	2
53	чуть ли не	1	2
54	том числе и	2	2
55	в равной мере	3	2
56	в свое время	2	2
57	но и в	2	2
58	не имеет ничего	1	2
59	точку зрения в	1	2
60	том что здесь	1	2
61	так как в	2	2
62	тем не менее	1	2
63	если бы мы	1	2
64	на этот раз	1	2
65	имеем дело с	1	2
66	в то время	1	2
67	не отделены друг	1	1
68	в том же	1	1
69	согласно которому в	1	1
70	в этом смысле	8	1
71	речь идет лишь	1	1
72	в том случае	1	1
73	о том как	1	1
74	бы то ни	1	1
75	точно так же	3	1
76	тот факт что	1	1
77	в вопросе о	2	1
78	что они являются	2	1
79	том смысле что	1	1
80	а не на	1	1
81	что с точки	1	1
82	этого вопроса в	1	1
83	смысле как мы	1	1
84	бы они ни	1	1
85	в конце концов	1	1
86	непосредственно вытекает из	1	1
87	той и другой	1	1
88	с нашей точки	2	1
89	и на этот	1	1
90	а с другой	2	1
91	и тех же	1	1
92	к тому что	1	1
93	того в чем	1	1
94	в приведенных выше	1	1
95	что он не	1	1
96	так же и	1	1
97	невозможные с точки	1	1
98	и я не	1	1
99	же как и	4	1
100	во всей полноте	1	1
101	том смысле как	1	1
102	что в момент	1	1
103	совсем недавно в	1	1
104	в школе и	2	1
105	нет никаких оснований	1	1
106	в обоих случаях	3	1
107	в настоящее время	2	1
108	с которыми он	1	1
109	одних и тех	1	1
110	для них это	1	1
111	и в отношении	2	1
112	нашей точки зрения	2	1
113	в целом ряде	2	1
114	внимание на то	1	1
115	они ни были	1	1
116	как и во	1	1
117	говоря уже о	1	1
118	ответа на вопрос	1	1
119	только то что	1	1
120	содержит в себе	2	1
121	после того как	1	1
122	тогда он должен	1	1
123	смысле этого слова	7	1
124	может быть даже	1	1
125	настоящем смысле этого	1	1
126	и другой стороны	1	1
127	отделены друг от	1	1
128	в зависимости от	1	1
129	далеко не все	1	1
130	и во всей	1	1
131	не может не	2	1
132	нас нет никаких	1	1
133	в том чтобы	2	1
134	и таким образом	1	1
135	не говоря уже	1	1
136	то время как	1	1
137	друг от друга	1	1
138	убедиться в этом	1	1
139	в настоящем смысле	1	1
140	в какой степени	2	1
141	виде в каком	1	1
142	мы имеем дело	1	1
143	на том что	1	1
144	в начале своего	1	1
145	точки зрения задач	1	1
146	этой области это	1	1
147	обратил внимание на	1	1
148	основных положений его	1	1
149	не больше чем	1	1
150	и что в	2	1
151	может не быть	1	1
152	но даже и	1	1
153	том что он	1	1
154	мы говорим о	1	1
155	в основе этой	1	1
