N	3gram	Losev_Dial_1	Problemy
1	с точки зрения	12	13
2	в этом смысле	3	10
3	то же время	4	9
4	в то же	4	9
5	в том что	7	6
6	и в этом	3	5
7	но в то	1	5
8	в конце концов	3	5
9	на самом деле	2	4
10	не может быть	3	4
11	как раз и	1	3
12	и т п	2	3
13	сами по себе	1	3
14	это не значит	1	3
15	в этом отношении	2	3
16	во всяком случае	2	3
17	само по себе	5	3
18	с другой стороны	4	3
19	но все же	1	2
20	в самом деле	1	2
21	до сих пор	2	2
22	и в то	2	2
23	точка зрения на	1	2
24	только то что	3	2
25	но это не	1	2
26	с ним и	1	2
27	что он есть	1	2
28	можно было бы	4	2
29	т е не	1	2
30	то все же	1	1
31	теперь мы должны	1	1
32	потому что он	3	1
33	и есть то	1	1
34	хотя и не	1	1
35	же это за	1	1
36	то что я	2	1
37	дело в том	1	1
38	каждая из них	1	1
39	и даже не	2	1
40	а не о	1	1
41	т е о	2	1
42	то же самое	1	1
43	что же касается	1	1
44	он есть т	1	1
45	то и другое	2	1
46	они вовсе не	1	1
47	не было бы	2	1
48	самим по себе	1	1
49	прежде всего необходимо	2	1
50	что в нем	3	1
51	несмотря на свою	1	1
52	точно так же	2	1
53	она может быть	1	1
54	по крайней мере	4	1
55	есть то что	1	1
56	по себе достаточно	1	1
57	может быть и	3	1
58	бы это было	1	1
59	и в частности	2	1
60	то время как	1	1
61	как такая она	1	1
62	а не только	1	1
63	не потому что	1	1
64	он является не	1	1
65	таким образом и	1	1
66	на первый взгляд	1	1
67	тех или иных	1	1
68	как в этом	1	1
69	как один из	2	1
70	было бы дать	1	1
71	него как в	1	1
72	конце концов не	1	1
73	не в том	1	1
74	лишь с точки	1	1
75	себе не имеет	1	1
76	что же это	1	1
77	по себе не	5	1
78	о том что	2	1
79	на почве философского	1	1
80	а в том	1	1
81	более или менее	3	1
82	друг к другу	2	1
83	по сравнению с	2	1
84	по себе а	2	1
85	если бы действительно	1	1
86	в то время	1	1
87	она не может	1	1
88	как более или	2	1
89	это и есть	2	1
90	та или иная	3	1
91	с самого начала	1	1
92	может показаться что	1	1
93	всегда и бывает	1	1
94	можно сказать что	3	1
95	что это не	1	1
96	это было так	1	1
97	есть т е	1	1
98	бы и самого	1	1
99	в полной мере	1	1
100	т е только	1	1
101	к тому что	2	1
102	до известной степени	1	1
103	было так то	1	1
104	друг другу как	2	1
105	так всегда и	1	1
106	сама по себе	8	1
107	друг с другом	1	1
108	и в нем	2	1
109	в отношении к	1	1
110	для того чтобы	1	1
111	если бы это	1	1
112	точек зрения и	1	1
113	построения а не	1	1
114	и т д	19	1
