N	3gram	Bakhtin_Pr_3	EvropaiC
1	в том что	3	16
2	до сих пор	5	12
3	по отношению к	1	10
4	с точки зрения	2	8
5	а между тем	2	7
6	более или менее	3	7
7	друг от друга	1	6
8	что касается до	1	6
9	по сравнению с	4	5
10	может быть и	2	4
11	с другой стороны	1	4
12	не может быть	1	4
13	о том что	2	4
14	тем не менее	2	4
15	в конце концов	1	4
16	не подлежит сомнению	1	3
17	и то что	1	3
18	так или иначе	1	3
19	в связи с	1	3
20	и может быть	1	2
21	о которой мы	1	2
22	как и все	1	2
23	то же время	5	2
24	именно потому что	1	2
25	так и для	1	2
26	друг к другу	1	2
27	во всяком случае	1	2
28	которой мы говорили	1	2
29	как и в	3	2
30	том что все	1	2
31	в то же	5	2
32	и в конце	1	1
33	духе и в	1	1
34	теперь мы должны	2	1
35	уже знаем что	1	1
36	нет и не	1	1
37	хотя и не	1	1
38	мы уже говорили	2	1
39	а потому и	1	1
40	а не в	1	1
41	это было бы	1	1
42	что для этого	1	1
43	но при этом	1	1
44	во всем мире	2	1
45	то же самое	1	1
46	сих пор еще	2	1
47	и тому же	2	1
48	из них в	2	1
49	и не может	1	1
50	в зависимости от	2	1
51	для этой цели	1	1
52	в основе их	1	1
53	является одним из	1	1
54	и в дальнейшем	2	1
55	а может быть	1	1
56	мы находим в	1	1
57	том числе и	10	1
58	мы говорили в	1	1
59	основе их лежит	1	1
60	по крайней мере	1	1
61	их отношение к	1	1
62	распространяется и на	1	1
63	в разных направлениях	1	1
64	одним из главных	1	1
65	таким образом и	1	1
66	и помимо этого	1	1
67	состоит в том	1	1
68	и в целом	1	1
69	себя и все	1	1
70	что они не	1	1
71	так и от	1	1
72	в этом и	1	1
73	одним из самых	1	1
74	я не могу	1	1
75	и той же	1	1
76	есть в этом	1	1
77	все то что	2	1
78	в широком смысле	1	1
79	но и помимо	1	1
80	смысле этого слова	1	1
81	то есть в	2	1
82	с самого начала	3	1
83	общению между людьми	1	1
84	и все они	1	1
85	здесь гораздо меньше	1	1
86	мы видели что	2	1
87	на земле в	1	1
88	в том числе	11	1
89	мы видим что	1	1
90	одной и той	1	1
91	и в нем	1	1
92	мы уже знаем	1	1
93	таким образом по	1	1
94	одному и тому	2	1
95	как бы он	1	1
