N	3gram	Vinokur_Vv_1	Myshleni
1	в том что	12	21
2	с точки зрения	2	18
3	для того чтобы	21	10
4	с одной стороны	4	7
5	заключается в том	3	7
6	в зависимости от	1	6
7	в связи с	2	6
8	во всяком случае	3	6
9	не может быть	8	6
10	по отношению к	4	5
11	можно было бы	3	5
12	на этот вопрос	3	5
13	по сравнению с	3	5
14	в самом деле	5	4
15	из того что	1	4
16	в том чтобы	5	4
17	о том что	12	4
18	в предисловии к	1	4
19	состоит в том	2	3
20	в отличие от	3	3
21	в собственном смысле	2	3
22	как мы уже	1	3
23	в данном случае	4	3
24	смысле этого слова	2	3
25	собственном смысле слова	1	3
26	по этому поводу	2	3
27	в этом отношении	3	3
28	том что в	1	2
29	на том что	2	2
30	в другом месте	2	2
31	того что в	1	2
32	на самом деле	1	2
33	подобно тому как	1	2
34	в этом смысле	10	2
35	в том же	1	2
36	одной стороны и	3	2
37	потому что он	2	2
38	в этом пункте	1	2
39	хотя бы и	2	2
40	как раз в	1	2
41	не потому что	1	2
42	в этом ее	1	2
43	само по себе	3	2
44	на вопрос о	4	2
45	в целом но	1	2
46	то же самое	2	2
47	как уже сказано	1	2
48	вовсе не в	2	2
49	же самое что	2	2
50	и в самом	3	2
51	вопрос о том	5	2
52	сама по себе	3	2
53	и т.д и	1	2
54	только тогда когда	1	2
55	много общего с	1	1
56	между тем мы	1	1
57	зависимости от того	1	1
58	что в этом	2	1
59	что он представляет	1	1
60	этой точки зрения	1	1
61	дело в том	2	1
62	течение многих лет	1	1
63	этого слова как	1	1
64	ответить на этот	1	1
65	имеем в виду	1	1
66	действительности а именно	1	1
67	было бы назвать	1	1
68	оставляя в стороне	1	1
69	автора и других	1	1
70	в течение многих	2	1
71	вместе с другими	1	1
72	каждая из двух	1	1
73	до сих пор	5	1
74	и со стороны	1	1
75	сам по себе	1	1
76	представление о том	1	1
77	что представляет собой	3	1
78	что в одном	1	1
79	культурного развития с	1	1
80	бы то ни	1	1
81	только то что	1	1
82	с тем что	3	1
83	точно так же	2	1
84	бы сказать что	1	1
85	как если бы	1	1
86	именно в этом	3	1
87	и то что	2	1
88	бы в известных	1	1
89	в этой форме	1	1
90	прийти к выводу	1	1
91	и тогда когда	1	1
92	в применении к	6	1
93	приходим к выводу	3	1
94	не в том	2	1
95	то ни было	1	1
96	тот факт что	1	1
97	же как он	1	1
98	и не могут	2	1
99	отсюда следует что	1	1
100	смысле слова в	1	1
101	все свое значение	1	1
102	фокусом в котором	1	1
103	сомнений в том	1	1
104	приходит к выводу	1	1
105	не могут быть	2	1
106	дело не в	1	1
107	чтобы увидеть что	1	1
108	но вместе с	2	1
109	нельзя не признать	2	1
110	ответ на этот	1	1
111	с другой стороны	5	1
112	так же как	1	1
113	в своих исследованиях	1	1
114	что это есть	1	1
115	по себе не	1	1
116	условий в которых	1	1
117	в частности в	1	1
118	у него в	1	1
119	на которой находится	1	1
120	к действительности а	1	1
121	то обстоятельство что	1	1
122	связи с этим	1	1
123	к выводу что	5	1
124	с самого начала	1	1
125	при известных условиях	1	1
126	той или иной	1	1
127	можно сказать что	3	1
128	но ведь это	1	1
129	в одном отношении	1	1
130	же это не	1	1
131	мы имеем в	1	1
132	только в том	2	1
133	у разных народов	1	1
134	после того как	2	1
135	на одной из	1	1
136	когда мы говорим	1	1
137	из этих двух	1	1
138	заключается вовсе не	1	1
139	том что такое	5	1
140	по вопросу о	1	1
141	это не только	2	1
142	в тех областях	1	1
143	в известном смысле	3	1
144	все это не	1	1
145	таким образом отношения	1	1
146	как мы видели	2	1
147	вот почему в	1	1
148	в свое время	2	1
