N	3gram	Losev_Dial_1	Problemy
1	с точки зрения	12	9
2	до сих пор	2	8
3	не может быть	3	8
4	то же время	4	5
5	в то же	4	5
6	друг с другом	1	5
7	в самом деле	1	4
8	более или менее	3	3
9	как раз и	1	3
10	как мы увидим	1	3
11	сам по себе	6	3
12	с другой стороны	4	3
13	хотя и не	1	2
14	дело в том	1	2
15	в этом смысле	3	2
16	мы находим в	2	2
17	сами по себе	1	2
18	того и другого	1	2
19	можно было бы	4	2
20	в том что	7	2
21	том или другом	1	2
22	но в то	1	2
23	о том что	2	2
24	сих пор не	1	2
25	можно сказать что	3	2
26	да еще и	1	2
27	той или иной	3	2
28	в этих случаях	1	2
29	в отношении к	1	2
30	сама по себе	8	2
31	в себе самом	2	2
32	и не в	1	2
33	точек зрения и	1	2
34	в этом его	1	1
35	как то что	1	1
36	может быть еще	1	1
37	в той или	1	1
38	он совершенно не	1	1
39	ровно ничего не	3	1
40	иметь в виду	3	1
41	та же самая	1	1
42	и даже не	2	1
43	глубоко и тонко	1	1
44	а между тем	1	1
45	не с точки	2	1
46	одной стороны и	2	1
47	на том или	1	1
48	со всеми ее	1	1
49	если же он	1	1
50	они вовсе не	1	1
51	и в то	2	1
52	бы ни было	1	1
53	точки зрения своей	1	1
54	на самом же	1	1
55	взгляд может показаться	1	1
56	может быть и	3	1
57	одно и то	4	1
58	об этом уже	1	1
59	там где есть	1	1
60	не в самом	1	1
61	к своему собственному	1	1
62	с одной стороны	2	1
63	в конце концов	3	1
64	и то же	4	1
65	как один из	2	1
66	по сравнению с	2	1
67	никогда не может	2	1
68	наиболее типичный и	1	1
69	и в нем	2	1
70	так или иначе	1	1
71	в связи с	1	1
72	ни на что	2	1
73	вплоть до ее	1	1
74	в виду что	1	1
75	это конечно не	2	1
76	не должна быть	2	1
77	к тому же	1	1
78	во всяком случае	2	1
79	поэтому все эти	1	1
80	перед нами два	1	1
81	таким образом и	1	1
82	и жизни и	1	1
83	самом же деле	1	1
84	в него как	1	1
85	то что не	1	1
86	с самого начала	1	1
87	каково бы ни	1	1
88	что в нем	3	1
89	только один и	1	1
90	но все же	1	1
91	друг от друга	1	1
92	если бы не	1	1
93	но она не	1	1
94	есть прежде всего	1	1
95	никогда не бывает	1	1
96	к тому что	2	1
97	в каждом из	2	1
98	как ни в	1	1
99	дело не в	1	1
100	а именно в	1	1
101	бы не было	1	1
102	друг в друга	1	1
103	в которые оно	1	1
104	следует за ней	1	1
105	но так что	1	1
