N	2gram	Tiupa_Narr_1	Psycholo
1	и в	19	38
2	то что	11	35
3	все время	1	30
4	в том	18	25
5	в самом	1	25
6	самом деле	2	21
7	что в	3	20
8	может быть	25	19
9	точки зрения	10	16
10	в ней	3	15
11	то есть	19	15
12	том что	14	14
13	если бы	1	14
14	как бы	4	14
15	потому что	1	14
16	в этом	17	13
17	в этой	5	13
18	не только	32	12
19	таким образом	1	12
20	было бы	4	12
21	не в	14	12
22	мы увидим	1	12
23	что он	6	11
24	то же	4	10
25	в сущности	3	10
26	что это	3	10
27	и не	20	10
28	же самое	1	10
29	и все	2	10
30	с точки	2	9
31	в двух	2	9
32	и то	1	8
33	все же	7	8
34	и как	5	8
35	как и	7	8
36	вовсе не	1	8
37	как раз	2	8
38	перед нами	4	8
39	для нас	1	8
40	мы уже	1	7
41	с другой	8	7
42	мы можем	1	7
43	не может	10	7
44	все то	2	7
45	как мы	3	7
46	в ее	3	7
47	что у	2	7
48	между тем	3	7
49	может служить	1	7
50	а не	12	7
51	а в	11	7
52	и на	3	6
53	в которых	1	6
54	как это	6	6
55	он не	3	6
56	мы видели	1	6
57	в котором	1	6
58	она не	2	6
59	не имеет	2	6
60	и его	5	6
61	к тому	7	6
62	и здесь	1	6
63	о том	6	6
64	один из	3	6
65	с одной	7	6
66	из них	3	6
67	до сих	1	6
68	должна быть	2	5
69	мы не	1	5
70	время в	2	5
71	в своем	2	5
72	могли бы	1	5
73	так сказать	1	5
74	на этом	1	5
75	в другом	1	5
76	несмотря на	2	5
77	с такой	1	5
78	иначе говоря	6	5
79	и когда	2	5
80	в его	9	5
81	в какой	2	5
82	но и	23	5
83	действующих лиц	1	5
84	одной стороны	7	5
85	в той	6	5
86	сих пор	1	5
87	или в	2	5
88	о котором	1	5
89	другой стороны	4	5
90	совершенно не	2	5
91	что если	1	4
92	эпоса и	1	4
93	во всех	1	4
94	не то	2	4
95	что они	3	4
96	идет о	2	4
97	как в	7	4
98	когда он	3	4
99	в целом	1	4
100	все эти	2	4
101	в тех	1	4
102	в себе	8	4
103	в нем	4	4
104	при этом	9	4
105	здесь мы	1	4
106	не мог	4	4
107	не могли	1	4
108	что этот	1	4
109	одна из	3	4
110	никогда не	3	4
111	в самой	1	4
112	как будто	3	4
113	здесь совершенно	2	4
114	и совершенно	1	4
115	когда в	1	4
116	в виду	1	4
117	что и	1	4
118	у всех	1	4
119	только в	4	4
120	у него	4	4
121	и даже	3	4
122	обратиться к	1	4
123	из которых	4	4
124	по своему	1	4
125	того что	1	4
126	и для	2	4
127	речь идет	4	4
128	в свою	3	4
129	сказать что	4	4
130	который не	1	4
131	того же	1	3
132	едва ли	1	3
133	по его	1	3
134	совсем не	1	3
135	что как	1	3
136	что по	2	3
137	и к	1	3
138	но в	6	3
139	та же	2	3
140	из этих	3	3
141	у читателя	1	3
142	состоит в	13	3
143	что все	1	3
144	его в	2	3
145	рассказ в	2	3
146	и тем	4	3
147	ни в	3	3
148	в них	1	3
149	далеко не	5	3
150	но смысл	1	3
151	в один	1	3
152	место в	1	3
153	всякий раз	1	3
154	деле когда	1	3
155	бы не	2	3
156	в то	3	3
157	в плане	1	3
158	к концу	1	3
159	в основе	5	3
160	именно это	2	3
161	как только	1	3
162	где он	1	3
163	из двух	3	3
164	наряду с	2	3
165	и только	2	3
166	здесь не	4	3
167	тот же	1	3
168	которое мы	1	3
169	не так	1	3
170	тем что	3	3
171	что не	4	3
172	то и	1	3
173	в речи	1	3
174	это одно	1	3
175	когда она	1	3
176	но это	1	3
177	указать на	1	3
178	она может	2	3
179	в таком	2	3
180	отношения к	2	2
181	например в	2	2
182	на самом	1	2
183	он может	1	2
184	что смысл	1	2
185	все те	4	2
186	и больше	1	2
187	и ничего	1	2
188	совпадает с	1	2
189	оно есть	1	2
190	и столь	1	2
191	между собой	2	2
192	столь же	3	2
193	действующее лицо	2	2
194	бы она	1	2
195	одним словом	1	2
196	но как	2	2
197	в общем	1	2
198	очевидно что	1	2
199	отнюдь не	5	2
200	что именно	2	2
201	как к	2	2
202	в полном	2	2
203	и наконец	1	2
204	представляет собой	13	2
205	и придает	1	2
206	не могла	1	2
207	в силу	4	2
208	и по	1	2
209	и может	1	2
210	в совершенно	1	2
211	увидим впоследствии	1	2
212	из нее	1	2
213	и уже	1	2
214	и ее	2	2
215	признать что	1	2
216	образом и	1	2
217	но он	1	2
218	и более	1	2
219	их в	1	2
220	она могла	1	2
221	в русской	1	2
222	дело не	1	2
223	вытекает из	1	2
224	ничего не	2	2
225	к ней	1	2
226	ли это	1	2
227	всех прочих	1	2
228	у нас	1	2
229	очень часто	1	2
230	не могут	1	2
231	когда мы	2	2
232	что оно	1	2
233	он видит	1	2
234	утверждать что	2	2
235	с ее	3	2
236	свою очередь	3	2
237	данном случае	4	2
238	для читателя	1	2
239	только то	1	2
240	по аналогии	1	2
241	одного из	4	2
242	со стороны	9	2
243	с ним	1	2
244	при такой	1	2
245	внимание на	1	2
246	и который	1	2
247	аналогии с	1	2
248	и во	1	2
249	эта фраза	1	2
250	он прямо	2	2
251	слов и	1	2
252	и одновременно	2	2
253	должен был	1	2
254	это же	1	2
255	со всеми	1	2
256	в качестве	21	2
257	есть в	2	2
258	уже не	5	2
259	по выражению	2	2
260	одно из	2	2
261	для него	2	2
262	в конце	1	2
263	следует понимать	1	2
264	к самому	2	2
265	представляют собой	2	2
266	здесь в	1	2
267	как же	1	2
268	а с	3	2
269	говорит о	2	2
270	однако и	1	2
271	к его	1	2
272	к себе	5	2
273	надо было	1	2
274	хотя бы	4	2
275	к своему	1	2
276	в данном	5	2
277	по существу	2	2
278	быть не	1	2
279	этого слова	2	2
280	с этой	1	2
281	благодаря этому	1	2
282	своей жизни	1	2
283	ко второй	1	2
284	же в	4	2
285	так же	2	2
286	имеет место	4	2
287	они не	2	2
288	можно назвать	1	2
289	как известно	2	1
290	же как	3	1
291	переходит к	1	1
292	и потому	2	1
293	это и	3	1
294	перед смертью	1	1
295	и есть	1	1
296	ему что	1	1
297	в первом	3	1
298	и до	2	1
299	на две	1	1
300	из его	1	1
301	к рассказу	1	1
302	что мы	2	1
303	часто бывает	1	1
304	мы имеем	2	1
305	от первой	1	1
306	нашу мысль	1	1
307	он как	1	1
308	одновременно в	1	1
309	самую сущность	1	1
310	имеет перед	1	1
311	не столько	4	1
312	одной только	1	1
313	на себя	3	1
314	на свою	1	1
315	и он	3	1
316	еще не	7	1
317	бы рассказ	1	1
318	внимание и	1	1
319	кто иной	1	1
320	в грехах	1	1
321	в чем	1	1
322	с его	6	1
323	там и	1	1
324	и главное	1	1
325	но не	5	1
326	мы будем	1	1
327	не все	5	1
328	отношение к	2	1
329	отличие от	5	1
330	нет и	2	1
331	определяется не	1	1
332	один и	1	1
333	как говорит	3	1
334	независимо от	2	1
335	с чисто	1	1
336	лишь изредка	1	1
337	как нам	1	1
338	и где	1	1
339	хотя и	3	1
