N	3gram	Voloshinov_1	Analitik
1	в том что	3	6
2	по отношению к	2	4
3	с одной стороны	1	4
4	в этом случае	3	4
5	подобно тому как	1	3
6	в этом отношении	3	3
7	той или иной	1	3
8	тем не менее	2	3
9	в этом смысле	2	2
10	с точки зрения	20	2
11	в результате чего	1	2
12	в таком случае	2	2
13	в то же	3	2
14	можно было бы	2	2
15	в значительной степени	1	2
16	а не только	1	2
17	не только в	1	2
18	в отличие от	5	2
19	по природе своей	1	2
20	с другой стороны	5	2
21	то же время	3	2
22	и в самом	1	2
23	не только не	1	2
24	но в результате	1	1
25	а между тем	1	1
26	место лишь в	1	1
27	можно сказать что	3	1
28	ничего не доказывает	1	1
29	в данный момент	2	1
30	в действительности и	1	1
31	одним и тем	1	1
32	между прочим и	1	1
33	более или менее	1	1
34	во времени и	1	1
35	и даже из	1	1
36	имеется в виду	1	1
37	с установкой на	2	1
38	хотя бы и	1	1
39	сами по себе	1	1
40	выходит далеко за	1	1
41	все это делает	1	1
42	но и в	1	1
43	далеко за пределы	2	1
44	и там и	1	1
45	нашего времени не	1	1
46	на этот вопрос	3	1
47	каждом из них	1	1
48	в системе языка	1	1
49	со всех сторон	2	1
50	с этой точки	1	1
51	в данном контексте	1	1
52	до известной степени	1	1
53	в применении к	1	1
54	и тем же	1	1
55	в качестве фактора	1	1
56	ничего не означает	1	1
57	тот же самый	1	1
58	и тот же	3	1
59	в нашем случае	1	1
60	так или иначе	1	1
61	ни к какой	1	1
62	в свою очередь	2	1
63	одни и те	5	1
64	в связи с	7	1
65	прежде всего в	1	1
66	она получает в	1	1
67	в целом ряде	1	1
68	языка и в	2	1
69	этой точки зрения	1	1
70	а в том	1	1
71	там и здесь	1	1
72	не может быть	13	1
73	отнюдь не является	3	1
74	другой стороны и	1	1
75	среда в которой	1	1
76	из виду что	1	1
77	в самом деле	9	1
78	и те же	5	1
79	при этом она	1	1
80	к тому что	1	1
81	в отношении к	4	1
82	сама по себе	2	1
83	друг с другом	1	1
84	выходят за пределы	1	1
85	то же самое	3	1
