N	4gram	Vygotskiy__1	VeschiIm
1	не что иное как	1	8
2	т д и т	1	7
3	д и т д	1	7
4	и т д и	1	7
5	одно и то же	1	5
6	указывает на то что	3	3
7	дело в том что	1	2
8	с этой точки зрения	4	2
9	заключается в том что	3	2
10	уже не может быть	1	2
11	и тем не менее	1	1
12	т д все это	1	1
13	с одной стороны и	1	1
14	она резко отличается от	1	1
15	одного и того же	1	1
16	в первом случае мы	1	1
17	и более или менее	1	1
18	заключается не в том	2	1
19	и мы увидим как	1	1
20	в ее чистом виде	2	1
21	к одному и тому	1	1
22	и т д все	1	1
23	в то время как	5	1
24	одному и тому же	1	1
25	или что то же	1	1
26	что с точки зрения	1	1
27	и т д то	1	1
