N	2gram	Tiupa_Hudo_1	slovoVRo
1	в романе	3	46
2	и в	19	39
3	может быть	14	37
4	и его	12	33
5	то есть	18	26
6	не только	16	24
7	и не	15	22
8	но и	10	21
9	не может	7	20
10	в нем	5	19
11	в этом	11	16
12	все это	2	16
13	так и	11	15
14	а не	9	14
15	отличие от	7	13
16	как в	2	13
17	в пределах	3	13
18	слова в	2	13
19	во всех	3	12
20	в отличие	7	12
21	в истории	1	11
22	с чужим	1	11
23	слово в	1	11
24	вовсе не	2	10
25	к своему	1	9
26	не в	7	9
27	таким образом	3	8
28	языков в	1	8
29	оно не	1	8
30	себя в	7	8
31	прежде всего	4	8
32	слова и	2	8
33	точки зрения	10	8
34	еще не	3	7
35	с его	6	7
36	европейского романа	1	7
37	при этом	13	7
38	в этих	3	7
39	для него	4	7
40	с ним	2	7
41	никогда не	2	7
42	могут быть	4	7
43	как мы	1	7
44	в его	9	7
45	и даже	1	7
46	и потому	2	7
47	как бы	9	7
48	языкового сознания	1	7
49	в сущности	1	6
50	но не	11	6
51	в своем	2	6
52	и к	3	6
53	но в	7	6
54	все эти	2	6
55	значительной степени	1	6
56	в них	2	6
57	в слове	3	6
58	как и	2	6
59	языка в	4	6
60	в значительной	1	6
61	этом случае	1	6
62	жизни и	1	6
63	например в	3	5
64	героя и	5	5
65	это не	2	5
66	том что	8	5
67	по себе	2	5
68	мышления и	1	5
69	не могут	1	5
70	той или	4	5
71	мира и	2	5
72	с другой	7	5
73	один из	2	5
74	в том	18	5
75	с ними	1	5
76	с одной	2	5
77	уже не	4	5
78	языка а	1	5
79	одной стороны	2	5
80	или иной	7	5
81	и для	2	5
82	только в	5	5
83	от него	1	5
84	отношения к	2	4
85	и на	2	4
86	по отношению	9	4
87	отношение к	5	4
88	сливается с	1	4
89	в узком	3	4
90	то же	10	4
91	слова не	1	4
92	художественный образ	1	4
93	его в	2	4
94	входит в	4	4
95	с другими	4	4
96	на почве	3	4
97	ни в	5	4
98	в отношении	3	4
99	слова могут	1	4
100	не менее	3	4
101	в то	6	4
102	одна из	2	4
103	в основе	4	4
104	же время	5	4
105	здесь не	2	4
106	для этого	1	4
107	наконец в	1	4
108	дело с	1	4
109	языка но	1	4
110	так как	1	4
111	и др	2	4
112	себя и	2	4
113	языка не	1	4
114	на фоне	1	4
115	и мир	1	4
116	в той	3	4
117	а в	12	4
118	отношении к	2	4
119	отношению к	9	4
120	в таком	1	4
121	ту же	1	3
122	как это	5	3
123	той же	1	3
124	человека и	1	3
125	говорить о	3	3
126	в чем	2	3
127	сама по	2	3
128	в собственном	1	3
129	перед нами	1	3
130	и как	3	3
131	бы и	1	3
132	с их	2	3
133	на этом	1	3
134	не с	2	3
135	лишь в	4	3
136	с точки	3	3
137	не столько	3	3
138	не была	1	3
139	связи с	1	3
140	разрыв между	1	3
141	в состав	6	3
142	а также	5	3
143	к нему	3	3
144	между тем	4	3
145	что и	2	3
146	развернута в	1	3
147	новый модус	1	3
148	быть и	2	3
149	или даже	3	3
150	у него	1	3
