N	3gram	Potebnia_M_4	FransuaR
1	то же время	3	8
2	в то же	3	8
3	в большинстве случаев	2	5
4	в том числе	1	3
5	но и в	1	3
6	для того чтобы	4	3
7	с другой стороны	1	3
8	с самого начала	1	3
9	таким образом в	1	3
10	подобно тому как	2	3
11	один и тот	2	2
12	с точки зрения	3	2
13	таким образом все	1	2
14	том числе и	1	2
15	с одной стороны	1	2
16	и тот же	2	2
17	в то время	1	2
18	о том что	5	2
19	то есть в	2	2
20	можно сказать что	4	1
21	таким образом что	2	1
22	и того же	1	1
23	это значение в	1	1
24	а следовательно и	1	1
25	другой стороны в	1	1
26	и все что	1	1
27	дело в том	1	1
28	что это не	1	1
29	и до сих	2	1
30	и к тому	1	1
31	того что у	1	1
32	то же самое	4	1
33	было сказано выше	1	1
34	до сих пор	4	1
35	и не может	1	1
36	образом в словах	1	1
37	том случае если	1	1
38	до известной степени	2	1
39	в той же	1	1
40	нет и не	1	1
41	мы уже не	1	1
42	в этом отношении	1	1
43	в таком же	1	1
44	и то что	4	1
45	со всех сторон	1	1
46	в том случае	3	1
47	в это время	1	1
48	в данном случае	2	1
49	в первый раз	1	1
50	но в качестве	1	1
51	можем судить о	1	1
52	на первый взгляд	1	1
53	смысле этого слова	1	1
54	может быть и	1	1
55	и как бы	2	1
56	в связи с	1	1
57	это не значит	2	1
58	в виду что	1	1
59	уже и в	1	1
60	большую роль в	1	1
61	но в этой	1	1
62	так как слово	1	1
63	не может быть	5	1
64	мы можем судить	2	1
65	что мы уже	1	1
66	же самое что	1	1
67	непосредственной связи с	1	1
68	даже и в	1	1
69	в свою очередь	1	1
70	и в отдельных	1	1
71	мы не знаем	1	1
72	одного и того	1	1
73	как было сказано	1	1
74	не без влияния	1	1
75	на самом деле	3	1
76	лицом к лицу	1	1
77	в том что	7	1
78	что и в	2	1
79	можем сказать что	2	1
80	в том же	2	1
81	она так же	1	1
82	мы видели что	1	1
