N	2gram	Tiupa_Hudo_2	Problemy
1	чужое слово	1	45
2	и в	28	43
3	и не	18	29
4	т е	2	26
5	может быть	8	23
6	как бы	5	22
7	не может	4	18
8	в пределах	1	16
9	на чужое	1	14
10	как и	11	14
11	но и	9	14
12	и т	4	13
13	в этом	13	13
14	точки зрения	2	13
15	что он	8	13
16	в нем	3	12
17	в одном	3	12
18	слова и	1	12
19	не только	11	11
20	в каждом	1	11
21	не в	13	11
22	по себе	1	11
23	чужому слову	1	11
24	и на	3	10
25	но в	2	10
26	как мы	2	10
27	в его	11	10
28	прежде всего	3	10
29	в сущности	1	9
30	еще не	3	9
31	он не	4	9
32	пределах одного	1	9
33	никогда не	5	9
34	т п	2	9
35	то же	6	8
36	лишь в	2	8
37	для него	5	8
38	с точки	2	8
39	и его	5	8
40	с самим	2	8
41	или в	3	8
42	перед нами	11	7
43	в самом	5	7
44	к себе	3	7
45	в то	6	7
46	и сам	5	7
47	в другом	2	7
48	до сих	2	7
49	а не	14	7
50	о себе	3	7
51	что же	2	7
52	сих пор	2	7
53	к чужому	3	7
54	то что	6	7
55	так сказать	1	6
56	при этом	11	6
57	не как	2	6
58	в этих	3	6
59	что я	2	6
60	здесь не	2	6
61	приводит к	2	6
62	на свой	2	6
63	о нем	2	6
64	в том	15	6
65	в котором	6	6
66	у него	5	6
67	и все	7	6
68	самом деле	3	5
69	к другому	1	5
70	и он	3	5
71	установки на	1	5
72	чужих слов	1	5
73	но не	4	5
74	по отношению	7	5
75	хотя и	1	5
76	в себе	9	5
77	все эти	1	5
78	но ведь	1	5
79	да и	5	5
80	и с	6	5
81	было бы	3	5
82	рядом с	5	5
83	в слове	1	5
84	у меня	1	5
85	самим собою	2	5
86	в речи	1	5
87	о том	12	5
88	никак не	1	5
89	и что	1	5
90	же время	4	5
91	к нему	3	5
92	так что	1	5
93	вовсе не	2	5
94	в той	1	5
95	все это	3	5
96	бы в	1	5
97	а в	6	5
98	на фоне	3	5
99	героя и	3	5
100	отношению к	7	5
101	а как	2	4
102	мы не	1	4
103	я не	7	4
104	с его	5	4
105	во всех	1	4
106	себе и	1	4
107	там где	1	4
108	в своем	5	4
109	т д	2	4
110	человека в	4	4
111	же не	2	4
112	видеть и	1	4
113	в них	3	4
114	во время	1	4
115	в своей	6	4
116	установка на	1	4
117	но он	1	4
118	их в	1	4
119	том же	1	4
120	в самой	1	4
121	в направлении	1	4
122	к тому	7	4
123	и это	3	4
124	с собой	2	4
125	в словах	1	4
126	только в	4	4
127	же и	2	4
128	ни одного	2	4
129	так как	1	4
130	как раз	4	4
131	с другой	3	4
132	до конца	1	4
133	более того	1	4
134	то есть	1	4
135	другого человека	1	4
136	рассказ в	1	4
137	и нет	1	4
138	но это	1	4
139	между ними	2	4
140	совершенно не	1	4
141	себе самому	1	4
142	что в	5	4
143	также и	1	3
144	рассказ и	2	3
145	обойтись без	1	3
146	мы уже	3	3
147	той же	2	3
148	что если	1	3
149	не была	1	3
150	он был	1	3
151	он сам	2	3
152	за пределы	1	3
153	в одной	1	3
154	в художественном	4	3
155	когда он	1	3
156	и к	2	3
157	только на	5	3
158	тому же	2	3
159	самим собой	1	3
160	это не	6	3
161	в жизни	8	3
162	а за	2	3
163	образом и	1	3
164	не должна	1	3
165	зрения и	1	3
166	даже в	1	3
167	она не	5	3
168	на него	3	3
169	себе самом	1	3
