N	2gram	Vinokur_Ku_1	Dialekti
1	не есть	4	47
2	и не	12	30
3	т е	38	30
4	может быть	13	20
5	не только	10	19
6	и в	24	19
7	по себе	2	18
8	и т	33	17
9	а не	8	16
10	в себе	3	15
11	т д	14	15
12	что она	3	14
13	потому что	23	14
14	то что	9	14
15	в том	30	14
16	так как	9	14
17	и даже	3	14
18	как бы	7	14
19	вовсе не	10	13
20	то же	8	12
21	точки зрения	14	12
22	не просто	5	12
23	но и	6	12
24	и все	2	12
25	и как	2	10
26	что это	5	10
27	в нем	4	10
28	ни в	2	10
29	как и	2	10
30	том что	21	10
31	сказать что	1	10
32	так и	7	10
33	это не	7	10
34	по крайней	5	9
35	никогда не	2	9
36	крайней мере	5	9
37	же и	2	9
38	не может	7	9
39	она есть	1	9
40	в этом	14	8
41	в своей	2	8
42	с точки	9	8
43	не в	11	8
44	есть нечто	1	8
45	прежде всего	9	8
46	это есть	2	8
47	это значит	1	8
48	и то	3	7
49	есть не	1	7
50	так что	4	7
51	должно быть	3	7
52	как это	3	7
53	и притом	1	7
54	только тогда	3	7
55	но что	1	7
56	как будто	1	7
57	совершенно не	1	7
58	но это	1	7
59	что в	17	7
60	я не	2	6
61	но не	5	6
62	что они	4	6
63	отнюдь не	1	6
64	время есть	1	6
65	тогда когда	6	6
66	в то	2	6
67	что он	6	6
68	конечно не	2	6
69	не потому	5	6
70	что не	5	6
71	того что	9	6
72	да и	1	6
73	и может	3	6
74	есть и	1	6
75	жизни и	1	6
76	и потому	4	5
77	должна быть	3	5
78	говорить о	1	5
79	и стало	1	5
80	в силу	10	5
81	все равно	2	5
82	иной раз	2	5
83	же время	2	5
84	и его	5	5
85	и с	5	5
86	в виду	5	5
87	о том	9	5
88	и что	5	5
89	можно сказать	3	5
90	но как	1	5
91	не мешает	1	5
92	не то	1	5
93	что и	4	5
94	с другой	7	5
95	а именно	2	5
96	и пр	15	5
97	и следовательно	1	5
98	в одно	1	5
99	по своему	1	5
100	в смысле	2	5
101	как раз	8	5
102	только что	1	5
103	в самом	10	5
104	только в	11	5
105	и есть	2	4
106	поэзии и	1	4
107	еще не	5	4
108	быть в	2	4
109	самом деле	9	4
110	в одной	1	4
111	в своем	3	4
112	все же	12	4
113	только то	1	4
114	та же	1	4
115	как он	1	4
116	и если	3	4
117	при этом	6	4
118	он не	2	4
119	же это	1	4
120	и вот	1	4
