N	3gram	Bakhtin_Pr_1	Narrotol
1	в том что	7	8
2	о том что	2	6
3	по отношению к	11	6
4	в отличие от	2	5
5	не может быть	3	5
6	в данном случае	2	4
7	все же не	1	4
8	с другой стороны	2	4
9	но все же	1	4
10	можно сказать что	2	4
11	бы то ни	3	3
12	в этом отношении	5	3
13	то ни было	2	3
14	то же время	7	3
15	в то же	7	3
16	именно в том	2	2
17	подобно тому как	3	2
18	так и не	1	2
19	с точки зрения	15	2
20	сами по себе	3	2
21	можно было бы	3	2
22	не отличается от	1	2
23	перед нами не	1	2
24	точно так же	1	2
25	в значительной степени	1	2
26	так же как	1	2
27	в первом случае	1	2
28	не только в	1	2
29	и в форме	1	2
30	на первый взгляд	1	2
31	в известном смысле	1	2
32	этой точки зрения	1	2
33	того или иного	1	2
34	то есть в	3	2
35	существенную роль в	1	1
36	какой бы то	1	1
37	дело в том	1	1
38	на самом деле	3	1
39	в самом деле	2	1
40	и даже не	1	1
41	в этом смысле	9	1
42	том что он	4	1
43	то же самое	1	1
44	же как и	1	1
45	он не может	1	1
46	пространства и времени	1	1
47	ничем не отличается	1	1
48	по крайней мере	2	1
49	точку зрения на	1	1
50	до сих пор	2	1
51	и в то	3	1
52	до известной степени	1	1
53	не входит в	1	1
54	лишь одним из	2	1
55	отношению к нему	1	1
56	только то что	2	1
57	и то что	1	1
58	несмотря на свою	1	1
59	но это не	3	1
60	могли бы быть	1	1
61	во всей его	2	1
62	он ни был	1	1
63	она может быть	1	1
64	может быть только	1	1
65	с этой точки	1	1
66	что оно есть	1	1
67	может быть и	1	1
68	то что было	3	1
69	между ними не	1	1
70	в этом не	1	1
71	в другое противоположное	1	1
72	как правило лишь	1	1
73	отношение к своему	1	1
74	единства подобно тому	1	1
75	это не так	1	1
76	и как бы	1	1
77	то что он	1	1
78	а не как	3	1
79	пространстве а не	2	1
80	один из этих	1	1
81	это и ставит	1	1
82	к другому сознанию	1	1
83	авторской позиции и	1	1
84	все то что	3	1
85	но не может	1	1
86	самой по себе	1	1
87	героя но и	1	1
88	по себе а	1	1
89	они и не	1	1
90	с не меньшим	1	1
91	так и в	1	1
92	в том чтобы	1	1
93	его жизни и	1	1
94	двух или нескольких	1	1
95	само по себе	2	1
96	или может быть	1	1
97	бы он ни	1	1
98	тем более что	1	1
99	о себе самом	6	1
100	как мы уже	2	1
101	в области художественной	1	1
102	что в плане	1	1
103	точке зрения на	1	1
104	тех или иных	1	1
105	мы уже отмечали	1	1
106	оно и не	1	1
107	друг с другом	3	1
108	не довлеет себе	1	1
109	и больше всего	1	1
