N	3gram	Bakhtin_Pr_2	Literetu
1	в том что	1	11
2	так или иначе	1	8
3	в отличие от	4	5
4	то же время	5	5
5	в то же	5	5
6	в связи с	1	4
7	прежде всего в	1	3
8	он и сам	1	3
9	этой точки зрения	1	3
10	в том же	1	3
11	дело в том	1	2
12	по отношению к	5	2
13	с точки зрения	8	2
14	с одной стороны	1	2
15	но при этом	2	2
16	во всяком случае	1	2
17	о том что	1	2
18	тем не менее	2	2
19	бы ни были	1	1
20	мы чувствуем что	2	1
21	романтическая ирония не	1	1
22	чтобы не сказать	1	1
23	но в большинстве	1	1
24	в эту минуту	3	1
25	к другому а	1	1
26	к себе самому	3	1
27	иметь в виду	1	1
28	на самом деле	1	1
29	в этом последнем	1	1
30	на то что	2	1
31	том что он	2	1
32	на чужое сознание	1	1
33	как раз и	2	1
34	от чужого слова	2	1
35	каковы бы ни	1	1
36	на том или	1	1
37	в романе достоевского	1	1
38	бы то ни	1	1
39	лишь тогда когда	1	1
40	между тем как	1	1
41	не к другому	1	1
42	в третьем лице	1	1
43	резко отличается от	1	1
44	можно было бы	3	1
45	том или ином	1	1
46	по крайней мере	1	1
47	в значительной степени	1	1
48	а как бы	1	1
49	свое собственное слово	1	1
50	собственного сознания а	1	1
51	но в то	3	1
52	в самом деле	4	1
53	в отношении к	2	1
54	как один из	1	1
55	в равной степени	1	1
56	для него в	1	1
57	своим отражением в	1	1
58	продолжением и развитием	1	1
59	а не как	1	1
60	уже и не	1	1
61	же время не	1	1
62	с другой стороны	3	1
63	не может быть	4	1
64	не в одном	1	1
65	и не о	1	1
66	не мог бы	1	1
67	все что ему	1	1
68	до сих пор	7	1
69	не показывает нам	1	1
70	никогда не бывает	1	1
71	в пределах одной	1	1
72	при этом не	1	1
73	выразить себя в	1	1
74	не может стать	1	1
75	но все же	2	1
76	то ни было	1	1
77	и даже отчасти	1	1
78	в большинстве случаев	8	1
79	как и всякое	1	1
80	в художественном мире	1	1
81	в том числе	1	1
82	в сущности не	1	1
83	это еще не	1	1
84	бы не было	1	1
85	к тому же	3	1
86	как мы знаем	1	1
87	сознания а в	1	1
88	но по своей	1	1
