N	2gram	Vygotskiy__2	Literetu
1	а не	3	20
2	и в	15	19
3	может быть	9	17
4	то же	5	12
5	и не	7	11
6	как и	6	10
7	в том	33	10
8	и т.п	7	10
9	но и	10	10
10	в этом	19	9
11	состоит в	3	9
12	не может	9	9
13	не только	15	8
14	и даже	5	8
15	с другой	6	8
16	том что	27	7
17	так и	8	7
18	и т.д	12	7
19	с одной	7	7
20	то что	20	7
21	и на	1	6
22	в себе	2	6
23	при этом	3	6
24	однако в	1	6
25	одной стороны	7	6
26	я не	1	5
27	столь же	2	5
28	но не	3	5
29	конечном счете	4	5
30	он не	7	5
31	одна из	1	5
32	в конечном	4	5
33	в качестве	4	5
34	для всех	4	5
35	у нас	1	5
36	того что	17	5
37	вместе с	6	5
38	я и	1	4
39	в сфере	1	4
40	но тем	1	4
41	мы не	10	4
42	того же	3	4
43	по отношению	6	4
44	так что	1	4
45	отнюдь не	2	4
46	едва ли	7	4
47	для него	3	4
48	точки зрения	26	4
49	не в	8	4
50	даже в	4	4
51	в области	1	4
52	в ней	1	4
53	в его	2	4
54	один из	1	4
55	и других	2	4
56	тем что	2	4
57	прежде всего	4	4
58	в частности	6	4
59	жизни в	1	4
60	другой стороны	1	4
61	что в	14	4
62	речь идет	2	3
63	и то	1	3
64	идет о	3	3
65	в сущности	9	3
66	и он	1	3
67	во всех	2	3
68	как правило	1	3
69	в противовес	1	3
70	в этой	6	3
71	то и	1	3
72	в нем	1	3
73	всех своих	1	3
74	такой же	1	3
75	в их	2	3
76	том чтобы	4	3
77	с точки	18	3
78	тем самым	3	3
79	никогда не	8	3
80	ничего не	3	3
81	сознания в	1	3
82	и его	4	3
83	личности в	1	3
84	этот путь	1	3
85	данном случае	3	3
86	в себя	2	3
87	всей своей	1	3
88	и с	4	3
89	быть может	2	3
90	в другом	2	3
91	но с	2	3
92	а в	4	3
93	так как	4	3
94	себе и	1	3
95	этом отношении	3	3
96	и др	5	3
97	со стороны	3	3
98	и ты	1	3
99	в данном	3	3
100	а именно	1	3
101	по существу	5	3
102	мыслится как	1	3
103	но это	1	3
104	в начале	4	3
105	и для	2	3
106	и как	2	3
107	что он	12	3
108	отношению к	5	3
109	как на	1	3
110	себя как	1	2
111	ту же	2	2
112	же как	2	2
113	и до	3	2
114	той же	2	2
115	на первом	1	2
116	в первый	2	2
117	из своих	1	2
118	что нам	4	2
119	с ее	2	2
120	из того	4	2
121	к своему	1	2
122	во имя	1	2
123	но как	1	2
