N	2gram	Losev_Prob_3	Narrotol
1	не только	14	31
2	но и	10	27
3	и не	35	23
4	при этом	4	19
5	может быть	28	15
6	в качестве	3	14
7	в частности	2	14
8	как и	10	13
9	а не	18	13
10	а в	5	13
11	в этом	17	12
12	только в	19	12
13	и в	44	11
14	в данном	9	11
15	своего рода	1	10
16	и его	5	10
17	такого рода	6	10
18	то есть	34	9
19	то что	23	9
20	то же	13	8
21	не может	7	8
22	данном случае	7	8
23	в том	21	8
24	уже не	7	8
25	но в	12	7
26	том что	12	7
27	если бы	3	7
28	у него	1	7
29	и он	1	6
30	в самом	3	6
31	не в	13	6
32	в этой	3	6
33	в себе	8	6
34	тому же	1	6
35	об этом	3	6
36	к тому	3	6
37	у чехова	3	6
38	во втором	1	6
39	в его	9	6
40	как бы	9	6
41	как раз	8	6
42	или в	4	6
43	а также	4	6
44	жизни и	6	6
45	и на	1	5
46	той или	12	5
47	перед нами	8	5
48	так и	10	5
49	точки зрения	5	5
50	в своей	5	5
51	тем самым	5	5
52	потому что	25	5
53	можно сказать	6	5
54	точка зрения	1	5
55	то в	3	4
56	в первом	1	4
57	еще не	5	4
58	истории в	1	4
59	но не	3	4
60	как в	5	4
61	все же	6	4
62	хотя и	5	4
63	из этих	1	4
64	в нем	9	4
65	из них	2	4
66	по себе	25	4
67	и тем	9	4
68	в одном	1	4
69	вплоть до	1	4
70	в то	9	4
71	того чтобы	1	4
72	никогда не	6	4
73	что на	1	4
74	в ней	5	4
75	что у	3	4
76	о том	6	4
77	внимание на	1	4
78	а во	1	4
79	в литературе	1	4
80	того что	8	4
81	для него	3	4
82	слова в	1	4
83	или иной	8	4
84	прежде всего	3	4
85	о чем	2	4
86	однако и	1	4
87	или не	1	4
88	и состоит	2	4
89	речь идет	1	3
90	также и	16	3
91	и то	14	3
92	самом деле	3	3
93	идет о	1	3
94	едва ли	5	3
95	мы имеем	2	3
96	мы не	7	3
97	а для	1	3
98	он сам	4	3
99	но как	4	3
100	в своем	5	3
101	и как	3	3
102	в целом	6	3
103	в нашем	5	3
104	но именно	2	3
105	он не	8	3
106	для того	1	3
107	подобно тому	1	3
108	и с	9	3
109	это не	9	3
110	начала и	1	3
111	в жизни	1	3
112	в слове	2	3
113	не всегда	1	3
114	еще раз	1	3
115	и ее	3	3
116	тем не	10	3
117	однако в	2	3
118	не менее	10	3
119	но они	1	3
120	о них	1	3
121	как будто	3	3
122	у нас	10	3
123	начиная с	1	3
124	и о	5	3
125	но при	1	3
126	когда в	3	3
127	о ней	2	3
128	обращается к	1	3
129	лишь в	1	3
130	что он	9	3
131	могло бы	3	3
132	не говорит	1	3
133	именно в	2	3
134	не было	5	3
135	как это	2	3
136	быть не	1	3
137	главного героя	1	3
138	в начале	2	3
139	но для	1	3
140	это уже	3	3
141	не является	11	3
142	не существует	1	3
143	и все	3	3
144	жизни а	3	3
145	первом случае	1	3
146	героя в	2	3
147	что в	8	3
148	именно эта	1	2
149	времени но	1	2
150	тем же	2	2
151	иным как	1	2
152	всех его	1	2
153	и для	2	2
154	не вполне	1	2
155	более не	1	2
156	и самого	1	2
157	столько же	2	2
158	между собой	1	2
159	в чем	4	2
160	чем это	1	2
161	другим потому	1	2
162	для обозначения	1	2
163	отличие от	3	2
164	один и	1	2
165	отнюдь не	10	2
166	в той	3	2
167	если она	1	2
168	так называемая	1	2
169	в известном	2	2
170	на то	3	2
171	одно и	3	2
172	говорил о	1	2
173	входит в	1	2
174	это было	2	2
175	для них	2	2
176	все равно	3	2
177	он и	2	2
178	жизни но	2	2
179	и тогда	3	2
180	и того	1	2
181	в этих	2	2
182	в войне	1	2
183	в отличие	2	2
184	сих пор	2	2
185	войне и	1	2
186	у тургенева	2	2
187	из нас	1	2
188	она не	3	2
189	не имеет	9	2
190	дело в	4	2
191	и сама	2	2
192	дело не	2	2
193	казалось бы	1	2
194	ничего не	3	2
195	как она	2	2
196	и мире	1	2
197	и является	4	2
198	и после	2	2
199	связи с	8	2
200	не столь	1	2
201	ни о	3	2
202	же самое	9	2
203	оно не	1	2
204	как мы	8	2
205	значения и	1	2
206	с ее	2	2
207	здесь не	8	2
208	другой стороны	5	2
