N	2gram	Propp_Isto_7	Tragedij
1	и в	24	18
2	в этом	12	9
3	не только	21	8
4	и с	1	7
5	и на	2	7
6	может быть	14	7
7	как бы	4	7
8	и не	4	7
9	но в	5	6
10	и его	3	6
11	в образе	3	6
12	что он	21	6
13	у него	10	6
14	то же	8	5
15	все же	9	5
16	что это	6	5
17	это не	10	5
18	как и	6	5
19	в то	2	5
20	в дальнейшем	3	5
21	так и	5	5
22	не может	14	5
23	а я	1	5
24	я не	1	4
25	еще не	8	4
26	в целом	1	4
27	в этой	1	4
28	в нем	6	4
29	об этом	6	4
30	том что	10	4
31	что я	1	4
32	и что	10	4
33	но и	11	4
34	и даже	3	4
35	прежде всего	2	4
36	так же	6	4
37	но это	3	4
38	все это	8	4
39	что в	13	4
40	и все	6	4
41	то что	7	4
42	и он	3	3
43	своего рода	4	3
44	как в	12	3
45	в своем	1	3
46	и как	1	3
47	все эти	2	3
48	при этом	4	3
49	должно быть	1	3
50	тем самым	1	3
51	о чем	1	3
52	своего отца	4	3
53	что вы	2	3
54	и сам	1	3
55	мог бы	1	3
56	с ним	5	3
57	к нему	7	3
58	в его	1	3
59	один из	7	3
60	уже в	3	3
61	никто не	1	3
62	в конце	3	3
63	как будто	1	3
64	как это	2	3
65	что за	3	3
66	в основном	2	3
67	из самых	2	2
68	она все	1	2
69	что эти	2	2
70	и за	1	2
71	а как	1	2
72	никогда не	4	2
73	и то	1	2
74	он был	1	2
75	с его	3	2
76	ее к	1	2
77	отношение к	5	2
78	тут же	1	2
79	не просто	2	2
80	так что	3	2
81	перед нами	2	2
82	имеет в	1	2
83	в самом	2	2
84	то и	4	2
85	он не	6	2
86	что она	5	2
87	но все	4	2
88	его в	3	2
89	знает что	1	2
90	отца и	2	2
91	превратилось в	1	2
92	я все	1	2
93	к области	1	2
94	ни в	2	2
95	с тем	1	2
96	не мог	1	2
97	вопрос о	3	2
98	но эта	2	2
99	не в	9	2
100	отцом и	1	2
101	что этот	2	2
102	вместе со	2	2
103	но они	3	2
104	одна из	7	2
105	не имеет	4	2
106	его дочь	1	2
107	не могут	2	2
108	его за	2	2
109	к тому	1	2
110	и это	2	2
111	но при	2	2
112	в ее	2	2
113	данном случае	3	2
114	раз он	2	2
115	а что	1	2
116	ничего не	5	2
117	и здесь	12	2
118	о том	9	2
119	что и	8	2
120	ее за	3	2
121	в том	7	2
122	который в	1	2
123	и ее	2	2
124	уже не	2	2
125	в виде	1	2
126	не так	2	2
127	друг друга	2	2
128	не случайно	3	2
129	тем что	6	2
130	говорит о	2	2
131	ничем не	2	2
132	ребенка и	1	2
133	под влиянием	1	2
134	в данном	4	2
135	она должна	1	2
136	в силах	1	2
137	от всего	1	2
138	потому что	9	2
139	в частности	1	2
140	только о	2	2
141	во сне	2	2
142	в таком	1	2
143	точно так	2	2
144	показывает его	1	1
145	только он	1	1
146	ту же	1	1
147	и т	17	1
148	узнаем в	1	1
149	одним из	1	1
150	например в	3	1
151	я его	1	1
152	это значит?	1	1
153	всех видах	1	1
154	он показывает	6	1
155	и др	2	1
156	необходимо отметить	1	1
157	самом деле	1	1
158	силы и	1	1
159	и есть	1	1
160	смысл этого	1	1
161	поэтому он	1	1
162	сам автор	1	1
163	должна быть	1	1
164	хлеб и	1	1
165	не исключено	1	1
166	не встречает	1	1
167	при случае	1	1
168	что уже	1	1
169	и новые	1	1
170	не вполне	3	1
171	ее отцу	1	1
172	на себя	2	1
173	ему в	1	1
174	а теперь	1	1
175	затем он	2	1
176	в ней	1	1
177	представляет собой	4	1
178	между собой	1	1
179	в чем	5	1
180	во всех	7	1
181	не исчерпываются	1	1
182	на другой	1	1
183	но не	6	1
184	свою жизнь	1	1
185	с отцом	1	1
186	тогда как	3	1
187	некоторые черты	2	1
188	он впадает	1	1
189	о личных	1	1
190	ее сердце	1	1
191	руку и	3	1
192	на стол	1	1
193	это говорит	1	1
194	что именно	1	1
195	вот как	1	1
196	мысль о	1	1
197	и наконец	3	1
198	и хотя	1	1
199	роль играет	1	1
200	со своей	2	1
201	в которой	2	1
202	он в	2	1
203	право на	5	1
204	не самому	1	1
205	как он	6	1
206	если он	3	1
207	не могла	1	1
208	и если	3	1
209	вообще не	2	1
210	это право	1	1
211	три года	2	1
212	этого характера	1	1
213	его самого	1	1
214	так часто	1	1
215	и по	3	1
216	что сам	1	1
217	таким образом	7	1
218	и холод	1	1
219	здесь мы	5	1
220	же не	1	1
221	в другом	1	1
222	видит что	1	1
223	на ту	2	1
224	на все	1	1
225	известно что	2	1
226	с начала	1	1
227	мы пойдем	1	1
228	этом мы	2	1
229	но уже	1	1
230	в них	3	1
231	он же	1	1
232	пришло на	1	1
233	быть понят	2	1
234	этого не	2	1
235	со своими	1	1
236	которой он	3	1
237	и вне	1	1
238	для чего	1	1
239	обратимся к	1	1
240	или вообще	1	1
241	но если	1	1
242	и при	1	1
243	в своей	1	1
244	этой связи	1	1
245	взгляд на	1	1
246	наших дней	1	1
247	в котором	2	1
248	и цель	1	1
249	знает и	1	1
250	исключено что	1	1
251	не столько	3	1
252	представление о	3	1
253	миф о	1	1
254	должны были	3	1
255	и вот	1	1
256	не понимает	1	1
257	но он	2	1
258	всей европе	2	1
259	тем не	4	1
260	он спешит	1	1
261	не могли	1	1
262	того кто	2	1
263	по себе	1	1
264	тому что	2	1
265	она стремится	1	1
266	чтобы сохранить	1	1
267	ребенок не	1	1
268	не менее	5	1
269	вплоть до	2	1
270	не раз	1	1
271	с особой	1	1
272	одной детали	1	1
273	что эта	1	1
274	она не	2	1
275	на земле	2	1
276	впадает в	1	1
277	того как	3	1
278	как его	1	1
279	в полночь	1	1
280	он с	1	1
281	за тебя	2	1
282	ним она	1	1
283	ей матерью	1	1
284	в самой	1	1
285	к ней	2	1
286	связь и	1	1
287	для нас	6	1
288	вот сейчас	1	1
289	связи с	3	1
290	смысл этой	1	1
291	ли это	1	1
292	перед ним	1	1
293	мы встречаем	1	1
294	один раз	1	1
295	на брак	1	1
296	личных качествах	2	1
297	к себе	3	1
298	его с	1	1
299	за что	1	1
300	всего что	1	1
301	этот сын	1	1
302	указывает на	1	1
303	что при	2	1
304	утверждать что	1	1
305	где он	1	1
306	вы не	1	1
307	как мы	3	1
308	и о	2	1
309	отца он	1	1
310	однако ни	1	1
311	свою руку	1	1
312	с собой	7	1
313	можно было	1	1
314	на нее	1	1
315	во многом	1	1
316	когда его	1	1
317	когда в	1	1
318	за этими	1	1
319	согласие на	1	1
320	но становится	1	1
321	а по	1	1
322	это происходит	3	1
323	была его	1	1
324	другие и	1	1
325	на вопрос	4	1
326	но мы	1	1
327	она всегда	1	1
328	после того	4	1
329	с того	4	1
330	по вопросу	1	1
331	а также	1	1
332	кто он	1	1
333	мы понимаем	1	1
334	от него	3	1
335	восходит к	2	1
336	все в	2	1
337	связь между	1	1
338	доходит до	2	1
339	теперь уже	1	1
340	мы вновь	1	1
341	в форме	2	1
342	и она	3	1
343	о своих	1	1
344	что вот	1	1
345	и пусть	1	1
346	в литературе	2	1
347	того что	6	1
348	оказалось что	1	1
349	он стал	2	1
350	и дело	2	1
351	мы видим	10	1
352	согласиться с	2	1
353	с ними	1	1
354	только в	6	1
355	во всем	2	1
356	дочь и	5	1
357	приходит в	1	1
358	у ней	1	1
359	с одной	5	1
360	вот что	1	1
361	этого мотива	5	1
362	так можно	1	1
363	только на	2	1
364	дело с	1	1
365	героя с	1	1
366	характерно что	2	1
367	него нет	1	1
368	и их	1	1
369	т п	1	1
370	не для	1	1
371	к ним	2	1
372	ту сторону	1	1
373	жизни на	1	1
374	случай не	1	1
375	рядом с	1	1
376	в особенности	2	1
377	него руку	2	1
378	и возвращается	2	1
379	с другим	1	1
380	облик в	1	1
381	за того	8	1
382	вопрос об	1	1
383	именно в	1	1
384	в каких	2	1
385	близок к	2	1
386	задачи он	2	1
387	что не	2	1
388	только по	1	1
389	и стал	3	1
390	а на	1	1
391	на этот	2	1
392	за год	1	1
393	а не	8	1
394	именно так	1	1
395	с наступлением	1	1
396	его как	1	1
397	на поиски	2	1
398	этом случае	1	1
399	в связи	2	1
400	ни за	2	1
401	эти слова	1	1
402	вместе с	7	1
403	до этого	1	1
404	исходит от	1	1
405	и потому	1	1
406	эта связь	3	1
407	незадолго до	1	1
408	да я	1	1
409	не знал	2	1
410	xix века	1	1
411	мы опять	1	1
412	видит в	2	1
413	при которой	1	1
414	из авторов	1	1
415	него есть	2	1
416	для понимания	1	1
417	так создается	1	1
418	с этой	6	1
419	и от	2	1
420	в условиях	1	1
421	из трех	1	1
422	в книге	1	1
423	тем и	1	1
424	причем в	2	1
425	своими товарищами	1	1
426	это как	2	1
427	тот кто	5	1
428	видим уже	1	1
429	хотя бы	1	1
430	что ты	1	1
431	превратился в	2	1
432	только что	1	1
433	я в	1	1
434	с сыном	1	1
435	героя и	5	1
436	опять к	1	1
437	к женщине	2	1
438	вступления в	1	1
439	враждебное отношение	1	1
440	в точности	1	1
441	конфликт между	1	1
442	сколько угодно	1	1
443	в иной	2	1
444	но этот	1	1
445	т е	16	1
446	что под	1	1
447	есть и	4	1
448	к этой	1	1
449	вдруг на	1	1
450	и эта	2	1
451	это в	1	1
