N	2gram	Propp_Isto_1	Problema
1	в его	5	43
2	и не	9	42
3	и в	28	38
4	не может	15	27
5	может быть	25	26
6	как бы	2	22
7	по отношению	3	21
8	отнюдь не	1	19
9	отношению к	3	19
10	и с	4	17
11	и его	3	16
12	в этом	8	15
13	в нем	2	15
14	и т	25	14
15	только в	11	13
16	т п	1	13
17	прежде всего	10	13
18	независимо от	1	13
19	но не	5	12
20	художественного произведения	1	11
21	во всех	2	11
22	в области	2	11
23	и для	4	11
24	таким образом	8	10
25	в их	3	10
26	материала в	1	10
27	не только	12	9
28	его в	6	9
29	но и	10	9
30	и как	2	8
31	было бы	7	8
32	в том	9	8
33	и др	7	8
34	то что	9	8
35	еще не	7	7
36	как и	4	7
37	не в	9	7
38	как мы	3	7
39	с другой	6	7
40	между тем	2	7
41	слова в	1	7
42	совершенно не	1	7
43	в своей	1	7
44	что в	12	7
45	отношения к	2	6
46	на основе	5	6
47	там где	4	6
48	в пределах	4	6
49	не всегда	8	6
50	не есть	2	6
51	и этим	2	6
52	можно только	1	6
53	ничего не	2	6
54	дело с	2	6
55	мы можем	1	6
56	все же	10	6
57	а в	7	6
58	только как	1	6
59	отличие от	2	5
60	в своем	5	5
61	все эти	4	5
62	при этом	3	5
63	то же	12	5
64	это не	7	5
65	в них	1	5
66	в отличие	2	5
67	так и	9	5
68	в основе	4	5
69	никогда не	14	5
70	с ним	2	5
71	может иметь	1	5
72	конечно не	2	5
73	большинстве случаев	4	5
74	в большинстве	4	5
75	не на	2	5
76	а не	15	5
77	могут быть	4	5
78	быть только	1	5
79	должно быть	2	5
80	мы здесь	3	4
81	на самом	1	4
82	должна быть	5	4
83	в виду	1	4
84	в ней	7	4
85	относится к	2	4
86	не входят	1	4
87	как в	2	4
88	но в	8	4
89	в нашем	1	4
90	в себе	2	4
91	не менее	6	4
92	но они	2	4
93	в то	3	4
94	известной степени	1	4
95	должны быть	4	4
96	здесь не	4	4
97	в ее	2	4
98	только со	1	4
99	можно было	5	4
100	не с	3	4
101	о том	9	4
102	в конечном	2	4
103	которых мы	1	4
104	в форме	3	4
105	и только	2	4
106	к которому	5	4
107	что не	2	4
108	только по	1	4
109	материал в	1	4
110	и потому	2	4
111	в более	1	4
112	хотя бы	4	4
113	между ними	2	4
114	сказать что	5	4
115	другой стороны	5	4
116	также и	3	3
117	например в	5	3
118	противном случае	1	3
119	едва ли	1	3
120	которую мы	1	3
121	говорить о	1	3
122	на них	2	3
123	бы то	2	3
124	мы будем	5	3
125	точка зрения	2	3
126	иногда и	1	3
127	связи и	2	3
128	помнить что	1	3
129	кроме того	1	3
130	и к	1	3
131	не будем	5	3
132	в целом	2	3
133	работ по	1	3
134	вследствие этого	2	3
135	он не	2	3
136	то ни	2	3
137	а как	1	3
138	и тем	2	3
139	несмотря на	1	3
140	том что	7	3
141	тем не	6	3
142	на него	4	3
143	как его	1	3
144	в противном	1	3
145	имеем дело	1	3
146	не выходя	1	3
147	и это	1	3
148	хотя и	1	3
149	и от	2	3
150	приводит к	2	3
151	в дальнейшем	5	3
152	ясно что	2	3
153	мы в	2	3
154	если бы	8	3
155	но здесь	1	3
156	и должно	3	3
157	природы и	1	3
158	иных случаях	1	3
159	этом смысле	1	3
160	но с	1	3
161	одной из	2	3
162	мы увидим	10	3
163	с одной	4	3
164	входят в	1	3
165	и даже	4	3
166	оно не	1	3
167	одной стороны	4	3
168	его как	2	3
169	связь с	4	3
170	в иных	1	3
171	и на	4	3
172	в тех	2	3
173	здесь совершенно	1	3
174	да и	1	3
175	но это	4	3
176	все это	4	3
177	природу и	1	3
178	она может	1	3
179	и другими	1	3
180	и все	1	3
181	ни было	2	3
182	не знает	5	3
183	они не	4	3
184	можно говорить	1	2
185	относится и	1	2
186	он может	1	2
187	и есть	1	2
188	в котором	3	2
189	значение но	1	2
190	его не	1	2
191	есть не	1	2
192	мы имеем	13	2
193	ничего нет	1	2
194	но она	1	2
195	не вполне	2	2
196	я не	3	2
197	и он	3	2
198	не остается	1	2
199	оно может	2	2
200	столь же	2	2
201	получает от	1	2
202	но как	1	2
203	а только	2	2
204	и закономерности	1	2
205	не все	4	2
206	материала мы	2	2
207	или иное	1	2
208	в истории	1	2
209	дело идет	1	2
210	дает нам	1	2
211	себе не	1	2
212	к чему	3	2
213	и у	1	2
214	что это	8	2
215	их исторической	1	2
216	бы не	1	2
217	на то	4	2
218	но нельзя	1	2
219	он должен	2	2
220	на этом	3	2
221	здесь мы	7	2
222	материала и	2	2
223	действительности в	1	2
224	и конец	2	2
225	же стороны	1	2
226	на первый	2	2
227	и более	1	2
228	войти в	1	2
229	не могли	1	2
230	случае мы	1	2
231	и вся	1	2
232	задачи и	1	2
233	раз и	3	2
234	в таких	2	2
235	а иногда	2	2
236	что эта	1	2
237	она не	1	2
238	в познании	1	2
239	дело в	3	2
240	одна из	2	2
241	того чтобы	1	2
242	в самой	1	2
243	связь и	1	2
244	во всем	3	2
245	связи с	4	2
246	здесь же	2	2
247	этом отношении	1	2
248	у нас	1	2
249	не могут	2	2
250	есть только	3	2
251	же самое	3	2
252	что оно	1	2
253	для того	1	2
254	должен быть	3	2
255	не слова	1	2
256	на материал	2	2
257	в себя	1	2
258	материала для	1	2
259	том как	2	2
260	поэтому в	2	2
261	и здесь	7	2
262	в другом	3	2
263	другими словами	4	2
264	и что	10	2
265	в значительной	1	2
266	этот момент	2	2
267	нем и	1	2
268	будем называть	2	2
269	того что	4	2
270	в современной	3	2
271	что он	10	2
272	в какой	3	2
273	и ее	1	2
274	себя в	2	2
275	не можем	3	2
276	в виде	2	2
277	в начале	3	2
278	не дает	2	2
279	ни с	1	2
280	таком положении	1	2
281	центр тяжести	1	2
282	что и	6	2
283	вовсе не	2	2
284	в некоторых	2	2
285	которые могут	3	2
286	тем что	3	2
287	в особенности	2	2
288	чем в	1	2
289	здесь в	2	2
290	связи не	1	2
291	и пр	4	2
292	не было	1	2
293	но можно	1	2
294	в связи	4	2
295	как материала	1	2
296	в частности	2	2
297	как это	3	2
298	из которых	3	2
299	к своему	2	2
300	другой же	1	2
301	этих явлений	1	2
302	по существу	5	2
303	того или	1	2
304	это касается	1	2
305	двух миров	1	2
306	или в	5	2
307	не более	2	2
308	как явление	1	2
309	мы должны	13	2
310	ни к	2	2
311	в этих	7	2
312	в новый	1	2
313	была бы	2	2
314	или иного	1	2
315	и другие	4	2
316	к этому	2	2
317	только она	1	2
318	обращена к	1	1
319	лежат в	1	1
320	останавливаться не	1	1
321	все остальное	1	1
322	она возможна	1	1
323	тех же	1	1
324	это и	1	1
325	непосредственно не	1	1
326	с природой	2	1
327	др или	1	1
328	в первом	1	1
329	нем но	1	1
330	из его	1	1
331	исходит из	3	1
332	этом направлении	1	1
333	из всех	2	1
334	который в	1	1
335	но нигде	1	1
336	связан с	1	1
337	что уже	1	1
338	вопрос о	5	1
339	нам в	1	1
340	так чтобы	2	1
341	время как	3	1
342	и делалось	1	1
343	что иное	1	1
344	на себя	1	1
345	всего сказанного	2	1
346	подчеркнуть что	2	1
347	меньшей степени	1	1
348	стороны его	2	1
349	иное как	1	1
350	к целому	1	1
351	время в	1	1
352	материала это	1	1
353	и связь	1	1
354	как таковая	2	1
355	ними в	1	1
356	я становлюсь	1	1
357	и всего	1	1
358	отказ от	2	1
359	то он	2	1
360	значение и	2	1
361	конкретно и	1	1
362	вступают в	1	1
363	более как	1	1
364	моменте мы	1	1
365	нам право	1	1
366	меняется когда	1	1
367	ли эта	1	1
368	материала так	1	1
369	пути в	2	1
370	стороны и	1	1
371	в процесс	1	1
372	ней в	1	1
373	и исторические	1	1
374	приходится делать	1	1
375	в полном	1	1
376	по внешним	1	1
377	могли бы	3	1
378	целый ряд	1	1
379	как уже	2	1
380	вопросом о	1	1
381	имеет в	1	1
382	как таковое	1	1
383	в противоположность	1	1
384	можем это	1	1
385	то в	1	1
386	очень многих	2	1
387	ни один	6	1
388	и я	1	1
389	то время	3	1
390	можно не	1	1
391	которые в	2	1
392	при исполнении	1	1
393	в этой	6	1
394	но он	1	1
395	но ведь	1	1
396	как он	2	1
397	в наших	1	1
398	она все	1	1
399	и если	2	1
400	как оно	2	1
401	т д	22	1
402	с социальными	2	1
403	они в	1	1
404	всех этих	2	1
405	и социальной	1	1
406	в понимании	1	1
407	этого вопроса	3	1
408	не как	3	1
409	которому она	1	1
410	и вот	2	1
411	необходимо для	1	1
412	имеем все	1	1
413	его от	1	1
414	подобно тому	1	1
415	так например	6	1
416	именно это	2	1
417	от нее	1	1
418	непосредственно а	1	1
419	форма его	1	1
420	день и	1	1
421	могла бы	1	1
422	культуры но	1	1
423	в совершенно	1	1
424	один какой-нибудь	2	1
425	мы уже	1	1
426	бы быть	3	1
427	от степени	2	1
428	или наконец	1	1
429	к художественной	1	1
430	это было	2	1
431	как непосредственный	1	1
432	и мы	2	1
433	не чем	1	1
434	в один	1	1
435	нет в	2	1
436	это положение	2	1
437	ни одной	2	1
438	быть понят	1	1
439	этого не	1	1
440	с тем	4	1
441	и уже	1	1
442	неотделим от	1	1
443	социальной и	1	1
444	обратимся к	1	1
445	нисколько не	2	1
446	был бы	2	1
447	только тем	1	1
448	при изучении	1	1
449	где мы	1	1
450	на ступени	2	1
451	по сравнению	1	1
452	установить что	4	1
453	себе а	1	1
454	в которых	1	1
455	бы мы	2	1
456	только вторая	1	1
457	нем он	1	1
458	иным как	1	1
459	и эти	3	1
460	однако в	2	1
461	по себе	3	1
462	тому что	1	1
463	уже выше	1	1
464	можно ли	1	1
465	таких случаях	2	1
466	вплоть до	1	1
467	не раз	1	1
468	до известной	1	1
469	как можно	1	1
470	культурной жизни	1	1
471	как о	2	1
472	героям в	1	1
473	мышления и	1	1
474	что их	2	1
475	она никогда	1	1
476	или за	1	1
477	в самых	1	1
478	иметь в	1	1
479	ставит его	1	1
480	нам и	1	1
481	основе очень	1	1
482	найти в	1	1
483	с материалом	3	1
484	эта сторона	1	1
485	именно с	1	1
486	явление в	1	1
487	очень мало	2	1
488	во всей	2	1
489	к концу	1	1
490	нам важно	1	1
491	ничто не	1	1
492	так то	1	1
493	совершенно необходимо	1	1
494	однако это	3	1
495	ему не	1	1
496	и несколько	1	1
497	и со	1	1
498	но фактически	1	1
499	от их	1	1
500	материала но	1	1
501	а путем	1	1
502	очень часто	3	1
503	уже о	1	1
504	иногда даже	1	1
505	мы останавливаться	1	1
506	переход в	1	1
507	значительной степени	1	1
508	этого и	1	1
509	основаны на	1	1
510	по возможности	1	1
511	так она	1	1
512	она же	1	1
513	него как	1	1
514	приходит к	1	1
515	из всего	1	1
516	возникнуть как	1	1
517	связи со	1	1
518	говоря уже	1	1
519	действия и	3	1
520	или для	1	1
521	зрения не	1	1
522	скромное место	1	1
523	идет речь	1	1
524	как с	1	1
525	на том	1	1
526	что у	1	1
527	на нее	2	1
528	иногда в	1	1
529	в одном	5	1
530	имеется в	1	1
531	и социальные	1	1
532	строго говоря	1	1
533	особый вид	1	1
534	образом в	1	1
535	познавательным и	1	1
536	из других	1	1
537	о ней	1	1
538	на весьма	1	1
539	в описаниях	1	1
540	мы это	1	1
541	для нас	13	1
542	а также	1	1
543	не выходит	2	1
544	в которую	3	1
545	тем или	1	1
546	которого оно	1	1
547	них в	1	1
548	главой и	1	1
549	большой опасностью	1	1
550	один момент	1	1
551	и ночь	1	1
552	что здесь	5	1
553	на которой	1	1
554	к которой	1	1
555	этот вопрос	7	1
556	или же	1	1
557	в меньшей	2	1
558	именно на	2	1
559	чтобы найти	1	1
560	для всех	2	1
561	уже не	3	1
562	только на	1	1
563	ее а	1	1
564	быть выделены	1	1
565	становится принципиально	1	1
566	не исчерпывает	1	1
567	или даже	3	1
568	из них	3	1
569	потому в	1	1
570	связывается с	1	1
571	его и	2	1
572	для него	2	1
573	сами по	1	1
574	с этими	1	1
575	к ним	4	1
576	друг друга	1	1
577	но что	1	1
578	только с	2	1
579	природой и	1	1
580	явлений в	2	1
581	не просто	3	1
582	закономерности это	1	1
583	формы к	1	1
584	момент в	1	1
585	не обязательный	1	1
586	он живет	1	1
587	до сих	5	1
588	ли он	3	1
589	непосредственно в	2	1
590	нас в	2	1
591	именно в	3	1
592	уходит в	1	1
593	и между	2	1
594	задача может	2	1
595	мы еще	3	1
596	широте и	1	1
597	виде и	1	1
598	обратиться к	1	1
599	связано с	2	1
600	самом же	1	1
601	на этот	2	1
602	или другими	1	1
603	а наоборот	1	1
604	основной вопрос	2	1
605	увидим это	1	1
606	не совсем	3	1
607	так называемой	1	1
608	таким например	1	1
609	материал так	1	1
610	на эту	3	1
611	что мы	7	1
612	но оно	4	1
613	быть найден	1	1
