N	2gram	Nazirov_Vr_1	Vladivir
1	и в	8	30
2	в году	18	24
3	в этом	8	20
4	то что	7	20
5	у него	5	19
6	и не	5	18
7	в том	3	18
8	с н	1	16
9	и с	6	14
10	а н	2	14
11	же с	1	13
12	что он	4	13
13	в конце	3	13
14	не только	9	12
15	том что	3	12
16	там же	2	12
17	что в	7	12
18	в его	3	11
19	а в	2	11
20	года он	3	10
21	и вообще	1	10
22	а также	2	10
23	не было	5	10
24	и даже	6	10
25	все же	6	9
26	было бы	1	9
27	в то	5	9
28	не может	2	9
29	для него	2	9
30	потому что	1	9
31	в своем	3	8
32	но в	6	8
33	что же	1	8
34	не мог	2	8
35	связи с	3	8
36	в письме	5	8
37	но и	7	8
38	в связи	3	8
39	вместе с	2	8
40	до конца	1	7
41	которую он	1	7
42	точки зрения	2	7
43	никогда не	2	7
44	не менее	2	7
45	в эти	2	7
46	может быть	4	7
47	между прочим	1	7
48	для нас	4	7
49	и все	7	7
50	также и	1	6
51	он был	3	6
52	хотя и	1	6
53	в себе	2	6
54	об этом	5	6
55	в москве	1	6
56	тем не	1	6
57	в париже	3	6
58	и его	3	6
59	то время	1	6
60	его жизни	1	6
61	всяком случае	1	6
62	прежде всего	1	6
63	о чем	2	6
64	года в	7	6
65	летом года	4	6
66	к этому	3	6
67	жизни и	1	6
68	во всяком	1	6
69	того же	1	5
70	и то	2	5
71	н ф	1	5
72	и я	1	5
73	с этим	1	5
74	то в	1	5
75	при этом	4	5
76	как и	6	5
77	в своей	2	5
78	в котором	6	5
79	так и	1	5
80	с ним	4	5
81	и что	8	5
82	того что	1	5
83	он уже	1	5
84	как бы	4	5
85	в основном	1	5
86	все это	4	5
87	в петербург	3	5
88	из этого	1	5
89	то же	5	4
90	той же	1	4
91	я не	3	4
92	и он	2	4
93	в ней	4	4
94	вестник европы	1	4
95	с его	3	4
96	совсем не	1	4
97	отношение к	2	4
98	что это	1	4
99	в целом	1	4
100	в этой	2	4
101	в нем	6	4
102	он не	3	4
103	его в	3	4
104	это было	1	4
105	эти годы	2	4
106	несмотря на	4	4
107	мы знаем	2	4
108	в этих	1	4
109	по крайней	1	4
110	же года	1	4
111	не есть	1	4
112	и о	3	4
113	м м	2	4
114	о том	4	4
115	крайней мере	1	4
116	что пишет	1	4
117	именно в	1	4
118	после смерти	2	4
119	марта года	3	4
120	в те	3	4
121	так же	4	4
122	в это	2	4
123	но это	2	4
124	в начале	6	4
125	письме к	4	4
126	и наконец	1	4
127	на этот	1	4
128	него в	1	4
129	это время	1	4
130	можно говорить	1	3
131	отношения к	2	3
132	едва ли	1	3
133	именно к	1	3
134	во всех	1	3
135	но не	1	3
136	его на	2	3
137	как в	1	3
138	и как	3	3
139	всех этих	1	3
140	таким образом	2	3
141	в них	2	3
142	он сказал	1	3
143	с точки	2	3
144	что я	2	3
145	европы №	2	3
146	но он	3	3
147	в россии	5	3
148	не могли	1	3
149	том же	2	3
150	вплоть до	1	3
151	же время	5	3
152	он и	1	3
153	и это	2	3
154	июня года	1	3
155	уже не	2	3
156	уже в	4	3
157	а это	1	3
158	этот раз	1	3
159	из россии	1	3
160	в июле	1	3
161	конце концов	1	3
162	под влиянием	1	3
163	нет ничего	1	3
164	вышла в	1	3
165	из парижа	1	3
166	да и	1	3
167	уже на	1	3
168	еще более	1	3
169	тем более	2	3
170	но вот	1	3
171	в свою	2	3
172	в таком	1	3
173	точно так	1	3
174	это в	2	3
175	на днях	1	2
176	также что	1	2
177	полемика с	1	2
178	в рукописи	1	2
179	не имел	1	2
180	и есть	1	2
181	который был	3	2
182	ему в	1	2
183	к брату	1	2
184	сказал ему	1	2
185	а другие	1	2
186	не был	1	2
187	по своему	1	2
188	письмо к	2	2
189	он пишет	2	2
190	июле года	1	2
191	как к	1	2
192	мая года	2	2
193	в самом	1	2
194	в вестнике	4	2
195	еще один	1	2
196	во многих	1	2
197	как он	1	2
198	на то	3	2
199	не могла	1	2
200	которой не	1	2
201	же это	1	2
202	прочим и	1	2
203	и сам	1	2
204	заключается в	1	2
205	это не	4	2
206	этого не	1	2
207	а за	1	2
208	которой он	1	2
209	еще в	1	2
210	на первый	2	2
211	ли он	1	2
212	в их	1	2
213	их в	2	2
214	однако в	1	2
215	а вот	1	2
216	свою книгу	1	2
217	раз и	1	2
218	не имеет	1	2
219	правда в	1	2
220	того как	1	2
221	хуже и	1	2
222	мыслей и	1	2
223	начиная с	2	2
224	в разгар	1	2
225	вестнике европы	4	2
226	вы не	1	2
227	в виду	4	2
228	свою очередь	1	2
229	меня в	1	2
230	в печати	1	2
231	ничего не	1	2
232	первый план	1	2
233	о нем	6	2
234	второй половине	1	2
235	н трубецкой	1	2
236	в чем	3	2
237	и во	3	2
238	нас в	1	2
239	к нему	1	2
240	и можно	1	2
241	и всего	1	2
242	м стасюлевичу	1	2
243	в петербурге	1	2
244	от нас	1	2
245	в январе	3	2
246	себя в	1	2
247	он сам	2	2
248	его и	2	2
249	ни с	1	2
250	мы находим	1	2
251	друг друга	1	2
252	любил и	1	2
253	у которого	1	2
254	и из	1	2
255	тут же	1	2
256	во второй	1	2
257	что для	1	2
258	был в	1	2
259	с которым	2	2
260	годы он	1	2
261	уже давно	1	2
262	в частности	1	2
263	или по	1	2
264	я тоже	1	2
265	в ноябре	2	2
266	наряду с	3	2
267	в той	2	2
268	это за	1	2
269	бы его	1	2
270	с очень	1	2
271	у вас	1	2
272	не любил	1	2
273	близкий к	1	2
274	я очень	1	2
275	годов в	1	2
276	и от	1	2
277	у достоевского	4	2
278	я хотел	3	2
279	к этой	1	2
280	чувствовал себя	1	2
281	же в	2	2
282	о своем	1	2
283	появилась в	1	2
284	александра ii	5	2
285	этот период	1	2
286	в своих	4	2
287	во сне	1	2
288	как известно	1	1
289	от этой	1	1
290	одним из	3	1
291	обращается в	1	1
292	в этот	3	1
293	ему что	1	1
294	несколько позже	1	1
295	но после	2	1
296	не имело	1	1
297	по преимуществу	1	1
298	он всегда	1	1
299	высшей степени	1	1
300	по его	1	1
301	к леонтьеве	1	1
302	пока только	1	1
303	не слишком	1	1
304	ж он	1	1
305	он как	1	1
306	говорить о	1	1
307	в полной	1	1
308	выразилось в	1	1
309	представление о	1	1
310	разобраться в	1	1
311	у фета	1	1
312	он считал	4	1
313	за него	1	1
314	вскоре после	1	1
315	то он	1	1
316	но как	2	1
317	не все	1	1
318	если в	1	1
319	великого князя	2	1
320	не просто	1	1
321	что они	1	1
322	как говорит	1	1
323	независимо от	1	1
324	только об	1	1
325	некоторое время	1	1
326	как нам	1	1
327	два дня	1	1
328	целый ряд	4	1
329	ноябре года	2	1
330	знаю что	1	1
331	себе не	1	1
332	и враг	1	1
333	и отчасти	1	1
334	нему с	1	1
335	за границей	2	1
336	прямое выражение	1	1
337	июня в	2	1
338	и и	1	1
339	выражение в	1	1
340	тому же	1	1
341	влюбился в	2	1
342	женщины между	1	1
343	вас и	1	1
344	в свет	1	1
345	чтобы он	3	1
346	после этого	2	1
347	одному из	1	1
348	чем у	1	1
349	сердце и	1	1
350	свои собственные	1	1
351	никому не	1	1
352	находился в	1	1
353	это конечно	1	1
354	об этой	2	1
355	на пять	1	1
356	как тот	1	1
357	августа года	1	1
358	в свое	1	1
359	года на	1	1
360	в жизни	1	1
361	сомневаетесь в	1	1
362	в высшей	1	1
363	письмах и	1	1
364	все равно	1	1
365	далеко не	3	1
366	всю жизнь	1	1
367	во внимание	1	1
368	еще к	1	1
369	года и	1	1
370	старшего брата	1	1
371	такой же	1	1
372	перед своим	1	1
373	но я	1	1
374	во время	2	1
375	эта была	1	1
376	кто верит	1	1
377	разных лиц	1	1
378	можно найти	1	1
379	в №	1	1
380	январе года	3	1
381	место в	2	1
382	году когда	1	1
383	то было	1	1
384	далее в	1	1
385	его отношение	1	1
386	своего рода	1	1
387	развитие в	1	1
388	не будем	1	1
389	а почему	1	1
390	без всяких	1	1
391	по всем	1	1
392	есть еще	1	1
393	что этот	1	1
394	для россии	1	1
395	могли быть	2	1
396	и достоевского	9	1
397	ноября года	2	1
398	романа с	1	1
399	он вновь	1	1
400	но они	1	1
401	петербурге и	1	1
402	равно не	1	1
403	всего была	1	1
404	человечества и	1	1
405	в русской	3	1
406	как о	1	1
407	не могло	1	1
408	только не	1	1
409	каждый из	1	1
410	следовательно и	1	1
411	в мае	2	1
412	это то	1	1
413	и лишь	1	1
414	того в	1	1
415	он хочет	1	1
416	во всем	1	1
417	всегда считал	1	1
418	было не	1	1
419	в каком	1	1
420	ему не	1	1
421	времен он	1	1
422	во все	1	1
423	ли не	1	1
424	давно был	1	1
425	за что	1	1
426	ничего общего	1	1
427	россию и	1	1
428	году в	2	1
429	не забудем	1	1
430	у себя	1	1
431	не будет	1	1
432	в в	2	1
433	только при	1	1
434	никто из	1	1
435	о появлении	1	1
436	на той	1	1
437	но мы	1	1
438	так в	2	1
439	есть все	1	1
440	от того	1	1
441	верит в	1	1
442	и перед	1	1
443	на нее	1	1
444	лет назад	1	1
445	ясно что	1	1
446	во многом	4	1
447	еще не	2	1
448	он писал	2	1
449	том как	1	1
450	быть может	1	1
451	внимание к	1	1
452	это влияние	1	1
453	от ноября	1	1
454	вопросу о	1	1
455	мае года	2	1
456	последнего в	1	1
457	личные отношения	2	1
458	в глазах	2	1
459	я вижу	1	1
460	в марте	1	1
461	тотчас же	1	1
462	также в	1	1
463	не знаю	1	1
464	в него	2	1
465	и самые	1	1
466	в литературе	1	1
467	нас интересует	1	1
468	но с	1	1
469	что только	1	1
470	и кончая	1	1
471	и раньше	1	1
472	и ее	2	1
473	конца года	1	1
474	возвращается в	1	1
475	в качестве	1	1
476	же он	1	1
477	человека с	2	1
478	сколько в	1	1
479	для всех	1	1
480	апреля года	3	1
481	с нею	2	1
482	истории человечества	1	1
483	больше не	1	1
484	фета в	1	1
485	хотя в	1	1
486	при помощи	2	1
487	в душе	1	1
488	из них	2	1
489	и этот	1	1
490	несомненно в	1	1
491	и их	1	1
492	никто не	1	1
493	в одном	1	1
494	приехал в	2	1
495	но которая	1	1
496	к ним	2	1
497	от апреля	1	1
498	новыми людьми	1	1
499	как раз	2	1
500	тем что	3	1
501	этом отношении	1	1
502	без внимания	1	1
503	это будет	1	1
504	рядом с	2	1
505	нужно было	1	1
506	весьма критически	1	1
507	о своей	1	1
508	до сих	1	1
509	тот кто	1	1
510	получается что	1	1
511	марте года	1	1
512	и стал	2	1
513	вот в	1	1
514	в августе	1	1
515	забудем что	1	1
516	с конца	1	1
517	года с	1	1
518	обычно не	1	1
519	что из	1	1
520	во франции	1	1
521	если это	1	1
522	время с	1	1
523	ответил что	1	1
524	и гораздо	1	1
525	а никольский	2	1
526	в первой	1	1
527	в бесах	10	1
528	н и	1	1
529	довольно много	2	1
530	тех пор	1	1
531	с любовью	1	1
532	февраля года	4	1
533	сих пор	1	1
534	оба они	1	1
535	имел в	3	1
536	но для	1	1
537	в письмах	2	1
538	этом смысле	1	1
539	которых он	1	1
540	и ушел	1	1
541	тоже едва	1	1
542	в петербургском	2	1
543	котором он	1	1
544	время и	2	1
545	не с	1	1
546	христа и	1	1
547	он стал	1	1
548	который якобы	1	1
549	и последовательность	1	1
550	считал его	1	1
551	отношении к	1	1
552	в период	2	1
553	быть и	1	1
554	только как	1	1
555	со мной	1	1
556	ему но	1	1
557	равно как	1	1
558	и никому	1	1
559	пока не	1	1
560	эти слова	3	1
561	я надеюсь	1	1
562	он часто	1	1
563	бесах мы	1	1
564	они не	1	1
