N	3gram	Vygotskiy__4	Mirosoze
1	не может быть	1	8
2	есть прежде всего	1	5
3	друг к другу	1	5
4	для того чтобы	5	4
5	что и в	1	4
6	что иное как	1	3
7	же как и	4	3
8	до сих пор	1	3
9	к тому что	1	3
10	так же как	5	3
11	в высшей степени	2	3
12	не что иное	1	3
13	для этого необходимо	1	3
14	и той же	4	2
15	это означает что	1	2
16	подобно тому как	2	2
17	так как он	1	2
18	должно привести к	2	2
19	и та же	1	2
20	одна и та	1	2
21	о том что	3	2
22	одной и той	4	2
23	по отношению к	1	2
24	как и в	1	2
25	никогда не бывает	2	2
26	и те же	3	2
27	после того как	1	2
28	дальше и глубже	1	2
29	в том что	31	2
30	как и во	1	2
31	мы увидим что	1	2
32	том что в	1	1
33	в тот момент	1	1
34	сомневаться в том	1	1
35	мы видим в	2	1
36	потому что в	1	1
37	идет дальше и	1	1
38	и в нашем	1	1
39	было бы назвать	2	1
40	том что он	1	1
41	только тогда когда	1	1
42	нельзя было бы	1	1
43	по своему значению	3	1
44	с точки зрения	11	1
45	и во многих	1	1
46	во многих других	1	1
47	на высшую ступень	2	1
48	и толстой и	1	1
49	что он не	1	1
50	друг на друга	5	1
51	то в чем	1	1
52	же о чем	1	1
53	но и в	2	1
54	между тем как	3	1
55	в себе и	3	1
56	в этом отношении	7	1
57	у нас нет	1	1
58	на то что	4	1
59	привести к тому	1	1
60	и тогда когда	2	1
61	в противоречии с	1	1
62	смысле этого слова	7	1
63	имеют своей собственной	1	1
64	по сравнению с	3	1
65	одни и те	3	1
66	и в основе	1	1
67	но так как	2	1
68	лежит в основе	1	1
69	как бы не	1	1
70	том что это	1	1
71	на одной и	2	1
72	означает что в	1	1
73	не имеют своей	1	1
74	друг друга как	1	1
75	это приводит нас	1	1
76	к которому он	1	1
77	на самом деле	1	1
78	то же что	1	1
79	может не быть	1	1
80	приводит нас к	1	1
81	в конце концов	1	1
82	по своей природе	1	1
