N	2gram	Losev_Dial_4	KulturaY
1	и т	17	39
2	потому что	10	25
3	и в	15	23
4	т е	46	22
5	не только	8	20
6	в том	11	19
7	в этом	11	18
8	и не	30	16
9	было бы	9	15
10	так как	14	15
11	может быть	17	15
12	т д	15	14
13	точки зрения	14	14
14	все эти	3	12
15	если бы	6	12
16	у нас	3	12
17	в самом	2	12
18	но в	3	11
19	том что	10	11
20	того чтобы	5	11
21	в области	3	11
22	по себе	13	10
23	в языке	1	10
24	а не	18	10
25	что в	7	10
26	вопрос о	2	9
27	в сущности	5	9
28	хотя бы	4	9
29	то что	16	9
30	можно было	1	9
31	вовсе не	6	9
32	для того	5	9
33	не может	11	9
34	только потому	3	8
35	с точки	9	8
36	не в	8	8
37	и что	9	8
38	в качестве	2	8
39	уже не	9	8
40	прежде всего	11	8
41	с другой	1	8
42	и пр	9	8
43	что это	13	7
44	все же	2	7
45	в нашем	1	7
46	то обстоятельство	1	7
47	в силу	4	7
48	и с	4	7
49	не менее	2	7
50	обстоятельство что	1	7
51	но и	4	7
52	другой стороны	2	7
53	то же	9	6
54	и на	5	6
55	в этой	4	6
56	да и	2	6
57	это не	12	6
58	тем не	2	6
59	по крайней	7	6
60	крайней мере	7	6
61	этот вопрос	1	6
62	что не	3	6
63	что мы	7	6
64	и то	3	5
65	также и	4	5
66	мы имеем	5	5
67	я не	5	5
68	зависимости от	1	5
69	еще не	4	5
70	целый ряд	1	5
71	должна быть	7	5
72	по существу	1	5
73	и вот	11	5
74	что все	4	5
75	об этом	3	5
76	лишь в	2	5
77	и тем	6	5
78	и здесь	1	5
79	не могут	2	5
80	ясно что	11	5
81	в его	4	5
82	один из	4	5
83	тот же	1	5
84	что он	7	5
85	только в	7	5
86	речь в	1	5
87	само по	4	5
88	вместе с	2	5
89	как это	2	5
90	что же	2	5
91	все это	9	5
92	этом смысле	4	5
93	таким образом	5	5
94	во всяком	2	5
95	в зависимости	1	4
96	говорить о	11	4
97	что я	5	4
98	в данном	3	4
99	со стороны	3	4
100	отнюдь не	4	4
101	перед нами	6	4
102	хотя и	6	4
103	бы и	3	4
104	если мы	5	4
105	на то	5	4
106	в нем	5	4
107	так и	5	4
108	но все	2	4
109	должно быть	2	4
110	можно ли	1	4
111	в то	6	4
112	на себе	5	4
113	но только	5	4
114	не имеет	14	4
115	ничего не	17	4
116	что на	2	4
117	но также	1	4
118	и о	8	4
119	в пределах	1	4
120	от того	2	4
121	или в	7	4
122	могут быть	3	4
123	можно сказать	5	4
124	в нашей	2	4
125	ни в	8	4
126	в конце	1	4
127	в них	2	4
128	в особенности	4	4
129	в каком	5	4
130	не было	2	4
131	в связи	1	4
132	как бы	14	4
133	в результате	6	4
134	сказать что	6	4
135	к этому	3	4
136	так же	4	4
137	в сфере	5	3
138	это и	9	3
139	как не	2	3
140	не говорят	3	3
141	или иное	3	3
142	как в	3	3
143	данный момент	2	3
144	с этим	3	3
145	то или	3	3
146	то и	2	3
147	главным образом	2	3
148	он не	1	3
149	всех этих	1	3
150	и по	2	3
151	на этом	3	3
152	что она	5	3
153	еще одно	1	3
154	о которых	1	3
155	нисколько не	2	3
156	смысл и	3	3
157	что такое	5	3
158	в которые	1	3
159	то для	1	3
160	этого вопроса	1	3
161	знаем что	1	3
162	в процессе	1	3
163	слова не	1	3
164	же время	6	3
165	и его	7	3
166	связи с	1	3
167	уже о	4	3
168	отличается от	1	3
169	всего в	1	3
170	что оно	7	3
171	как мы	1	3
172	в виду	9	3
173	в ней	5	3
174	а в	1	3
175	те же	1	3
176	для этого	2	3
177	вот почему	3	3
178	именно с	1	3
179	никак не	2	3
180	что и	6	3
181	в лучшем	1	3
182	конце концов	1	3
183	того что	13	3
184	есть в	4	3
185	уже в	1	3
186	до конца	1	3
187	как раз	4	3
188	тем что	2	3
189	или иначе	2	3
190	именно в	5	3
191	а главное	1	3
192	на фоне	1	3
193	из которых	3	3
194	лучшем случае	1	3
195	но для	2	3
196	зрения в	1	3
197	но это	4	3
198	не знает	1	3
199	совершенно не	3	3
200	это так	1	3
201	и это	8	3
202	точно так	2	3
203	гораздо более	1	3
204	смысле слова	1	2
205	речь идет	1	2
206	отношения к	3	2
207	же как	1	2
208	чтобы не	1	2
209	и потому	3	2
210	на самом	1	2
211	тех же	2	2
212	и есть	19	2
213	можно говорить	2	2
214	той же	5	2
215	что если	3	2
216	но вот	1	2
217	конечно и	1	2
218	думаю что	2	2
219	так или	1	2
220	мы будем	2	2
221	не то	1	2
222	к слову	1	2
223	очевидно что	1	2
224	для всякой	1	2
225	отличие от	2	2
226	не просто	7	2
227	что они	4	2
228	в своем	5	2
229	этой цели	1	2
230	что само	1	2
231	от этого	3	2
232	и у	1	2
233	вообще а	1	2
234	быть только	1	2
235	и если	3	2
236	при этом	2	2
237	не как	4	2
238	в одну	3	2
239	связанные с	1	2
240	том случае	1	2
241	на ту	1	2
242	на все	2	2
243	того или	2	2
244	заключается в	2	2
245	она стала	1	2
246	данном случае	1	2
247	только о	3	2
248	о характере	1	2
249	все равно	2	2
250	с тем	4	2
251	как и	7	2
252	не всегда	3	2
253	мы видели	1	2
254	а если	3	2
255	мы с	1	2
256	и еще	1	2
257	что значит	1	2
258	бы на	1	2
259	в своей	3	2
260	никаких оснований	1	2
261	особенности же	1	2
262	в их	3	2
263	в отличие	1	2
264	в которых	1	2
265	есть явление	1	2
266	и более	1	2
267	тем самым	3	2
268	только для	3	2
269	в отношении	2	2
270	о значении	1	2
271	что эта	2	2
272	она не	4	2
273	это дает	1	2
274	дело не	1	2
275	в каждый	1	2
276	того как	2	2
277	но что	5	2
278	из предыдущего	1	2
279	образом в	1	2
280	следовательно и	1	2
281	всякой иной	2	2
282	в наше	1	2
283	доказать что	1	2
284	и далее	1	2
285	очень часто	1	2
286	должны быть	4	2
287	всего что	1	2
288	и свое	1	2
289	оно не	2	2
290	некоторой степени	1	2
291	иметь в	2	2
292	свою очередь	2	2
293	говоря уже	3	2
294	нам и	1	2
295	роль в	1	2
296	на том	1	2
297	что для	1	2
298	в плоскости	1	2
299	именно этот	2	2
300	это только	1	2
301	по сравнению	2	2
302	мы в	1	2
303	и вообще	7	2
304	мы могли	1	2
305	говорим о	1	2
306	одного из	1	2
307	после того	1	2
308	то тем	1	2
309	пр но	1	2
310	к нему	1	2
311	а именно	6	2
312	где не	1	2
313	в современной	1	2
314	с той	2	2
315	но так	1	2
316	большею частью	1	2
317	с ними	4	2
318	их не	1	2
319	с одной	1	2
320	же и	2	2
321	конечно не	2	2
322	а это	2	2
323	е на	1	2
324	был бы	2	2
325	проще всего	1	2
326	до некоторой	1	2
327	силу той	1	2
328	не говорит	5	2
329	в целях	2	2
330	даже и	3	2
331	никогда не	2	2
332	и даже	6	2
333	но есть	1	2
334	превращается в	1	2
335	смысла и	3	2
336	на этот	1	2
337	однако и	1	2
338	и следовательно	3	2
339	и вовсе	1	2
340	но оно	1	2
341	в частности	2	2
342	ни на	6	2
343	мы говорим	2	2
344	так мы	1	2
345	который мы	1	2
346	в той	1	2
347	как будто	2	2
348	быть не	2	2
349	ли не	1	2
350	с этой	2	2
351	этом случае	1	2
352	является ли	1	2
353	и для	5	2
354	и от	1	2
355	сознания и	3	2
356	о котором	1	2
357	чтобы понять	1	2
358	и все	11	2
359	не более	1	2
360	мы должны	4	2
361	будто бы	1	2
362	все они	1	2
363	в свою	3	2
364	не говоря	3	2
365	но можно	1	2
366	в свое	2	2
367	себе не	2	2
368	случае если	1	2
369	в своих	1	2
370	мысль и	1	2
371	этой точки	2	2
372	так но	1	1
373	для рассмотрения	1	1
374	предполагает что	1	1
375	сам по	2	1
376	и без	2	1
377	категорию в	1	1
378	в сердце	1	1
379	утверждение что	1	1
380	он может	1	1
381	которое мы	1	1
382	в котором	2	1
383	исходит из	1	1
384	ведь и	2	1
385	едва ли	3	1
386	каком отношении	1	1
387	этот и	1	1
388	не говорю	2	1
389	жизни для	1	1
390	а как	2	1
391	есть не	5	1
392	хорошо и	1	1
393	говорим мы	1	1
394	бы уже	1	1
395	мы не	9	1
396	путь для	1	1
397	это что	1	1
398	говорю уже	1	1
399	есть нечто	2	1
400	совпадает с	2	1
401	что иное	8	1
402	тысячу раз	1	1
403	е как	1	1
404	я предложил	1	1
405	же что	3	1
406	себе что	2	1
407	жизни это	1	1
408	и он	1	1
409	и говорить	1	1
410	мог бы	2	1
411	на них	1	1
412	качестве одного	1	1
413	иное как	8	1
414	с его	5	1
415	только после	2	1
416	как таковая	2	1
417	то слово	1	1
418	то мы	3	1
419	но как	2	1
420	есть своя	2	1
421	явлений и	1	1
422	же вы	2	1
423	только тогда	5	1
424	есть по	2	1
425	и чужой	1	1
426	в общем	1	1
427	совершенно ясно	2	1
428	более как	1	1
429	так говорят	1	1
430	себе и	2	1
431	явлениями и	1	1
432	что так	1	1
433	нет и	2	1
434	сама по	5	1
435	так что	6	1
436	идет о	1	1
437	не видно	2	1
438	общего с	3	1
439	что именно	7	1
440	под этой	1	1
441	вот как	2	1
442	как к	1	1
443	на минуту	1	1
444	мы имели	3	1
445	далее мы	2	1
446	мы также	1	1
447	если есть	2	1
448	помнить что	1	1
449	кроме того	2	1
450	такое слово	1	1
451	и как	4	1
452	что по	2	1
453	а например	1	1
454	то в	5	1
455	от чего	2	1
456	в себя	5	1
457	не приходится	1	1
458	в которой	2	1
459	мы получаем	2	1
460	сказать о	1	1
461	и раз	1	1
462	за это	1	1
463	из этих	2	1
464	ни одна	2	1
465	в известном	1	1
466	бы только	4	1
467	в себе	8	1
468	но он	1	1
469	возможен только	1	1
470	но ведь	1	1
471	в наших	1	1
472	как принцип	1	1
473	так жить	1	1
474	может уже	1	1
475	частности и	1	1
476	дальше и	1	1
477	как оно	1	1
478	она становится	1	1
479	все те	1	1
480	что же?	1	1
481	мы можем	3	1
482	в первую	1	1
483	не значит	2	1
484	д это	1	1
485	из сферы	1	1
486	он должен	1	1
487	вообще не	1	1
488	быть без	2	1
489	это по-видимому	1	1
490	одной и	3	1
491	имеем далее	1	1
492	прежде чем	2	1
493	но дело	1	1
494	это однако	1	1
495	или иных	1	1
496	именно это	1	1
497	тому чтобы	1	1
498	этом последнем	1	1
499	это великая	1	1
500	то ни	4	1
501	не будет	2	1
502	того кто	1	1
503	который уже	1	1
504	прекрасный пример	1	1
505	известно что	3	1
506	само собою	1	1
507	не понимают	1	1
508	самого понятия	1	1
509	что природа	1	1
510	другим фактам	1	1
511	вообще во	1	1
512	пойти дальше	1	1
513	и уже	4	1
514	и вне	2	1
515	становится и	2	1
516	значит не	1	1
517	можно считать	1	1
518	этом в	1	1
519	потому и	1	1
520	такой же	1	1
521	и становится	1	1
522	но я	1	1
523	и иное	1	1
524	и при	2	1
525	что такая	1	1
526	ничего принципиально	1	1
527	можно найти	1	1
528	же это	5	1
529	на месте	1	1
530	которого является	1	1
531	бы к	1	1
532	указать что	1	1
533	место в	1	1
534	еще с	1	1
535	свой смысл	1	1
536	далее в	2	1
537	от себя	2	1
538	хорошо знаем	1	1
539	говорят ни	1	1
540	ли этот	1	1
541	и той	3	1
542	не раз	2	1
543	идея как	1	1
544	дает в	2	1
545	в одном	4	1
546	не понимает	2	1
547	которые в	1	1
548	быть может	1	1
549	кто его	1	1
550	и действия	1	1
551	только те	1	1
552	их в	1	1
553	вещей и	1	1
554	однако в	2	1
555	том же	1	1
556	что этот	2	1
557	интеллектуальный и	1	1
558	для нее	2	1
559	даже в	1	1
560	и вся	1	1
561	у вас	1	1
562	что есть	2	1
563	вещи не	1	1
564	это такое?	1	1
565	виду что	1	1
566	тогда когда	5	1
567	дело в	1	1
568	одна из	1	1
569	знать что	1	1
570	каждого данного	1	1
571	с и	1	1
572	и когда	2	1
573	самого по	1	1
574	его от	1	1
575	смысл то	1	1
576	поэтическое произведение	1	1
577	оно есть	4	1
578	во всем	2	1
579	говорить лишь	1	1
580	хочет быть	1	1
581	так то	4	1
582	почему? потому	1	1
583	фактов и	1	1
584	не знали	1	1
585	такие же	1	1
586	и именно	2	1
587	когда мы	1	1
588	лежит в	3	1
589	сомневаться не	1	1
590	как только	5	1
591	слова но	1	1
592	а что	2	1
593	не говорили	1	1
594	принципиально нового	1	1
595	же такое	1	1
596	не есть	40	1
597	ничего общего	4	1
598	слово которое	2	1
599	приходит к	1	1
600	у достоевского	2	1
601	это время	1	1
602	то она	1	1
603	с ее	10	1
604	всего этого	1	1
605	без всякого	2	1
606	в ее	2	1
607	только то	1	1
608	имеет никакого	2	1
609	идет речь	4	1
