N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	49
2	то есть	1	32
3	прежде всего	3	19
4	в его	11	18
5	и на	3	17
6	не только	11	17
7	и его	5	17
8	в этом	13	15
9	и не	18	15
10	в них	3	13
11	только в	4	13
12	но и	9	13
13	во время	1	12
14	как и	11	11
15	и т.п	1	11
16	как бы	5	11
17	в этой	5	10
18	вовсе не	2	10
19	в нем	3	9
20	для него	5	9
21	все это	3	9
22	в сущности	1	8
23	отношение к	2	8
24	то же	6	7
25	все же	2	7
26	все эти	1	7
27	как мы	2	7
28	один из	2	7
29	не может	4	7
30	жизни и	6	7
31	мы уже	3	6
32	именно в	2	6
33	во всех	1	6
34	так и	8	6
35	и с	6	6
36	времени и	1	6
37	рядом с	5	6
38	точки зрения	2	6
39	но он	1	6
40	в то	6	6
41	же время	4	6
42	в себя	1	6
43	то что	6	6
44	в творчестве	1	6
45	так как	1	6
46	сказать что	2	6
47	с точки	2	5
48	с его	5	5
49	из этих	2	5
50	но не	4	5
51	в своем	5	5
52	при этом	11	5
53	в своей	6	5
54	никогда не	5	5
55	роль в	2	5
56	уже в	1	5
57	в начале	1	5
58	может быть	8	5
59	и потому	1	5
60	и смерти	1	5
61	отношения к	1	4
62	и над	1	4
63	и к	2	4
64	но в	2	4
65	в себе	9	4
66	но все	1	4
67	лишь в	2	4
68	в жизни	8	4
69	в этих	3	4
70	и более	1	4
71	с ним	7	4
72	одна из	2	4
73	в области	1	4
74	характер и	2	4
75	с другой	3	4
76	этот момент	1	4
77	а в	6	4
78	тем что	6	4
79	до сих	2	4
80	не было	6	4
81	там где	1	4
82	и о	4	4
83	сих пор	2	4
84	том что	19	4
85	в духе	2	4
86	в своих	1	4
87	как на	2	4
88	также и	1	3
89	человека и	3	3
90	в самом	5	3
91	место в	2	3
92	жизни это	1	3
93	точка зрения	1	3
94	для которого	1	3
95	раз в	3	3
96	да и	5	3
97	но именно	2	3
98	свое время	1	3
99	можно было	3	3
100	а затем	1	3
101	и других	1	3
102	было бы	3	3
103	из них	2	3
104	несмотря на	3	3
105	в г	2	3
106	это ощущение	1	3
107	на земле	1	3
108	нельзя было	2	3
109	в одном	3	3
110	их в	1	3
111	даже в	1	3
112	и это	3	3
113	с ее	5	3
114	в ее	18	3
115	в xix	1	3
116	о том	12	3
117	в значительной	1	3
118	к нему	3	3
119	наконец в	1	3
120	же в	1	3
121	что он	8	3
122	с одной	3	3
123	этом отношении	1	3
124	превращается в	4	3
125	о чем	8	3
126	одной стороны	3	3
127	видит в	2	3
128	в течение	1	3
129	и все	7	3
130	в том	15	3
131	жизни в	7	3
132	другой стороны	1	3
133	одним из	1	2
134	тех же	1	2
135	перед лицом	1	2
136	по преимуществу	3	2
137	на материале	1	2
138	со смертью	1	2
139	на мир	1	2
140	в ней	3	2
141	еще не	3	2
142	он был	1	2
143	себе и	1	2
144	это и	1	2
145	за пределы	1	2
146	что они	4	2
147	же с	1	2
148	как к	1	2
149	это был	2	2
150	нового и	1	2
151	к числу	2	2
152	та же	2	2
153	в нашем	2	2
154	по словам	1	2
155	и еще	1	2
156	содержит в	1	2
157	подобно тому	4	2
158	значительной степени	1	2
159	в мире	7	2
160	зрения на	2	2
161	второй половины	1	2
162	в художественном	4	2
163	автора и	2	2
164	по поводу	3	2
165	не во	2	2
166	наших дней	1	2
167	жизнь и	1	2
168	на фоне	3	2
169	в условиях	1	2
170	на языке	1	2
171	что в	5	2
172	того как	2	2
173	того чтобы	4	2
174	ничего не	5	2
175	в самой	1	2
176	к ней	2	2
177	имели место	1	2
178	здесь не	2	2
179	в пределах	1	2
180	в дальнейшем	1	2
181	особенно в	1	2
182	еще в	1	2
183	и т.д	2	2
184	в другом	2	2
185	можно сказать	6	2
186	во все	1	2
187	нуждается в	2	2
188	всего что	1	2
189	уже во	1	2
190	в новой	1	2
191	одной из	3	2
192	проникнуть в	1	2
193	страх перед	2	2
194	именно на	2	2
195	со всеми	1	2
196	в качестве	4	2
197	характерно что	3	2
198	себе в	2	2
199	в конце	1	2
200	у него	5	2
201	была еще	1	2
202	и даже	1	2
203	нельзя сказать	1	2
204	до конца	1	2
205	человек в	3	2
206	вместе с	2	2
