N	2gram	Tiupa_Lite_2	slovoVRo
1	и в	19	41
2	в нем	3	30
3	и т	2	28
4	то есть	5	26
5	т п	2	23
6	в романе	1	21
7	могут быть	2	19
8	во всех	3	17
9	не только	8	16
10	и не	11	16
11	точки зрения	4	16
12	языка в	1	16
13	но и	10	16
14	а не	20	15
15	то же	12	14
16	и на	6	14
17	в то	9	14
18	и его	3	14
19	в пределах	1	14
20	может быть	17	14
21	и др	3	14
22	не может	9	14
23	слова и	7	13
24	в сущности	3	13
25	в его	4	13
26	в этом	9	12
27	до конца	2	12
28	же время	9	12
29	как бы	2	12
30	так и	7	11
31	себя в	6	9
32	все эти	1	9
33	таким образом	1	9
34	той или	1	9
35	или иной	1	9
36	как в	1	8
37	но в	2	8
38	с точки	3	8
39	как мы	1	8
40	в особенности	1	8
41	слова в	1	8
42	прежде всего	4	8
43	все же	2	7
44	жизни слова	1	7
45	в слове	1	7
46	в своей	1	7
47	не в	4	7
48	вовсе не	2	7
49	с ним	2	7
50	на фоне	5	7
51	того же	4	6
52	при этом	6	6
53	это не	1	6
54	в них	2	6
55	к своему	2	6
56	в отношении	1	6
57	и даже	8	6
58	а в	3	6
59	отношении к	1	6
60	и к	2	5
61	в самом	1	5
62	с другими	1	5
63	далеко не	1	5
64	в основе	2	5
65	со своим	1	5
66	с другой	8	5
67	своего предмета	1	5
68	еще более	1	5
69	ту же	2	4
70	одним из	3	4
71	по преимуществу	2	4
72	поэзии и	2	4
73	единым и	1	4
74	в ней	4	4
75	меньшей степени	1	4
76	еще не	2	4
77	за пределы	1	4
78	данный момент	1	4
79	и наконец	2	4
80	входя в	1	4
81	но именно	1	4
82	всех этих	1	4
83	в каждом	2	4
84	и с	3	4
85	как и	10	4
86	автора и	1	4
87	в их	3	4
88	и для	3	4
89	с ее	2	4
90	ничего не	3	4
91	один из	4	4
92	с одной	7	4
93	рядом с	1	4
94	одной стороны	6	4
95	и все	1	4
96	и потому	1	4
97	и от	1	4
98	в смысле	1	4
99	другой стороны	4	4
100	каждое слово	1	4
101	в первом	1	3
102	данном случае	3	3
103	в своем	1	3
104	в себе	6	3
105	в поэзии	3	3
106	и сам	2	3
107	его в	1	3
108	было бы	2	3
109	он не	5	3
110	от языка	1	3
111	и прямо	1	3
112	от его	1	3
113	в романном	1	3
114	не могло	1	3
115	никогда не	3	3
116	произведения как	1	3
117	взаимодействия с	1	3
118	не могут	1	3
119	в других	1	3
120	к тому	1	3
121	о том	2	3
122	те или	1	3
123	переходит в	1	3
124	все время	1	3
125	в него	2	3
126	того что	5	3
127	в том	10	3
128	в качестве	5	3
129	и других	4	3
130	из них	2	3
131	для него	4	3
132	так как	3	3
133	друг друга	2	3
134	у него	2	3
135	именно в	1	3
136	в свою	1	3
137	по всей	1	3
138	не было	2	3
139	более того	1	3
140	в истории	2	3
141	в данном	3	3
142	по существу	3	3
143	с этой	2	3
144	в основном	1	3
145	при всем	2	3
146	в результате	2	3
147	хотя бы	2	3
148	одной из	2	3
149	из этого	1	3
150	в свое	2	3
151	своего и	1	2
152	на самом	1	2
153	то в	2	2
154	той же	2	2
155	мы не	4	2
156	же как	2	2
157	из своих	2	2
158	и чужого	1	2
159	мы и	1	2
160	слово не	2	2
161	свою очередь	1	2
162	дает им	1	2
163	и то	3	2
164	в сочетании	1	2
165	столь же	5	2
166	в ее	2	2
167	но не	5	2
168	без другого	2	2
169	как к	3	2
170	от этого	1	2
171	в целом	2	2
172	у каждого	1	2
173	в известном	1	2
174	и те	1	2
175	ответственность за	1	2
176	перестает быть	3	2
177	и по	1	2
178	на этом	2	2
179	всех своих	3	2
180	одно и	2	2
181	и иных	2	2
182	и единственным	1	2
183	вся художественная	1	2
184	был бы	2	2
185	том что	7	2
186	в этих	1	2
187	до последнего	1	2
188	но он	1	2
189	не его	1	2
190	войти в	1	2
191	даже в	4	2
192	тому что	1	2
193	явление в	1	2
194	такая же	1	2
195	для нас	2	2
196	в сознании	1	2
197	и чужих	1	2
198	у нас	5	2
199	на протяжении	1	2
200	и о	1	2
201	но по	1	2
202	так в	5	2
203	на том	1	2
204	можно было	1	2
205	не с	3	2
206	в построении	1	2
207	в другом	3	2
208	за пределами	1	2
209	одного из	1	2
210	можно сказать	1	2
211	а также	2	2
212	наконец в	2	2
213	и одновременно	2	2
214	здесь не	1	2
215	так что	4	2
216	связи с	1	2
217	уже не	2	2
218	только на	1	2
219	от других	1	2
220	остаются в	1	2
221	в одном	2	2
222	для того	2	2
223	а с	1	2
224	поэта в	1	2
225	в частности	4	2
226	эти слова	1	2
227	так же	1	2
228	такого рода	9	2
229	речь в	2	2
230	в контексте	1	2
231	этом случае	2	2
232	не предполагает	1	2
233	как раз	2	2
234	слова так	1	2
235	не является	2	2
236	одна из	5	2
237	за словами	1	2
238	и другим	1	2
239	потому что	2	2
240	ни было	2	2
241	обстоит дело	1	2
242	и эта	1	2
243	к этому	1	2
244	себя как	2	1
245	с жизнью	1	1
246	которого в	1	1
247	сын и	1	1
248	поэтической речи	1	1
249	от самого	1	1
250	и до	2	1
251	а напротив	1	1
252	своим языком	1	1
253	его не	1	1
254	из всех	1	1
255	мы имеем	1	1
256	что уже	1	1
257	именно к	1	1
258	место в	1	1
259	в кругозоре	3	1
260	но даже	1	1
261	над самим	1	1
262	начала в	1	1
263	и он	3	1
264	предстает как	1	1
265	он был	1	1
266	бы то	1	1
267	его так	1	1
268	но как	2	1
269	в противовес	3	1
270	со всеми	1	1
271	свою жизнь	1	1
272	не все	1	1
273	в новом	1	1
274	строит свое	1	1
275	автора но	1	1
276	как реплика	1	1
277	отличие от	1	1
278	и место	1	1
279	которые не	1	1
280	соответствующего жанра	1	1
281	по которому	1	1
282	стороны и	1	1
283	и где	1	1
284	сознания в	3	1
285	что по	1	1
286	разногласия и	1	1
287	в действительности	1	1
288	и свою	1	1
289	в этот	1	1
290	они воспринимаются	1	1
291	где все	1	1
292	никто его	1	1
293	в себя	3	1
294	словом не	1	1
295	себе как	1	1
296	в этой	3	1
297	в литературный	1	1
298	мы чувствуем	1	1
299	на то	1	1
300	с чем	1	1
301	в переводе	1	1
302	отказа от	2	1
303	он должен	1	1
304	язык жив	1	1
305	не к	2	1
306	слова которое	1	1
307	оно должно	1	1
308	и было	1	1
309	или иных	1	1
310	не бывает	2	1
311	ни был	1	1
312	человека в	4	1
313	то ни	1	1
314	а затем	2	1
315	высказывание в	1	1
316	значимости в	1	1
317	есть не	1	1
318	этой силы	1	1
319	о художественной	1	1
320	которая в	1	1
321	в жизни	2	1
322	но уже	2	1
323	сознании людей	1	1
324	и определяет	1	1
325	мы видели	1	1
326	как целого	1	1
327	и некоторые	1	1
328	приближаются к	1	1
329	освобождает от	1	1
330	поэтического сознания	1	1
331	от своего	1	1
332	поэтического творчества	1	1
333	сознания на	2	1
334	и без	2	1
335	над языком	1	1
336	не столько	3	1
337	свое высказывание	1	1
338	в отличие	1	1
339	одном из	2	1
340	сам же	1	1
341	обращение к	1	1
342	тем не	2	1
343	по крайней	2	1
344	но было	1	1
345	слова к	1	1
346	однако в	6	1
347	отличии от	1	1
348	например и	1	1
349	и вся	1	1
350	то с	2	1
351	не менее	6	1
352	явления как	1	1
353	свое время	2	1
354	мышления и	1	1
355	характерный пример	1	1
356	но только	2	1
357	того чтобы	1	1
358	только не	1	1
359	только и	1	1
360	по своей	1	1
361	на себе	1	1
362	во всем	1	1
363	поэт говорит	2	1
364	же он	1	1
365	так называемый	1	1
366	этом отношении	3	1
367	за ними	1	1
368	без исключения	1	1
369	в творческом	1	1
370	к той	1	1
371	от общего	1	1
372	не от	1	1
373	среди них	1	1
374	все то	1	1
375	язык где	1	1
376	всего в	1	1
377	поэт не	2	1
378	время он	1	1
379	и своя	1	1
380	в виду	2	1
381	некоторые другие	1	1
382	культуры и	1	1
383	приводит к	1	1
384	на свой	1	1
385	различие между	1	1
386	что может	1	1
387	смысл которой	1	1
388	каждого из	1	1
389	того и	1	1
390	жизнь и	1	1
391	является в	1	1
392	для этого	2	1
393	со стороны	3	1
394	как субъективное	1	1
395	находится в	1	1
396	движения и	1	1
397	сводится к	1	1
398	и что	2	1
399	притом в	1	1
400	как у	1	1
401	в эстетической	1	1
402	однако с	1	1
403	творчества в	1	1
404	во втором	1	1
405	что и	2	1
406	этом как	1	1
407	и только	2	1
408	крайней мере	2	1
409	в художественной	3	1
410	в литературе	1	1
411	своих и	1	1
412	отражения в	1	1
413	тот же	2	1
414	дело с	1	1
415	исключают друг	1	1
416	велика что	1	1
417	в эти	1	1
418	есть в	1	1
419	с живыми	1	1
420	в начале	3	1
421	слова не	1	1
422	ни с	1	1
423	него нет	1	1
424	данный исторический	1	1
425	в прозе	1	1
426	в первый	2	1
427	его речь	1	1
428	дело и	1	1
429	каждый из	4	1
