N	4gram	Berdyaev_V_1	Mirosoze
1	познания добра и зла	2	2
2	необычайного гадательного и неопределенного	2	1
3	счастье слабосильных существ какими	1	1
4	все что было не	1	1
5	дар свободы с которым	1	1
6	разрешим им и грех	1	1
7	образ и подобие божье	1	1
8	пустыне? обрати их в	1	1
9	сии камни в этой	1	1
10	побежит человечество как стадо	1	1
11	сделали так для того	1	1
12	с невинными плясками о	1	1
13	от труда часы мы	1	1
14	общества невыносимее свободы а	1	1
15	какими они и созданы	1	1
16	было для человека и	1	1
17	заботы мучительнее как найти	1	1
18	в свободные от труда	1	1
19	и своим что наконец-то	1	1
20	благодарное и послушное хотя	1	1
21	земного и отверг во	1	1
22	найти того кому бы	1	1
23	раскаленной пустыне? обрати их	1	1
24	бы передать поскорее тот	1	1
25	за тобой побежит человечество	1	1
26	песнями хором с невинными	1	1
27	было не по силам	1	1
28	хотя и вечно трепещущее	1	1
29	но в свободные от	1	1
30	поскорее тот дар свободы	1	1
31	мучительнее как найти того	1	1
32	отверг единственное абсолютное знамя	1	1
33	они слабы и бессильны	1	1
34	с детскими песнями хором	1	1
35	нет у человека заботы	1	1
36	говорю тебе что нет	1	1
37	в том что он	2	1
38	человека заботы мучительнее как	1	1
39	детскими песнями хором с	1	1
40	грех они слабы и	1	1
41	и грех они слабы	1	1
42	для него не существует	1	1
43	ты отверг единственное абсолютное	1	1
44	которым это несчастное существо	1	1
45	а видишь ли сии	1	1
46	легенда о великом инквизиторе	2	1
47	кому бы передать поскорее	1	1
48	и отверг во имя	1	1
49	и за тобой побежит	1	1
50	не было для человека	1	1
51	детскую игру с детскими	1	1
52	своей свободы и своего	1	1
53	знамя которое предлагалось тебе	1	1
54	нагой и раскаленной пустыне?	1	1
55	их работать но в	1	1
56	во имя счастья людей	1	1
57	невыносимее свободы а видишь	1	1
58	труда часы мы устроим	1	1
59	камни в этой нагой	1	1
60	тот дар свободы с	1	1
61	плясками о мы разрешим	1	1
62	как стадо благодарное и	1	1
63	стадо благодарное и послушное	1	1
64	абсолютное знамя которое предлагалось	1	1
65	свободы а видишь ли	1	1
66	мы заставим их работать	1	1
67	чтобы сделать людей счастливыми	1	1
68	тысяч великих и сильных	2	1
69	этой нагой и раскаленной	1	1
70	свободы и хлеба небесного	1	1
71	свободы с которым это	1	1
72	которое предлагалось тебе чтобы	1	1
73	что было не по	1	1
74	в заслугу себе и	1	1
75	с которым это несчастное	1	1
76	отверг во имя свободы	1	1
77	во имя свободы и	1	1
78	мы разрешим им и	1	1
79	предлагалось тебе чтобы заставить	1	1
80	жизнь как детскую игру	1	1
81	как найти того кому	1	1
82	в этой нагой и	1	1
83	это несчастное существо рождается	1	1
84	невинными плясками о мы	1	1
85	им и грех они	1	1
86	тобой побежит человечество как	1	1
87	единственное абсолютное знамя которое	1	1
88	того кому бы передать	1	1
89	существ какими они и	1	1
90	и никогда не было	1	1
91	работать но в свободные	1	1
92	передать поскорее тот дар	1	1
93	хором с невинными плясками	1	1
94	знамя хлеба земного и	1	1
95	о мы разрешим им	1	1
96	своим что наконец-то они	1	1
97	человеческого общества невыносимее свободы	1	1
98	и сделали так для	1	1
99	игру с детскими песнями	1	1
100	потому поступил как бы	1	1
101	как детскую игру с	1	1
102	хлеба земного и отверг	1	1
103	что нет у человека	1	1
104	ли сии камни в	1	1
105	тебе что нет у	1	1
106	тебе чтобы заставить всех	1	1
107	имя свободы и хлеба	1	1
108	у человека заботы мучительнее	1	1
109	свободные от труда часы	1	1
110	а потому поступил как	1	1
111	себе и своим что	1	1
112	и раскаленной пустыне? обрати	1	1
113	чтобы заставить всех преклониться	1	1
114	и послушное хотя и	1	1
115	как песок морской слабых	2	1
116	послушное хотя и вечно	1	1
117	человечество как стадо благодарное	1	1
118	заслугу себе и своим	1	1
119	видишь ли сии камни	1	1
120	никогда не было для	1	1
121	ничего и никогда не	1	1
122	слабосильных существ какими они	1	1
123	заставим их работать но	1	1
