N	3gram	Propp_Isto_3	Myslijsy
1	по отношению к	2	8
2	в том что	5	7
3	в этом случае	5	5
4	не может быть	1	5
5	о том что	2	5
6	до сих пор	5	4
7	с тем что	1	4
8	и то что	2	4
9	можно сказать что	1	4
10	на то что	1	4
11	тем не менее	5	4
12	на самом деле	1	3
13	с точки зрения	1	3
14	вместе с тем	1	3
15	во всяком случае	2	3
16	и т д	15	3
17	не только не	2	3
18	потому что как	1	2
19	что иное как	3	2
20	подобно тому как	1	2
21	в таком случае	1	2
22	сами по себе	1	2
23	в этих случаях	7	2
24	в том смысле	1	2
25	на этот вопрос	1	2
26	но тем не	2	2
27	в данном случае	3	2
28	мы имеем дело	1	2
29	так или иначе	1	2
30	и в том	1	2
31	таким образом мы	2	2
32	после того как	1	2
33	равно как и	1	2
34	что и в	2	2
35	в большинстве случаев	1	2
36	не что иное	3	2
37	мы это увидим	1	1
38	хотя и не	1	1
39	и той же	1	1
40	в таких например	1	1
41	в том числе	1	1
42	в силу того	1	1
43	также имеет свою	1	1
44	а именно на	1	1
45	но и не	1	1
46	так как мы	1	1
47	но и в	1	1
48	есть своего рода	1	1
49	что в нем	1	1
50	и к нему	1	1
51	предположить что это	1	1
52	встречаются и в	1	1
53	точно так же	2	1
54	и здесь мы	2	1
55	большую роль в	1	1
56	точки зрения нашего	1	1
57	что такие явления	1	1
58	этот вопрос можно	1	1
59	случае мы имеем	1	1
60	может быть и	1	1
61	в самых разнообразных	1	1
62	такая форма в	1	1
63	выше мы видели	3	1
64	ничего общего с	1	1
65	здесь мы имеем	3	1
66	этом случае мы	1	1
67	с одной стороны	2	1
68	и тому подобных	1	1
69	еще не имеет	1	1
70	смысле этого слова	1	1
71	в связи с	3	1
72	мы можем предположить	4	1
73	имеем дело с	1	1
74	до того что	1	1
75	если это так	1	1
76	в свою очередь	1	1
77	что никто не	1	1
78	один из моментов	1	1
79	так как нет	1	1
80	с другой стороны	7	1
81	но если бы	1	1
82	образом мы видим	1	1
83	сих пор не	1	1
84	силу того что	1	1
85	есть не что	1	1
86	можем предположить что	4	1
87	заключается в том	1	1
88	в то время	2	1
89	непосредственной связи с	1	1
90	и вместе с	1	1
91	в одном из	2	1
92	с самого начала	1	1
93	в связь с	1	1
94	это не что	1	1
95	есть очень сложное	1	1
96	не будет иметь	1	1
97	друг от друга	1	1
98	заметить что в	1	1
99	в его руках	1	1
100	одной и той	1	1
101	у нас в	1	1
102	на всю жизнь	1	1
103	и все что	1	1
104	и было бы	1	1
105	как и в	2	1
106	мы видели что	3	1
