N	2gram	Bakhtin_Fr_3	Psycholo
1	то что	5	32
2	и в	40	31
3	в том	8	30
4	и т	1	26
5	то есть	18	26
6	что в	12	23
7	может быть	9	22
8	таким образом	10	20
9	при этом	3	19
10	так как	4	18
11	художественного произведения	1	17
12	не может	3	17
13	как и	11	16
14	том что	4	16
15	и не	13	16
16	точки зрения	2	15
17	только в	3	14
18	не только	13	13
19	что и	3	13
20	а не	5	13
21	мы не	2	12
22	так же	1	12
23	в этом	15	12
24	с таким	1	11
25	в самом	6	11
26	не в	1	11
27	в области	4	11
28	в сущности	9	10
29	того что	1	10
30	потому что	2	10
31	самом деле	3	9
32	по себе	1	9
33	ни в	4	9
34	как в	3	9
35	и что	1	8
36	всякий раз	1	8
37	никогда не	1	8
38	вместе с	3	8
39	все это	4	8
40	во всяком	1	8
41	том чтобы	1	7
42	заключается в	1	7
43	сказать что	3	7
44	того чтобы	4	7
45	и его	17	7
46	о том	4	7
47	тому как	1	7
48	что он	2	7
49	что это	1	6
50	отнюдь не	1	6
51	из этих	2	6
52	для того	3	6
53	было бы	4	6
54	если бы	3	6
55	в его	13	6
56	всяком случае	1	6
57	вовсе не	12	6
58	и даже	4	6
59	до конца	6	6
60	а в	3	6
61	и есть	3	5
62	то же	7	5
63	в ее	3	5
64	с одной	1	5
65	в целом	2	5
66	подобно тому	1	5
67	показывает что	1	5
68	несмотря на	1	5
69	в то	6	5
70	как будто	1	5
71	с другой	2	5
72	мы видим	5	5
73	так что	1	5
74	само по	1	5
75	это есть	2	5
76	как бы	3	5
77	все же	2	5
78	и для	5	5
79	и все	9	5
80	говорит что	1	5
81	другой стороны	1	5
82	в котором	2	4
83	мы имеем	1	4
84	в которой	2	4
85	в виду	7	4
86	у него	8	4
87	со всеми	5	4
88	отличие от	3	4
89	в себе	3	4
90	и если	2	4
91	одной и	2	4
92	в совершенно	1	4
93	тому что	1	4
94	одна из	3	4
95	у нас	4	4
96	очень часто	2	4
97	те же	5	4
98	никак не	3	4
99	прежде всего	16	4
100	между тем	3	4
101	все время	1	4
102	один из	4	4
103	мы увидим	2	4
104	для всех	1	4
105	и у	2	4
106	там где	3	4
107	и так	2	4
108	как это	1	4
109	этого слова	2	4
110	и о	4	4
111	в результате	1	4
112	в этих	6	4
113	и другие	2	4
114	в своих	5	4
115	к этому	6	4
116	смысле слова	4	3
117	например в	2	3
118	это и	2	3
119	тем же	2	3
120	почти всегда	1	3
121	собственном смысле	1	3
122	с в	2	3
123	той же	8	3
124	социальной и	1	3
125	из которых	1	3
126	но не	2	3
127	с этим	2	3
128	в художественном	1	3
129	в своем	7	3
130	и к	3	3
131	себе не	1	3
132	но в	8	3
133	в произведении	1	3
134	уже в	2	3
135	в этой	3	3
136	им в	1	3
137	и вот	2	3
138	и по	1	3
139	с тем	1	3
140	мы знаем	2	3
141	в своей	6	3
142	представление о	2	3
143	в отличие	3	3
144	и той	2	3
145	что эта	1	3
146	только не	1	3
147	во всем	3	3
148	что на	1	3
149	все то	2	3
150	не могут	1	3
151	что оно	1	3
152	и это	2	3
153	но только	1	3
154	в собственном	1	3
155	роль в	4	3
156	так и	3	3
157	каждого из	1	3
158	он не	9	3
159	ее от	1	3
160	нуждается в	3	3
161	с здесь	1	3
162	в частности	3	3
163	дело с	1	3
164	который в	2	3
165	нашего исследования	1	3
166	только на	4	3
167	и других	6	3
168	слова в	2	3
169	в конце	3	3
170	и только	1	3
171	точек зрения	1	3
172	до сих	4	3
173	не было	5	3
174	под влиянием	1	3
175	в одной	1	3
176	из его	1	3
177	где начинается	1	3
178	в состоянии	2	3
179	сих пор	4	3
180	но это	3	3
181	должны быть	2	3
182	потому не	1	3
183	жизни и	4	3
184	все что	2	3
185	как на	1	3
186	в таком	1	3
187	что образ	1	2
188	того же	2	2
189	на самом	3	2
190	оно было	1	2
191	из всех	4	2
192	есть не	1	2
193	она в	1	2
194	как мы	10	2
195	на эти	1	2
196	почти все	1	2
197	есть нечто	1	2
198	целом не	1	2
199	но даже	1	2
200	быть в	2	2
201	только то	1	2
202	на основе	2	2
203	но как	2	2
204	и всякий	1	2
205	отношение к	8	2
206	что они	1	2
207	когда он	1	2
208	в себя	1	2
209	бы и	1	2
210	представляет собой	1	2
211	в известном	1	2
212	и тот	1	2
213	как он	2	2
214	в нем	5	2
215	главным образом	1	2
216	или иных	1	2
217	как они	1	2
218	произведения с	1	2
219	и с	8	2
220	его в	1	2
221	на почве	1	2
222	форму и	2	2
223	и тем	1	2
224	произведение как	1	2
225	в них	9	2
226	далеко не	2	2
227	же где	1	2
228	и очень	2	2
229	не всегда	1	2
230	такой же	1	2
231	именно и	1	2
232	с точки	1	2
233	мысли и	1	2
234	одном из	2	2
235	их в	3	2
236	том же	2	2
237	даже в	4	2
238	не менее	2	2
239	тем самым	1	2
240	с теми	1	2
241	в основе	5	2
242	мы все	1	2
243	ничего не	1	2
244	видим что	1	2
245	тех или	1	2
246	уже и	1	2
247	этом отношении	2	2
248	в основу	1	2
249	сходство с	1	2
250	отказаться от	1	2
251	в применении	1	2
252	образы и	1	2
253	связи со	1	2
254	с ним	1	2
255	в настоящее	1	2
256	все дело	1	2
257	и здесь	4	2
258	настоящее время	1	2
259	там же	1	2
260	но и	11	2
261	нас в	2	2
262	и во	4	2
263	это имеет	1	2
264	отметить что	1	2
265	в другой	1	2
266	наконец в	1	2
267	и следовательно	3	2
268	как она	1	2
269	в него	1	2
270	и другую	1	2
271	к нему	2	2
272	что здесь	1	2
273	что только	1	2
274	видели что	1	2
275	и потому	4	2
276	в качестве	1	2
277	вот что	1	2
278	из них	4	2
279	одно из	3	2
280	и их	1	2
281	в одном	7	2
282	но что	1	2
283	как раз	5	2
284	и вместе	1	2
285	что для	2	2
286	говорит о	1	2
287	о чем	2	2
288	в связи	5	2
289	научного изучения	3	2
290	мы видели	3	2
291	согласии с	1	2
292	настоящей работы	1	2
293	к жизни	2	2
294	смысле этого	1	2
295	применении к	1	2
296	вкусы и	1	2
297	образ и	2	2
298	из отдельных	1	2
299	отличается от	1	2
300	людей xvii	1	2
301	в книге	2	2
302	и состоит	1	2
303	и от	3	2
304	ее и	1	2
305	нам придется	1	2
306	к этой	3	2
307	и как	3	2
308	будто бы	1	2
309	в стихотворную	1	2
310	этого материала	1	2
311	в живописи	1	2
312	мы считаем	1	2
313	что даже	1	2
314	из этого	2	2
315	в трех	1	2
316	имеет в	2	2
317	это в	2	2
318	гораздо более	1	2
319	всегда в	1	1
320	говоря о	1	1
321	полнотой и	1	1
322	он также	2	1
323	совершенно справедливо	1	1
324	книг во	1	1
325	к нашему	1	1
326	связана с	2	1
327	его школы	1	1
328	утверждение что	1	1
329	не смеяться	1	1
330	уже к	2	1
331	области литературы	1	1
332	которое мы	1	1
333	в первом	1	1
334	по преимуществу	2	1
335	в нашу	1	1
336	ведь и	1	1
337	все те	1	1
338	и этот	2	1
339	в несколько	1	1
340	на тех	1	1
341	при анализе	2	1
342	не была	1	1
343	который был	1	1
344	что иное	1	1
345	принадлежит к	1	1
346	свою особую	1	1
347	на тему	2	1
348	и ее	2	1
349	мы ее	1	1
350	и был	2	1
351	установления истины	1	1
352	в ней	4	1
353	свою очередь	1	1
354	роман как	1	1
355	чтобы проверить	1	1
356	на другом	1	1
357	литературы и	1	1
358	сложный и	1	1
359	меньше чем	1	1
360	еще не	3	1
361	и на	8	1
362	всегда можно	1	1
363	повсюду в	1	1
364	это действительно	1	1
365	в последних	2	1
366	бы то	1	1
367	с его	3	1
368	во всех	6	1
369	же самые	1	1
370	внутренней формой	1	1
371	тем как	1	1
372	а следовательно	1	1
373	очень важным	1	1
374	то он	1	1
375	о смерти	1	1
376	иметь дело	1	1
377	нет и	1	1
378	не плакать	1	1
379	полнее и	1	1
380	относится к	1	1
381	если на	1	1
382	за этим	4	1
383	та особая	1	1
384	далее мы	1	1
385	перед нами	1	1
386	виду и	1	1
387	и наконец	3	1
388	и каждое	1	1
389	не являются	1	1
390	его к	2	1
391	в трудах	1	1
392	вносит в	1	1
393	конечно не	2	1
394	от самого	1	1
395	из самых	2	1
396	истины и	3	1
397	автор считает	1	1
398	в тех	1	1
399	выражение в	2	1
400	это тот	1	1
