N	4gram	Vygotskiy__5	Istorich
1	совершенно так же как	1	6
2	так же как и	1	4
3	не что иное как	1	3
4	но мы знаем что	1	2
5	в тех случаях когда	1	2
6	подобно тому как в	3	1
7	чтобы ответить на этот	1	1
8	одно и то же	1	1
9	на этот вопрос так	1	1
10	то же самое что	2	1
11	является то что они	1	1
12	ответить на этот вопрос	1	1
13	мы до сих пор	1	1
14	одни и те же	1	1
15	в то время как	4	1
16	это происходит потому что	1	1
17	есть одно и то	1	1
18	но вместе с тем	1	1
19	в этом случае мы	1	1
20	есть не что иное	1	1
