N	2gram	Vygotskiy__3	OGranits
1	и в	25	13
2	и его	2	12
3	прежде всего	4	9
4	может быть	13	8
5	не может	6	8
6	и не	10	8
7	в его	15	7
8	и их	3	7
9	точки зрения	6	7
10	только в	10	6
11	как бы	10	6
12	не только	6	6
13	то что	15	6
14	мы должны	6	6
15	таким образом	17	6
16	и т.д	5	5
17	все же	6	5
18	но ведь	1	5
19	с точки	1	5
20	в процессе	27	5
21	хотя бы	1	5
22	и эта	2	5
23	мы не	9	4
24	но мы	1	4
25	слов и	5	4
26	но в	1	4
27	мы можем	7	4
28	то же	2	4
29	в своей	2	4
30	было бы	10	4
31	все это	6	4
32	только и	1	4
33	не является	8	4
34	и то	2	3
35	в ее	1	3
36	в пределах	1	3
37	так и	5	3
38	при анализе	1	3
39	понятно что	1	3
40	по отношению	3	3
41	за пределы	1	3
42	тела и	1	3
43	общего с	1	3
44	с этим	4	3
45	в которой	1	3
46	ни один	4	3
47	в себе	2	3
48	к единству	1	3
49	к одному	5	3
50	не как	3	3
51	в одном	2	3
52	так как	12	3
53	здесь мы	2	3
54	но и	4	3
55	как и	15	3
56	со всей	2	3
57	что же	1	3
58	не в	6	3
59	да и	1	3
60	но для	1	3
61	и для	2	3
62	никогда не	4	3
63	и все	4	3
64	превращается в	1	3
65	отношению к	2	3
66	не столько	4	3
67	что в	17	3
68	ничего общего	3	3
69	смысле слова	2	2
70	для себя	1	2
71	данном случае	1	2
72	зависимости от	6	2
73	и может	2	2
74	роль в	1	2
75	на две	1	2
76	и этот	1	2
77	конечно в	2	2
78	мы уже	5	2
79	есть не	1	2
80	мог бы	4	2
81	подойти к	1	2
82	человеческой речи	1	2
83	представлений и	1	2
84	если бы	5	2
85	что иное	1	2
86	иное как	1	2
87	не что	1	2
88	не сумеем	1	2
89	с самого	6	2
90	для исследования	1	2
91	в ней	1	2
92	речи не	2	2
93	а также	2	2
94	в чем	2	2
95	между тем	3	2
96	нуждается в	1	2
97	во всей	1	2
98	каждый элемент	1	2
99	что они	10	2
100	вслед за	3	2
101	как в	9	2
102	в которую	1	2
103	в данном	1	2
104	в этом	14	2
105	в том	23	2
106	мы видим	3	2
107	тот же	2	2
108	с ними	3	2
109	в действительности	1	2
110	или иного	2	2
111	от этого	6	2
112	в этот	1	2
113	которое мы	1	2
114	в целом	13	2
115	и тем	1	2
116	все эти	7	2
117	с одной	5	2
118	думать что	1	2
119	уже в	7	2
120	в нем	2	2
121	связанные с	2	2
122	при этом	5	2
123	для него	5	2
124	в другом	1	2
125	отношений между	1	2
126	вовсе не	1	2
127	в зависимости	5	2
128	общения и	1	2
129	тем что	8	2
130	в них	2	2
131	этой проблемы	2	2
132	в области	7	2
133	с другой	6	2
134	а как	2	2
135	в самом	3	2
136	входит в	5	2
137	того или	2	2
138	может стать	1	2
139	одной стороны	5	2
140	он только	1	2
141	не на	1	2
142	а не	1	2
143	круга представлений	1	2
144	другой стороны	3	2
145	там где	4	2
146	не мог	4	2
147	несмотря на	1	2
148	в связи	6	2
149	том что	20	2
150	с помощью	42	2
151	и при	1	2
152	так же	17	2
153	в отношении	6	2
154	который мы	2	2
155	в течение	2	2
156	его вне	1	2
157	в тех	2	2
158	которой является	1	2
159	с этой	3	2
160	слова и	6	2
161	не менее	6	2
162	что эта	1	2
163	самого начала	6	2
164	не имеет	1	2
165	особенностей в	1	2
166	пути к	3	2
167	от всех	2	2
168	бы в	2	2
169	и является	1	2
170	во всем	3	2
171	а в	4	2
172	еще в	2	2
173	и к	5	2
174	в словесном	1	2
175	имеет место	3	2
176	элемента в	1	2
177	могут быть	5	2
178	в своих	2	2
179	каждое слово	1	2
180	к тому	4	2
181	и это	4	1
182	эти функции	1	1
183	предметов а	1	1
184	одним из	5	1
185	также и	1	1
186	же как	6	1
187	своего развития	3	1
188	совершенно справедливо	1	1
189	человека и	5	1
190	некоторые исследователи	1	1
191	функции в	2	1
192	и через	1	1
193	решить задачу	2	1
194	в виду	1	1
195	того же	6	1
196	как известно	3	1
197	на основе	22	1
198	только потому	2	1
199	речи во	1	1
200	словами и	1	1
201	в собственном	6	1
202	но тем	2	1
203	последнее время	3	1
204	они связываются	1	1
205	стр и	1	1
206	в себя	3	1
207	ту же	1	1
208	включает в	2	1
209	и до	1	1
210	или иная	3	1
211	с установлением	1	1
212	речи которая	1	1
213	собственном смысле	6	1
214	на том	3	1
215	едва ли	2	1
216	мышления но	1	1
217	можно было	6	1
218	особенно в	1	1
219	возникающее в	1	1
220	здесь нет	1	1
221	возразить что	1	1
222	или на	1	1
223	мы имеем	4	1
224	взрослых и	5	1
225	когда в	3	1
226	является наиболее	1	1
227	мы в	2	1
228	вопрос о	1	1
229	на место	1	1
230	никоим образом	1	1
231	самых первых	1	1
232	быть может	1	1
233	для этого	2	1
234	является необходимым	1	1
235	по себе	7	1
236	по мере	1	1
237	исследования в	1	1
238	выходит за	1	1
239	исходного пункта	1	1
240	связанное с	2	1
241	на себя	2	1
242	с ее	5	1
243	и который	1	1
244	сводится к	1	1
245	из того	2	1
246	ему в	1	1
247	может принять	1	1
248	другом месте	1	1
249	затем если	1	1
250	в мире	2	1
251	и он	1	1
252	аналогия между	1	1
253	слово не	1	1
254	внимание на	2	1
255	другими словами	1	1
256	нем с	1	1
257	и что	10	1
258	еще не	4	1
259	связи со	2	1
260	нам представляется	1	1
261	столь же	7	1
262	ибо здесь	1	1
263	тем как	1	1
264	в конечном	1	1
265	развития не	1	1
266	то мы	1	1
267	один элемент	1	1
268	совсем не	1	1
269	но не	6	1
270	переходит в	1	1
271	мысль что	1	1
272	эта особенность	1	1
273	отношение к	1	1
274	слову в	1	1
275	отметить что	1	1
276	в другой	1	1
277	и речи	20	1
278	средств и	1	1
279	на то	4	1
280	но столь	1	1
281	является представителем	1	1
282	рождается понятие	1	1
283	течение всего	1	1
284	эта связь	1	1
285	мышление и	5	1
286	в своем	4	1
287	этот метод	2	1
288	по своей	7	1
289	один из	6	1
290	является важнейшим	1	1
291	и как	5	1
292	метод в	2	1
293	и превращается	1	1
294	этого материала	1	1
295	его к	3	1
296	этот вопрос	3	1
297	что он	6	1
298	более или	1	1
299	роль играет	1	1
300	которого определяют	1	1
301	или иную	1	1
302	что слово	4	1
303	может привести	1	1
304	который в	3	1
305	в значительной	1	1
306	не приходится	1	1
307	можно уже	1	1
308	по которым	1	1
309	со всеми	6	1
310	выражение в	1	1
311	ни одна	1	1
312	подробно на	1	1
313	в этой	5	1
314	в последнее	3	1
315	для всех	1	1
316	что к	1	1
317	с их	2	1
318	остановиться на	3	1
319	в дальнейшем	1	1
320	не имеющие	2	1
321	не можем	3	1
322	и у	6	1
323	положение что	1	1
324	вследствие этого	1	1
325	в нашей	2	1
326	общения с	3	1
327	этот момент	2	1
328	исходящую из	1	1
329	является не	2	1
330	что она	5	1
331	речь в	2	1
332	эту тенденцию	2	1
333	этого процесса	9	1
334	или даже	1	1
335	и других	2	1
336	на эту	1	1
337	постановка вопроса	1	1
338	ту или	1	1
339	одно из	1	1
340	состоит в	3	1
341	в виде	3	1
342	содержания и	1	1
343	внутренней речи	19	1
344	как их	2	1
345	проблемы не	1	1
346	в конце	1	1
347	и язык	1	1
348	но что	1	1
349	данное слово	1	1
350	которое является	1	1
351	каждый из	2	1
352	еще одну	1	1
353	подобно тому	1	1
354	отличие от	6	1
355	на этом	3	1
356	лишь с	1	1
357	встречаются в	1	1
358	образом не	2	1
359	и вместе	2	1
360	для того	7	1
361	этим самым	1	1
362	исследовать его	1	1
363	же не	1	1
364	и характер	2	1
365	в совершенно	2	1
366	в чисто	2	1
367	к другому	2	1
368	может возникнуть	2	1
369	бы быть	2	1
370	к разрешению	3	1
371	детский язык	1	1
372	последнем счете	1	1
373	и здесь	2	1
374	его в	3	1
375	с известным	1	1
376	тем мы	1	1
377	от одного	2	1
378	если только	1	1
379	которая как	1	1
380	к которому	3	1
381	возникающей и	1	1
382	представляет собою	1	1
383	заключается в	9	1
384	между отдельными	5	1
385	обычно с	1	1
386	в живом	3	1
387	что мы	7	1
388	детской речи	6	1
389	только одно	1	1
390	обратиться к	1	1
391	отнесена к	1	1
392	этом мы	1	1
393	для них	1	1
394	из нее	2	1
395	о которых	1	1
396	которые не	4	1
397	поскольку она	1	1
398	все равно	1	1
399	и самый	1	1
400	самое слово	1	1
401	которой он	1	1
402	когда я	1	1
403	как ни	1	1
404	же точно	3	1
405	все время	2	1
406	уже у	1	1
407	долгое время	1	1
408	отнюдь не	4	1
409	же самый	1	1
410	достаточно внимательно	1	1
411	должно быть	2	1
412	менее всего	1	1
413	такой же	1	1
414	связаны между	1	1
415	момента в	2	1
416	или менее	3	1
417	но при	1	1
418	которую он	1	1
419	вступает в	2	1
420	связь с	3	1
421	но если	1	1
422	на который	1	1
423	которую мы	5	1
424	и особенно	2	1
425	ко всем	1	1
426	в такой	1	1
427	как это	7	1
428	основе такого	2	1
429	которого является	1	1
430	когда ребенок	2	1
431	что всякий	1	1
432	представление о	1	1
433	а представляет	1	1
434	научно объяснить	1	1
435	себе а	1	1
436	в отличие	6	1
437	в которых	3	1
438	бы что	4	1
439	бы мы	1	1
440	том основании	1	1
441	на три	1	1
442	и создавать	1	1
443	к этому	3	1
444	что имеет	1	1
445	такого рода	2	1
446	области исследования	1	1
447	методологические границы	1	1
448	составить предмет	1	1
449	которому приходит	1	1
450	у взрослых	3	1
451	тому как	2	1
452	вывод к	1	1
453	для данного	1	1
454	и там	1	1
455	переходе от	1	1
456	тем не	5	1
457	в эпоху	1	1
458	речи в	4	1
459	и более	1	1
460	их в	3	1
461	в ряду	1	1
462	человеческом обществе	1	1
463	в человеческом	1	1
464	в последнем	1	1
465	от более	1	1
466	быть не	1	1
467	не создает	3	1
468	и объединение	1	1
469	этого слова	4	1
470	лишен всякого	1	1
471	это является	1	1
472	тому что	2	1
473	является для	2	1
474	же представляет	1	1
475	между людьми	1	1
476	в условиях	1	1
477	до конца	1	1
478	и развивается	2	1
479	но это	5	1
480	слово для	1	1
481	этом следует	1	1
482	и оно	1	1
483	в начале	2	1
484	точно и	1	1
485	и другое	5	1
486	в то	4	1
487	к другим	2	1
488	например у	1	1
