N	3gram	Losev_Dial_2	Vladivir
1	в том что	6	9
2	в связи с	4	8
3	во всяком случае	2	6
4	в то время	3	6
5	тем не менее	2	6
6	и то что	1	5
7	по крайней мере	9	4
8	в это время	1	4
9	содержит в себе	3	4
10	более или менее	2	3
11	с точки зрения	8	3
12	в то же	3	3
13	точно так же	1	3
14	не в том	1	3
15	в конце концов	1	3
16	так или иначе	2	3
17	то же время	4	3
18	о том что	4	3
19	ни в каких	1	2
20	не говоря уже	2	2
21	это нисколько не	1	2
22	том что он	1	2
23	говоря уже о	2	2
24	кроме того и	1	2
25	сам по себе	3	2
26	в данном случае	2	2
27	не только в	2	2
28	так как это	2	2
29	или по крайней	2	2
30	в последнее время	1	2
31	не то что	1	2
32	само по себе	2	2
33	заключается в том	1	2
34	мы будем говорить	1	2
35	несмотря на все	1	2
36	но это конечно	1	1
37	что иное как	3	1
38	не может не	3	1
39	тех пор пока	1	1
40	и часто даже	1	1
41	во что бы	1	1
42	то ни стало	1	1
43	не окажется ни	1	1
44	так же и	1	1
45	и в частности	2	1
46	равно как и	1	1
47	мы уже сказали	1	1
48	но даже и	1	1
49	что несмотря на	1	1
50	времена и сроки	1	1
51	крайней мере в	2	1
52	то что с	1	1
53	не было и	1	1
54	до сих пор	2	1
55	у вас в	1	1
56	и в то	1	1
57	бы то ни	1	1
58	с ним в	1	1
59	только то что	4	1
60	в этом отношении	1	1
61	что в нем	2	1
62	в частности к	1	1
63	а в конце	1	1
64	от всего прочего	1	1
65	он сам а	1	1
66	вместе с тем	1	1
67	может быть и	3	1
68	что бы то	1	1
69	что это за	2	1
70	в них нет	1	1
71	в подлинном смысле	1	1
72	и все его	1	1
73	не содержит в	1	1
74	в том как	1	1
75	только тогда и	1	1
76	то что можно	1	1
77	и как бы	1	1
78	то время как	3	1
79	как и вообще	1	1
80	время может быть	1	1
81	или как он	2	1
82	из этих последних	1	1
83	них нет ничего	1	1
84	в разной степени	1	1
85	только в очень	1	1
86	и в том	1	1
87	думать так как	1	1
88	не может быть	3	1
89	в свое время	1	1
90	по себе не	3	1
91	всего прочего и	1	1
92	во всех своих	1	1
93	по себе как	1	1
94	мы имеем не	1	1
95	до тех пор	1	1
96	так и из	1	1
97	связи с этим	1	1
98	в себе ровно	1	1
99	не забудем что	1	1
100	к выводу что	1	1
101	с самого начала	2	1
102	это значит что	8	1
103	и прежде всего	2	1
104	в самом деле	3	1
105	и можно сказать	2	1
106	но все же	1	1
107	можно сказать что	3	1
108	только тогда когда	4	1
109	за то что	1	1
110	ни тем более	1	1
111	в этом смысле	1	1
112	тогда и возможно	1	1
113	как мы уже	1	1
114	то в чем	1	1
115	но это не	2	1
116	не что иное	3	1
117	это не только	1	1
118	и в нем	1	1
119	может быть в	3	1
120	к тому же	1	1
121	и т д	15	1
