N	3gram	Potebnia_M_1	Dialekti
1	и т д	4	15
2	по крайней мере	2	9
3	с точки зрения	3	8
4	это значит что	1	8
5	сама по себе	3	7
6	не потому что	1	6
7	в том что	13	6
8	и не только	1	5
9	потому что она	1	5
10	в связи с	1	4
11	субъекта и объекта	4	4
12	только то что	1	4
13	то же время	3	4
14	о том что	1	4
15	с другой стороны	5	4
16	в том смысле	4	4
17	только тогда когда	4	4
18	и может быть	2	3
19	что иное как	2	3
20	том смысле что	1	3
21	в таком случае	2	3
22	сами по себе	1	3
23	в то же	3	3
24	сам по себе	1	3
25	не что иное	2	3
26	по себе не	1	3
27	не может быть	9	3
28	в то время	1	3
29	не нуждается в	2	3
30	не в состоянии	1	2
31	более или менее	1	2
32	так как и	1	2
33	как бы ни	2	2
34	до сих пор	1	2
35	и т п	2	2
36	говоря уже о	1	2
37	с тех пор	1	2
38	может быть только	1	2
39	не только в	3	2
40	тем не менее	6	2
41	не могут быть	2	2
42	или по крайней	1	2
43	во всяком случае	1	2
44	т д не	1	2
45	в одно время	1	2
46	д и т	1	2
47	от того что	1	2
48	само по себе	4	2
49	с самого начала	3	2
50	что в нем	1	2
51	времени и пространства	1	2
52	но это не	1	2
53	с нею в	1	2
54	не говоря уже	1	2
55	и то не	1	1
56	человека но человек	1	1
57	не должны быть	1	1
58	а потому что	2	1
59	что несмотря на	1	1
60	несколько слов об	1	1
61	только потому что	2	1
62	того что в	1	1
63	мере того как	3	1
64	зависит от того	2	1
65	это было бы	1	1
66	на самом деле	1	1
67	имея в виду	1	1
68	подобно тому как	3	1
69	в таком виде	2	1
70	это нисколько не	1	1
71	в этом смысле	4	1
72	в том и	2	1
73	а не по	1	1
74	так что в	2	1
75	по мере того	3	1
76	одной стороны и	1	1
77	совмещает в себе	1	1
78	только в смысле	1	1
79	во что бы	1	1
80	при других обстоятельствах	1	1
81	и то и	1	1
82	если скажем что	1	1
83	что в одном	1	1
84	бы то ни	2	1
85	сказать несколько слов	1	1
86	видно что в	1	1
87	но и в	4	1
88	в этом отношении	1	1
89	том что именно	1	1
90	что не только	2	1
91	точно так же	1	1
92	и что не	1	1
93	то и другое	2	1
94	что бы то	1	1
95	во внимание что	2	1
96	от души и	1	1
97	чтобы убедиться в	1	1
98	так же как	1	1
99	не в том	4	1
100	с одной стороны	3	1
101	в голову что	1	1
102	но при этом	1	1
103	в том как	3	1
104	то ни стало	1	1
105	и в этом	6	1
106	и при этом	2	1
107	в собственном значении	1	1
108	хотя в сущности	1	1
109	и в этой	1	1
110	все более и	2	1
111	да и самое	1	1
112	от того будет	1	1
113	стало быть если	1	1
114	того будет ли	1	1
115	по себе и	1	1
116	и в том	3	1
117	именно в том	1	1
118	но и все	1	1
119	не только потому	1	1
120	в некотором смысле	2	1
121	как и всякая	1	1
122	и как бы	3	1
123	то не только	1	1
124	заключается в том	1	1
125	то что мы	1	1
126	нельзя сказать чтобы	1	1
127	на этом основании	1	1
128	может быть без	1	1
129	и независимо от	1	1
130	тогда когда есть	1	1
131	что и в	3	1
132	тем и другим	1	1
133	того или другого	1	1
134	вопрос о том	1	1
135	более и более	2	1
136	не менее в	1	1
137	но все же	1	1
138	несмотря на все	1	1
139	он не есть	1	1
140	том что все	1	1
141	которые могут быть	1	1
142	наука и искусство	1	1
143	и чувства и	1	1
144	не зависит от	1	1
145	к тому что	2	1
146	в себе ни	1	1
147	она не может	1	1
148	действительно существуют и	1	1
149	т д в	1	1
150	по себе а	1	1
151	в этих последних	1	1
152	на задний план	1	1
