N	3gram	Losev_Dial_2	Komedia
1	к тому же	1	10
2	в том что	6	5
3	за то что	1	4
4	вместе с тем	1	4
5	о том что	4	4
6	так или иначе	2	3
7	в связи с	4	3
8	то же время	4	3
9	до тех пор	1	3
10	в то время	3	3
11	в то же	3	3
12	сомневаться в том	2	2
13	одних и тех	1	2
14	в обоих случаях	1	2
15	только потому что	1	2
16	не говоря уже	2	2
17	в этом смысле	1	2
18	можно сомневаться в	1	2
19	до сих пор	2	2
20	говоря уже о	2	2
21	бы то ни	1	2
22	и тех же	1	2
23	в это время	1	2
24	то время как	3	2
25	с одной стороны	1	2
26	в нем не	1	2
27	во всяком случае	2	2
28	независимо от того	1	2
29	и т п	2	2
30	к тому что	1	2
31	друг с другом	1	2
32	что и в	1	2
33	речь идет о	1	2
34	я думаю что	1	1
35	том что именно	1	1
36	не в состоянии	2	1
37	имеется в виду	2	1
38	время как в	1	1
39	чем в любой	1	1
40	в самом деле	3	1
41	каждой из них	1	1
42	с точки зрения	8	1
43	как это было	2	1
44	и в то	1	1
45	одно из двух	1	1
46	с самого начала	2	1
47	всякому ясно что	1	1
48	но и в	1	1
49	и та же	4	1
50	мы находим в	1	1
51	что в нем	2	1
52	точно так же	1	1
53	может быть даже	1	1
54	тому и другому	1	1
55	той или иной	1	1
56	на задний план	1	1
57	этого нет и	1	1
58	как будто бы	3	1
59	по сравнению с	1	1
60	в любой другой	1	1
61	так как будто	3	1
62	само по себе	2	1
63	тех пор пока	1	1
64	одна и та	4	1
65	в разной степени	1	1
66	с другой стороны	4	1
67	и в том	1	1
68	представить себе как	1	1
69	не может быть	3	1
70	важно что это	1	1
71	того или иного	1	1
72	и стало быть	4	1
73	более или менее	2	1
74	связи с этим	1	1
75	мы можем сказать	1	1
76	не имеет значения	1	1
77	не только в	2	1
78	но все же	1	1
79	и в литературе	1	1
80	но все эти	1	1
81	тем не менее	2	1
82	себя в театре	1	1
83	к выводу что	1	1
84	можем сказать что	1	1
85	при всем том	1	1
86	не обязательно было	1	1
