N	3gram	Voloshinov_1	Myslijsy
1	более или менее	1	8
2	в том что	2	7
3	тем не менее	1	5
4	подобно тому как	1	4
5	не было бы	1	4
6	на то что	1	3
7	с одной стороны	2	3
8	может быть не	1	3
9	но тем не	1	3
10	мы не можем	1	3
11	не совсем верно	1	2
12	на самом деле	1	2
13	есть прежде всего	3	2
14	нам кажется что	1	2
15	между тем как	1	2
16	то что в	1	2
17	одно и то	3	2
18	только потому что	1	2
19	с другой стороны	2	2
20	для того чтобы	1	2
21	то же время	1	2
22	само по себе	1	2
23	не может быть	4	2
24	с самого начала	2	2
25	в то же	1	2
26	и то же	2	2
27	мы чувствуем что	1	1
28	один и тот	1	1
29	связаны между собою	1	1
30	представим себе что	2	1
31	две группы во-первых	1	1
32	состоит в том	1	1
33	но так как	2	1
34	с одним из	1	1
35	выйти за пределы	1	1
36	все это заставляет	1	1
37	на две группы	1	1
38	в сознании и	1	1
39	в отличие от	1	1
40	в собственном смысле	1	1
41	и не может	1	1
42	с этой точки	1	1
43	как и в	1	1
44	образом мы можем	1	1
45	между собою и	1	1
46	когда мы чувствуем	1	1
47	в одном случае	1	1
48	равно и в	1	1
49	в связи с	1	1
50	не только на	1	1
51	и тот же	1	1
52	но столь же	1	1
53	и как бы	1	1
54	быть может в	1	1
55	в сознании не	1	1
56	она ни была	1	1
57	все же есть	1	1
58	ничего общего с	2	1
59	в природе не	1	1
60	распадаются на две	1	1
61	до тех пор	4	1
62	собственно говоря и	1	1
63	до такой степени	1	1
