N	3gram	Tiupa_Hudo_1	Istorich
1	не может быть	3	7
2	тем не менее	3	6
3	более или менее	5	5
4	с другой стороны	5	5
5	с одной стороны	2	4
6	в том что	7	4
7	по отношению к	9	3
8	то же самое	1	3
9	точно так же	1	3
10	в то время	1	3
11	в связи с	1	3
12	о том что	1	3
13	может быть назван	1	2
14	но в отличие	1	2
15	дает ключ к	1	2
16	в таких случаях	1	2
17	в этих случаях	1	2
18	бы то ни	1	2
19	могли бы быть	1	2
20	так же как	1	2
21	то ни было	1	2
22	на первый взгляд	1	2
23	в отличие от	7	2
24	том что она	1	1
25	и глубже чем	1	1
26	нами не как	1	1
27	мы имеем дело	2	1
28	на котором он	1	1
29	иметь в виду	1	1
30	прежде всего в	1	1
31	ни к каким	1	1
32	это было бы	1	1
33	подобно тому как	1	1
34	в этом смысле	3	1
35	в соответствии с	1	1
36	в этом случае	1	1
37	одно из проявлений	1	1
38	не было и	1	1
39	что он должен	1	1
40	как один из	1	1
41	можно говорить о	1	1
42	имеем дело не	1	1
43	простой и ясный	1	1
44	только то что	1	1
45	но он не	2	1
46	в противном случае	2	1
47	в том случае	1	1
48	еще не есть	1	1
49	в значительной степени	1	1
50	едва ли не	1	1
51	восходит к тому	1	1
52	приводит к тому	2	1
53	именно потому что	1	1
54	в иных случаях	1	1
55	это еще одна	1	1
56	таким образом и	1	1
57	не содержит в	1	1
58	и в пределах	1	1
59	а по своей	1	1
60	шире и глубже	1	1
61	в одном случае	1	1
62	не могут быть	1	1
63	тем или иным	1	1
64	быть не может	1	1
65	может быть названо	2	1
66	в том отношении	1	1
67	есть не что	1	1
68	которая при этом	1	1
69	того или иного	3	1
70	глубже чем это	1	1
71	что иное как	1	1
72	том отношении что	1	1
73	содержит в себе	1	1
74	в последней главе	1	1
75	именно такого рода	1	1
76	может быть признано	1	1
77	к тому что	2	1
78	не что иное	1	1
79	тех или иных	2	1
80	один из видов	1	1
81	в реальной действительности	1	1
82	дело не в	1	1
83	для того чтобы	2	1
84	к тому же	1	1
85	по себе а	1	1
86	до известной степени	2	1
