N	2gram	Tiupa_Anal_1	Komedia
1	и в	18	22
2	том что	12	12
3	но и	17	11
4	в том	27	11
5	не только	15	10
6	в то	9	10
7	из них	2	10
8	и т	3	9
9	как и	13	9
10	может быть	29	9
11	таким образом	3	8
12	о том	5	8
13	и его	5	8
14	в одном	1	8
15	и не	21	8
16	едва ли	2	7
17	в этой	5	7
18	то же	9	6
19	тому же	4	6
20	и по	2	6
21	не в	14	6
22	в отношении	1	6
23	ни в	4	6
24	одного из	2	6
25	что он	3	6
26	такого рода	5	6
27	к тому	7	6
28	а в	9	6
29	в которой	2	6
30	что в	5	6
31	как в	1	5
32	на его	2	5
33	при этом	12	5
34	во время	1	5
35	потому что	2	5
36	со своим	1	5
37	мы встречаем	1	5
38	так и	4	5
39	еще в	2	5
40	и даже	1	5
41	между тем	5	5
42	один из	2	5
43	в его	13	5
44	прежде всего	6	5
45	т п	3	5
46	с другой	4	5
47	нового времени	1	5
48	когда же	1	5
49	другой стороны	2	5
50	но в	8	4
51	в нем	3	4
52	в другом	4	4
53	участие в	1	4
54	несмотря на	2	4
55	точки зрения	6	4
56	в котором	3	4
57	в их	5	4
58	одном из	1	4
59	так как	2	4
60	как мы	2	4
61	на него	1	4
62	же время	6	4
63	в в	1	4
64	а также	3	4
65	что и	3	4
66	действующих лиц	1	4
67	в качестве	31	4
68	именно в	4	4
69	и опять	1	4
70	и особенно	1	4
71	в результате	1	4
72	же в	1	4
73	по поводу	1	4
74	речь идет	1	3
75	перед лицом	6	3
76	в году	1	3
77	мы не	1	3
78	и о	2	3
79	х годов	2	3
80	и на	5	3
81	в чем	1	3
82	как правило	4	3
83	с одной	3	3
84	в этом	13	3
85	все же	4	3
86	хотя и	1	3
87	и как	5	3
88	в целом	5	3
89	да и	1	3
90	он не	3	3
91	здесь мы	1	3
92	и с	2	3
93	его в	1	3
94	в них	1	3
95	и ее	1	3
96	место в	3	3
97	вопрос о	2	3
98	не менее	1	3
99	однако в	3	3
100	даже в	3	3
101	по отношению	6	3
102	к этим	1	3
103	ничего не	1	3
104	в сознании	2	3
105	этом отношении	2	3
106	могут быть	4	3
107	и сам	2	3
108	в частности	19	3
109	и одновременно	3	3
110	тот же	1	3
111	только в	6	3
112	в виде	1	3
113	в начале	2	3
114	отношение к	2	3
115	у него	1	3
116	каждый из	2	3
117	как раз	1	3
118	все более	1	3
119	как это	1	3
120	по своему	1	3
121	одной стороны	3	3
122	в течение	1	3
123	в любом	3	3
124	см ниже	2	3
125	здесь в	1	3
126	всего в	1	3
127	и все	3	3
128	отношению к	5	3
129	как известно	3	2
130	того же	4	2
131	тех же	1	2
132	сам автор	1	2
133	видеть в	1	2
134	в сущности	6	2
135	принадлежит к	1	2
136	на себя	2	2
137	слова о	1	2
138	он был	1	2
139	столь же	4	2
140	бы то	3	2
141	тем как	1	2
142	отличие от	6	2
143	за пределы	2	2
144	в рамках	3	2
145	независимо от	1	2
146	что касается	1	2
147	к числу	1	2
148	в противоположность	2	2
149	со своей	1	2
150	в самом	6	2
151	меньшей мере	1	2
152	в известном	1	2
153	в себе	11	2
154	только один	1	2
155	не следует	4	2
156	в принципе	8	2
157	если они	1	2
158	не к	2	2
159	в силу	3	2
160	на этом	2	2
161	то ни	3	2
162	на все	2	2
163	было бы	2	2
164	и тем	1	2
165	для них	1	2
166	такой же	2	2
167	или менее	1	2
168	всяком случае	1	2
169	и самого	2	2
170	ни малейшего	1	2
171	но он	1	2
172	одна из	1	2
173	по меньшей	1	2
174	предстает в	1	2
175	это еще	1	2
176	нельзя не	1	2
177	при всем	1	2
