N	3gram	Vygotskiy__6	Mirosoze
1	не может быть	2	17
2	вместе с тем	2	5
3	потому что в	1	3
4	с тем что	2	3
5	и в конце	1	2
6	не может не	1	2
7	по отношению к	10	2
8	по своему значению	1	2
9	он не может	1	2
10	до сих пор	3	2
11	и не может	2	2
12	что он не	1	2
13	но он не	1	2
14	он никогда не	1	2
15	в том смысле	2	2
16	то время как	5	2
17	не только в	1	2
18	в конце концов	1	2
19	не могут быть	2	2
20	это не значит	1	2
21	в то время	6	2
22	для того чтобы	8	2
23	есть и в	1	1
24	что иное как	1	1
25	потому что он	4	1
26	и жизнь его	1	1
27	нет и не	1	1
28	он сам не	1	1
29	психологической точки зрения	1	1
30	новых и новых	1	1
31	в самом деле	1	1
32	он мог бы	2	1
33	бы он ни	1	1
34	как и все	1	1
35	в зависимости от	5	1
36	точку зрения и	1	1
37	в отличие от	1	1
38	только те отношения	2	1
39	иное отношение к	2	1
40	мы говорим что	2	1
41	до конца и	1	1
42	что в основе	1	1
43	не может уже	1	1
44	с психологической точки	1	1
45	и по отношению	1	1
46	по сравнению с	14	1
47	быть выражена и	1	1
48	друг к другу	3	1
49	как бы в	1	1
50	когда мы говорим	2	1
51	в ряду других	1	1
52	но не может	1	1
53	что совершается в	1	1
54	и всю свою	1	1
55	от того что	6	1
56	том смысле что	2	1
57	выйти за пределы	1	1
58	с того что	2	1
59	зависимости от этого	1	1
60	что и в	1	1
61	может быть выражена	2	1
62	оно не может	2	1
63	она лежит в	1	1
64	но не в	1	1
65	и ту же	1	1
66	не значит что	1	1
67	не что иное	1	1
68	можно было бы	5	1
69	по сравнению со	1	1
70	в том что	19	1
