N	2gram	Propp_Isto_3	RusskieA
1	и в	22	29
2	т е	16	24
3	том что	8	22
4	в том	9	22
5	что в	15	22
6	как бы	1	18
7	состоит в	3	15
8	в других	4	15
9	и другие	4	14
10	так как	7	13
11	может быть	11	13
12	во время	6	12
13	там же	2	12
14	в этом	17	11
15	как и	3	11
16	одна из	2	11
17	в этот	2	10
18	не только	14	10
19	и с	4	10
20	в лесу	26	10
21	все это	1	10
22	во многих	2	9
23	а на	1	9
24	о том	3	9
25	в некоторых	5	9
26	а в	6	9
27	его в	3	8
28	показывает что	5	8
29	но и	12	8
30	в дом	12	8
31	ее в	3	8
32	из леса	1	7
33	как в	2	7
34	данном случае	3	7
35	мы видели	13	7
36	представляют собой	4	7
37	или в	11	7
38	этот обряд	2	6
39	мы имеем	19	6
40	мы не	1	6
41	еще не	10	6
42	и на	4	6
43	при этом	2	6
44	таким образом	10	6
45	на нее	3	6
46	на голову	5	6
47	в обряде	5	6
48	для нас	4	6
49	с тем	2	6
50	вместе с	9	6
51	в данном	4	6
52	этом случае	5	6
53	же в	2	6
54	и т	16	5
55	но не	7	5
56	следующим образом	3	5
57	но в	10	5
58	это не	6	5
59	т д	15	5
60	не может	4	5
61	представление о	3	5
62	потому что	3	5
63	для этого	1	5
64	и что	2	5
65	к жизни	2	5
66	то что	7	5
67	с ней	6	5
68	к этому	7	5
69	в русских	3	4
70	же как	2	4
71	то же	6	4
72	делают из	1	4
73	вопрос о	2	4
74	на них	1	4
75	некоторых местах	1	4
76	песни и	1	4
77	видели что	4	4
78	не все	6	4
79	эту куклу	1	4
80	что по	2	4
81	в фольклоре	1	4
82	уже не	7	4
83	в другие	1	4
84	их в	3	4
85	а затем	3	4
86	в них	6	4
87	далеко не	3	4
88	а за	1	4
89	и потом	2	4
90	в которых	2	4
91	из земли	4	4
92	не в	4	4
93	земле и	1	4
94	у нас	4	4
95	эти представления	1	4
96	мы рассмотрим	2	4
97	а также	2	4
98	в земле	1	4
99	к нему	5	4
100	так что	5	4
101	то и	6	4
102	в виде	2	4
103	из них	7	4
104	а не	6	4
105	о чем	1	4
106	так же	3	4
107	как это	4	4
108	этих случаях	7	4
109	предположить что	7	4
110	и все	3	4
111	в таком	1	4
112	и через	1	3
113	в и	1	3
114	и о	2	3
115	они живут	1	3
116	в ее	1	3
117	можно предположить	1	3
118	что ее	1	3
119	обряда в	2	3
120	это показывает	1	3
121	что это	1	3
122	все эти	4	3
123	в этой	5	3
124	в лес	12	3
125	что она	5	3
126	главным образом	1	3
127	по всем	1	3
128	подобно тому	1	3
129	другие сроки	1	3
130	и по	1	3
131	на этом	4	3
132	с другими	1	3
133	живет в	5	3
134	должен был	3	3
135	не всегда	4	3
136	в эту	1	3
137	в этих	11	3
138	в котором	2	3
139	выше мы	3	3
