N	4gram	Losev_Dial_3	Problema
1	не что иное как	6	3
2	в то время как	4	3
3	не чем иным как	1	2
4	по крайней мере в	3	1
5	уже о том что	1	1
6	говоря уже о том	1	1
7	бы то ни было	1	1
8	мы как раз и	1	1
9	в том смысле что	1	1
10	в связи с этим	1	1
11	или по крайней мере	1	1
12	не выдерживает никакой критики	1	1
13	с этой точки зрения	2	1
14	уже по одному тому	2	1
15	в такой же мере	1	1
16	с точки зрения истории	1	1
17	тем не менее в	1	1
18	а мы как раз	1	1
19	в то же время	1	1
20	кого бы то ни	1	1
21	не говоря уже о	2	1
22	по одному тому что	2	1
