N	3gram	Ircho_Kome_1	StatiiOP
1	и т д	4	21
2	в том что	9	17
3	о том что	3	11
4	для того чтобы	1	10
5	и т п	5	9
6	можно было бы	1	8
7	до сих пор	2	7
8	в этом отношении	3	7
9	в данном случае	1	6
10	с другой стороны	5	6
11	во всяком случае	2	6
12	в этой области	1	5
13	я думаю что	1	4
14	то же время	4	4
15	не только в	1	4
16	на то что	2	4
17	в то же	4	4
18	том что в	1	3
19	по отношению к	3	3
20	по меньшей мере	2	3
21	что же касается	1	3
22	в применении к	1	3
23	так же как	1	3
24	т п в	1	3
25	да и в	1	2
26	и даже не	1	2
27	в том числе	1	2
28	и в том	1	2
29	в той же	1	2
30	но и в	2	2
31	в первую очередь	2	2
32	к сожалению не	1	2
33	с одной стороны	3	2
34	в то время	5	2
35	так или иначе	1	2
36	т е в	2	2
37	чуть ли не	1	2
38	на этот раз	1	2
39	речь идет о	3	2
40	тем не менее	1	2
41	как и в	2	2
42	неизвестно кем и	1	2
43	а между тем	1	1
44	в обоих случаях	1	1
45	о том чем	1	1
46	в одном из	4	1
47	которого следовало бы	1	1
48	и его современники	1	1
49	не говоря уже	2	1
50	в соответствии с	1	1
51	том что он	4	1
52	в том же	1	1
53	же как и	1	1
54	говоря уже о	2	1
55	в зависимости от	1	1
56	указания на то	1	1
57	что он не	1	1
58	бы то ни	2	1
59	а может быть	1	1
60	это вовсе не	1	1
61	может быть даже	2	1
62	но это вовсе	1	1
63	на мой взгляд	1	1
64	в это время	1	1
65	то время как	4	1
66	чтобы убедиться в	1	1
67	представление о том	1	1
68	все же вполне	1	1
69	однако ни в	1	1
70	ответа на вопрос	1	1
71	что они являются	1	1
72	как будто бы	1	1
73	в разной мере	1	1
74	случае ясно что	1	1
75	еще в г	1	1
76	нет никаких оснований	1	1
77	всегда совпадает с	1	1
78	и таким образом	2	1
79	по поводу того	1	1
80	таким образом в	2	1
81	быть даже и	1	1
82	из того же	1	1
83	т е из	1	1
84	смысле этого слова	1	1
85	и в тексте	1	1
86	ни в чем	1	1
87	друг от друга	1	1
88	после того как	3	1
89	к тому что	1	1
90	и его современников	1	1
91	естественно что и	1	1
92	в конце концов	4	1
93	мы встречаем в	1	1
