N	2gram	Bakhtin_Pr_1	DiskursI
1	в себе	7	19
2	при этом	2	17
3	в этом	22	16
4	как и	12	16
5	и в	29	16
6	в качестве	1	16
7	может быть	24	16
8	и не	31	15
9	а не	22	14
10	в частности	1	12
11	тогда как	1	11
12	но в	7	11
13	в мире	6	11
14	но и	14	11
15	со стороны	1	10
16	не только	15	10
17	том что	7	10
18	своего рода	1	10
19	так и	7	9
20	не может	12	9
21	такого рода	1	9
22	как в	6	8
23	в том	8	8
24	но не	9	7
25	в данном	2	7
26	в рамках	1	7
27	в нем	19	7
28	ни в	3	7
29	при всей	1	7
30	прежде всего	7	7
31	то же	14	6
32	еще не	5	6
33	с его	9	6
34	данном случае	2	6
35	себя в	1	6
36	все же	9	6
37	в своей	8	6
38	в своих	3	6
39	и на	7	5
40	в своем	8	5
41	в противоположность	2	5
42	в то	10	5
43	нового времени	3	5
44	с другой	3	5
45	же время	9	5
46	что в	8	5
47	для него	18	5
48	то что	15	5
49	а с	1	5
50	я в	1	5
51	героя в	4	5
52	по отношению	8	4
53	в этой	4	4
54	роль в	1	4
55	человека в	4	4
56	в основе	4	4
57	потому что	8	4
58	этом отношении	3	4
59	о том	1	4
60	в пределах	13	4
61	времени в	1	4
62	одно из	2	4
63	в одном	10	4
64	как бы	19	4
65	мира и	7	4
66	точки зрения	19	4
67	к его	1	4
68	к этому	1	4
69	отношению к	8	4
70	например в	3	3
71	своего и	1	3
72	и ее	2	3
73	перед нами	5	3
74	и как	7	3
75	и наконец	4	3
76	все эти	9	3
77	из этих	1	3
78	он не	5	3
79	не следует	1	3
80	в другом	1	3
81	его в	6	3
82	это не	9	3
83	ведет к	1	3
84	одного и	1	3
85	в котором	2	3
86	не столько	1	3
87	одном из	1	3
88	где герой	1	3
89	для данного	1	3
90	не в	7	3
91	в русской	1	3
92	могут быть	6	3
93	об одном	1	3
94	приводит к	3	3
95	мире в	3	3
96	в его	24	3
97	только в	10	3
98	и его	14	3
99	уже не	13	3
100	из них	1	3
101	в них	3	3
102	здесь в	1	3
103	не было	4	3
104	не знает	3	3
105	мира в	5	3
106	в творчестве	5	3
107	как будто	3	3
108	в контексте	2	3
109	можно сказать	1	3
110	но это	4	3
111	и все	1	3
112	становления и	1	3
113	жизни а	2	3
114	жизни и	2	3
115	как на	3	3
116	же как	1	2
117	и это	5	2
118	идет о	4	2
119	по преимуществу	2	2
120	той же	5	2
121	место в	1	2
122	совпадает с	2	2
123	жизни как	1	2
124	в ней	2	2
125	к своему	1	2
126	мы имеем	1	2
127	рассказ не	1	2
128	к которой	1	2
129	отношение к	2	2
130	первый взгляд	1	2
131	стороны и	1	2
132	что как	1	2
133	дистанция между	1	2
134	как уже	1	2
135	лежит на	1	2
136	отношения между	1	2
137	в целом	6	2
138	вследствие этого	2	2
139	должна быть	5	2
140	настоящее в	1	2
141	с таким	1	2
142	подобно тому	3	2
143	является не	2	2
144	одно и	1	2
145	личности в	4	2
146	же касается	1	2
147	и с	4	2
148	входит в	7	2
149	на почве	3	2
150	но уже	1	2
151	под собою	1	2
152	должно быть	4	2
153	такой же	1	2
154	все это	6	2
155	на первый	1	2
156	этом случае	1	2
157	с точки	13	2
158	их в	4	2
159	дело в	1	2
160	никогда не	3	2
161	того и	1	2
162	жизни не	2	2
163	и другого	1	2
164	и чужого	1	2
165	со своим	2	2
166	в области	1	2
167	с их	5	2
168	для себя	2	2
169	но при	1	2
170	ни одно	1	2
171	здесь не	1	2
172	говорит об	1	2
173	в себя	3	2
