N	3gram	Losev_Vlad_3	Literetu
1	то же время	2	9
2	в то же	3	9
3	не может быть	6	7
4	с одной стороны	3	6
5	в том что	10	5
6	с другой стороны	2	4
7	с точки зрения	6	3
8	в этом отношении	2	3
9	в данном случае	2	3
10	на наш взгляд	1	3
11	о том что	8	2
12	не говоря уже	1	2
13	в этом случае	1	2
14	одно и то	1	2
15	и то же	1	2
16	еще в году	2	2
17	в том числе	1	2
18	тем не менее	9	2
19	в сравнении с	2	2
20	при всей своей	1	2
21	однако и в	1	1
22	том что в	3	1
23	не столько о	1	1
24	но и не	1	1
25	как и для	1	1
26	но даже и	2	1
27	то же самое	1	1
28	одной стороны и	2	1
29	что же касается	5	1
30	тем что в	1	1
31	вместе с тем	6	1
32	в отличие от	3	1
33	бы то ни	3	1
34	а так как	1	1
35	только то что	1	1
36	в себе и	2	1
37	то что выше	1	1
38	теперь сказали бы	1	1
39	именно в нем	1	1
40	можно было бы	1	1
41	и даже в	1	1
42	в основе своей	1	1
43	и вовсе не	1	1
44	с этой точки	1	1
45	у него нет	1	1
46	и то что	4	1
47	и в то	2	1
48	даже и не	2	1
49	ничего общего с	2	1
50	для тех кто	2	1
51	но и его	1	1
52	для него как	1	1
53	в конце концов	5	1
54	именно так что	1	1
55	в себя и	1	1
56	имеет ничего общего	2	1
57	нам представляется что	1	1
58	только и не	1	1
59	такой же как	1	1
60	в последнем случае	1	1
61	все то что	1	1
62	не имеет ничего	2	1
63	него как и	1	1
64	с тем чтобы	1	1
65	не мог бы	1	1
66	этой точки зрения	1	1
67	все того же	1	1
68	в этом же	1	1
69	назвать хотя бы	1	1
70	мы не можем	1	1
71	имел в виду	1	1
72	сказать и о	1	1
73	речь шла о	1	1
74	жизни а не	1	1
75	не только не	1	1
76	той или иной	1	1
77	то ни было	1	1
78	а с другой	2	1
79	к тому что	2	1
80	и притом в	1	1
81	для того чтобы	1	1
82	тех кто не	1	1
83	из всех своих	1	1
84	в себе не	1	1
85	как мы видели	3	1
