N	3gram	Bakhtin_Pr_3	Literetu
1	в том что	1	11
2	в отличие от	2	5
3	то же время	12	5
4	в то же	12	5
5	в данном случае	1	4
6	прежде всего в	1	3
7	и прежде всего	4	3
8	в том же	1	3
9	по отношению к	5	2
10	подобно тому как	2	2
11	с точки зрения	4	2
12	в этом отношении	1	2
13	и то что	1	2
14	но при этом	1	2
15	во всяком случае	5	2
16	о том что	2	2
17	тем не менее	2	2
18	друг для друга	1	2
19	то что я	2	1
20	к себе самому	14	1
21	а прежде всего	2	1
22	а не в	2	1
23	знает что он	2	1
24	на самом деле	10	1
25	как и во	1	1
26	на то что	1	1
27	как раз и	2	1
28	потому что я	1	1
29	так и не	1	1
30	бы то ни	4	1
31	есть своего рода	1	1
32	резко отличается от	1	1
33	к тому чтобы	2	1
34	никак не мог	1	1
35	в его позднем	1	1
36	вмешивается в его	1	1
37	он не мог	1	1
38	по крайней мере	3	1
39	не столько в	1	1
40	каждому из них	1	1
41	в значительной степени	1	1
42	но в то	3	1
43	в самом деле	3	1
44	в отношении к	7	1
45	как бы два	2	1
46	и в этом	2	1
47	для него в	1	1
48	до конца не	1	1
49	что он сам	2	1
50	не в силах	2	1
51	но может быть	1	1
52	какой бы то	1	1
53	один из моментов	1	1
54	все более и	1	1
55	же время не	2	1
56	но только в	1	1
57	с другой стороны	3	1
58	не может и	1	1
59	не может быть	6	1
60	на вопрос что	1	1
61	по ту сторону	2	1
62	каждого из них	1	1
63	имел в виду	1	1
64	всяком случае в	1	1
65	себе самому и	5	1
66	того же слова	1	1
67	в свою очередь	1	1
68	и того же	1	1
69	до сих пор	1	1
70	с самого начала	8	1
71	никогда не бывает	2	1
72	и сам не	1	1
73	более и более	1	1
74	но все же	1	1
75	то ни было	4	1
76	одного и того	1	1
77	может и не	1	1
78	в большинстве случаев	2	1
79	в сущности не	2	1
80	на всю жизнь	2	1
81	к тому же	2	1
82	как мы знаем	2	1
83	что он в	2	1
84	в один из	1	1
85	внутреннего и внешнего	2	1
