N	3gram	Losev_Vlad_2	Narrotol
1	в том что	9	8
2	в данном случае	2	6
3	не только в	2	6
4	в отличие от	3	5
5	о том что	3	4
6	к тому же	1	4
7	тем не менее	6	4
8	в этом отношении	1	3
9	то же время	3	3
10	можно сказать что	1	3
11	в то же	3	3
12	хотя и не	2	2
13	с точки зрения	3	2
14	точно так же	3	2
15	в том как	1	2
16	а в том	2	2
17	и все же	2	2
18	не может быть	1	2
19	по разным причинам	1	1
20	но по разным	1	1
21	что иное как	1	1
22	не может не	1	1
23	то что я	1	1
24	так сказать с	1	1
25	в которой он	1	1
26	на котором он	1	1
27	прежде всего на	1	1
28	течение всей жизни	1	1
29	более или менее	3	1
30	вместил в себя	1	1
31	в самом деле	1	1
32	в этом смысле	1	1
33	никак не может	1	1
34	той же самой	1	1
35	как это делает	1	1
36	как раз и	1	1
37	мы не должны	1	1
38	и в то	1	1
39	а также в	1	1
40	прежде всего его	1	1
41	то и в	1	1
42	можно было бы	2	1
43	на этот вопрос	1	1
44	до сих пор	1	1
45	так или иначе	3	1
46	что можно сказать	1	1
47	то время как	1	1
48	что это за	1	1
49	за собой и	1	1
50	мы его не	1	1
51	и все его	1	1
52	и особенно в	1	1
53	а также и	1	1
54	не в том	3	1
55	в связи с	8	1
56	то что он	3	1
57	что я не	1	1
58	нет никаких оснований	1	1
59	во всяком случае	6	1
60	ничего подобного не	1	1
61	на эту тему	2	1
62	в то время	6	1
63	не столько к	1	1
64	с этой стороны	1	1
65	не что иное	1	1
66	пока еще не	1	1
67	для того чтобы	1	1
68	этот не может	1	1
