N	2gram	Vinokur_St_1	Hudozhes
1	том что	29	16
2	и в	44	14
3	так и	9	13
4	не только	18	12
5	при этом	2	12
6	о том	17	12
7	в том	36	12
8	а не	16	12
9	и т	30	11
10	в себе	2	11
11	в этом	21	11
12	прежде всего	7	11
13	в своей	6	10
14	для него	6	10
15	то же	5	9
16	как и	9	9
17	что он	10	9
18	в качестве	4	9
19	у него	2	9
20	по отношению	3	8
21	в этой	11	8
22	как в	13	8
23	то что	18	8
24	т п	9	8
25	же время	4	8
26	ничего не	2	8
27	в его	9	8
28	между тем	3	8
29	отношению к	3	8
30	в то	9	8
31	еще не	3	7
32	это не	8	7
33	своего рода	3	7
34	не в	12	7
35	казалось бы	1	7
36	к тому	1	7
37	уже не	1	7
38	именно в	6	7
39	не может	8	7
40	как бы	4	7
41	а в	17	7
42	как правило	2	6
43	в первой	12	6
44	в глазах	1	6
45	было бы	17	6
46	читателя в	1	6
47	никогда не	5	6
48	что в	30	6
49	самом деле	11	5
50	с его	1	5
51	перед нами	1	5
52	но в	10	5
53	об этом	3	5
54	ни в	3	5
55	точки зрения	11	5
56	не менее	5	5
57	и его	8	5
58	потому что	6	5
59	можно было	13	5
60	во второй	9	5
61	только в	10	5
62	по мнению	3	5
63	может быть	15	5
64	но и	10	5
65	в частности	4	5
66	в этих	2	5
67	жизни и	5	5
68	и о	1	4
69	в ней	3	4
70	столь же	4	4
71	а только	1	4
72	в своем	2	4
73	и к	1	4
74	то в	3	4
75	в самом	7	4
76	на то	4	4
77	что она	4	4
78	он не	2	4
79	и с	3	4
80	несмотря на	2	4
81	тем не	2	4
82	тому что	3	4
83	она не	2	4
84	в русской	1	4
85	по своей	2	4
86	как будто	4	4
87	в духе	1	4
88	и это	2	4
89	можно сказать	1	4
90	того что	9	4
91	себя в	1	4
92	из них	8	4
93	в конце	3	4
94	как раз	4	4
95	не было	4	4
96	и все	2	4
97	xix в	5	4
98	т е	15	4
99	и от	1	4
100	речь идет	4	3
101	с точки	8	3
102	не имеют	1	3
103	едва ли	1	3
104	видит в	1	3
105	говорить о	2	3
106	и на	1	3
107	в ее	4	3
108	идет о	2	3
109	как к	3	3
110	все же	8	3
111	но он	2	3
112	в нем	5	3
113	т д	21	3
114	и по	5	3
115	лишь в	3	3
116	его в	2	3
117	с этим	3	3
118	даже в	3	3
119	и смерти	1	3
120	писал м	1	3
121	в своих	2	3
122	такой же	5	3
123	все эти	5	3
124	из нас	1	3
125	в тексте	12	3
126	тем что	5	3
127	этом отношении	7	3
128	что при	2	3
129	для себя	3	3
130	как мы	1	3
131	того чтобы	11	3
132	и когда	1	3
133	что у	4	3
134	еще в	1	3
135	том как	4	3
136	если бы	9	3
137	о нем	1	3
138	а также	2	3
139	это в	4	3
140	но не	3	3
141	будто бы	3	3
142	и даже	5	3
143	со стороны	6	3
144	превращается в	2	3
145	однако и	2	3
146	такого рода	2	3
147	и для	3	3
148	в равной	2	3
149	в таком	3	3
150	например в	8	2
151	же как	3	2
152	по адресу	1	2
153	на самом	6	2
154	той же	5	2
155	мы не	2	2
156	вопрос о	4	2
157	не была	2	2
158	равной мере	2	2
159	к своему	1	2
160	же мере	1	2
161	но как	1	2
162	если в	2	2
163	в одной	1	2
164	хотя и	1	2
165	или иную	1	2
166	лежит на	1	2
167	в литературном	2	2
168	в целом	5	2
169	так или	2	2
170	так в	1	2
171	раз в	2	2
172	было видно	1	2
173	как он	1	2
174	в первую	2	2
175	однако в	1	2
176	с такими	1	2
177	значительной степени	1	2
178	же касается	3	2
179	в другом	3	2
180	ясно что	10	2
181	того или	4	2
182	первую очередь	2	2
183	его личности	1	2
184	по себе	1	2
185	одной из	1	2
186	иначе говоря	1	2
187	в такой	2	2
188	не столько	1	2
189	от себя	1	2
190	что я	1	2
191	сих пор	7	2
192	все это	5	2
193	они не	1	2
194	каждого отдельного	1	2
195	бы на	1	2
196	и другое	1	2
197	не о	1	2
198	он говорил	1	2
199	не имеет	4	2
200	одна из	1	2
201	на него	2	2
202	что на	2	2
203	которым в	1	2
204	на основе	1	2
205	при котором	1	2
206	как по	1	2
207	первой из	1	2
208	со мною	1	2
209	произведения не	1	2
210	на вопрос	4	2
211	внимание на	3	2
212	и что	4	2
213	его жизни	3	2
214	до сих	7	2
215	с того	1	2
216	там же	1	2
217	в форме	1	2
218	и об	7	2
219	но с	3	2
220	б м	1	2
221	и потому	2	2
222	с другим	1	2
223	и так	3	2
224	так что	6	2
225	слова в	1	2
226	в начале	3	2
227	ту или	1	2
228	а то	2	2
229	на том	1	2
230	это прежде	2	2
231	или иначе	2	2
232	ему не	1	2
233	с той	1	2
234	а с	3	2
235	что не	3	2
236	в данной	2	2
237	также в	2	2
238	до конца	1	2
239	не означает	1	2
240	ближе к	1	2
241	и ему	1	2
242	отсюда и	1	2
243	что же	6	2
244	да и	3	2
245	в это	1	2
246	под ред	1	2
247	и не	16	2
248	с этой	3	2
249	каждого из	2	2
250	видно что	3	2
251	отказ от	1	2
252	них это	2	2
253	перед собой	2	2
254	в результате	3	2
255	о котором	2	2
256	и дело	1	2
257	не знает	2	2
258	или иного	4	2
259	но еще	1	2
260	а между	1	1
261	как известно	1	1
262	не смеет	1	1
263	к произведениям	1	1
264	нас более	1	1
265	можно говорить	1	1
266	только теперь	1	1
267	и то	5	1
268	каждый новый	1	1
269	и др	1	1
270	художественных произведений	1	1
271	тех же	1	1
272	многих отношениях	1	1
273	словами и	1	1
274	это и	4	1
275	что подлинная	1	1
276	причем все	2	1
277	в иных	2	1
278	в первом	2	1
279	и до	1	1
280	на две	1	1
281	из его	1	1
282	исходит из	1	1
283	ведь и	3	1
284	видеть в	1	1
285	какими бы	1	1
286	в спорах	1	1
287	и за	3	1
288	по его	2	1
289	также и	9	1
290	его не	1	1
291	к нашей	1	1
292	г как	2	1
293	изложения и	1	1
294	в каждый	1	1
295	в сущности	2	1
296	я не	7	1
297	хотя бы	6	1
298	так а	1	1
299	в сцене	1	1
300	это время	1	1
301	литературы и	2	1
302	на них	1	1
303	время в	1	1
304	его словам	1	1
305	ответы на	1	1
306	что его	1	1
307	не хотелось	1	1
308	в чем	3	1
309	иных случаях	2	1
310	совсем не	2	1
311	бы в	1	1
312	в сторону	2	1
313	не все	3	1
314	ответ на	3	1
315	отношение к	2	1
316	была вызвана	1	1
317	друг от	1	1
318	это были	1	1
319	нет и	1	1
320	в свои	1	1
321	личность это	1	1
322	в настоящем	1	1
323	к сожалению	3	1
324	писатель в	1	1
325	и я	3	1
326	утверждает в	1	1
327	оказывается не	1	1
328	общего с	3	1
329	что именно	1	1
330	стороны и	1	1
331	что касается	3	1
332	на человека	1	1
333	это тоже	1	1
334	не являются	3	1
335	и какой	1	1
336	к числу	2	1
337	же итог	1	1
338	от этого	2	1
339	и конечно	1	1
340	в которой	4	1
341	точку зрения	3	1
342	он в	1	1
343	бы не	2	1
344	из этих	6	1
345	эпохи и	3	1
346	во многих	3	1
347	внимания к	1	1
348	но ведь	8	1
349	имеет для	1	1
350	но на	2	1
351	вот уж	1	1
352	вообще не	2	1
353	не могла	2	1
354	большой и	1	1
355	но именно	2	1
356	о которой	3	1
357	пушкина и	13	1
358	всех этих	2	1
359	с именем	1	1
360	традиции не	1	1
361	он должен	2	1
362	же это	3	1
363	в узком	1	1
364	не как	1	1
365	и вот	1	1
366	сказал что	1	1
367	том чтобы	1	1
368	содержит в	1	1
369	наших глазах	2	1
370	свое время	2	1
371	чтобы в	1	1
372	что ни	2	1
373	никому не	1	1
374	смысле как	1	1
375	и этот	1	1
376	действительно так	1	1
377	отступает от	1	1
378	в специальных	1	1
379	все с	1	1
380	что нельзя	1	1
381	например мы	1	1
382	то ни	1	1
383	что все	2	1
384	том случае	1	1
385	следующими словами	1	1
386	их и	1	1
387	заглянуть в	1	1
388	а как	2	1
389	входит в	1	1
390	главы в	1	1
391	xvii в	1	1
392	который так	1	1
393	этом смысле	1	1
394	всегда было	1	1
395	по истории	2	1
396	и тем	3	1
397	которым он	1	1
398	бы совершенно	1	1
399	для них	1	1
400	соответствии с	1	1
401	далеко не	1	1
402	с тем	1	1
403	в слове	5	1
404	и уже	2	1
405	которой он	1	1
406	здесь всего	1	1
407	всё в	2	1
408	в москве	2	1
409	можно считать	1	1
410	нисколько не	2	1
411	когда в	1	1
412	является его	1	1
413	письма и	3	1
414	в г	3	1
415	места в	2	1
416	что создает	1	1
417	имеет ничего	2	1
418	ли можно	1	1
419	и без	3	1
420	это делает	1	1
421	такого который	1	1
422	во времена	4	1
423	но которые	1	1
424	место в	1	1
425	обстоятельств в	1	1
426	в которых	5	1
427	которых так	1	1
428	в одном	1	1
429	иным как	1	1
430	не его	1	1
431	и более	2	1
432	в прошлом	1	1
433	их в	2	1
434	том и	1	1
435	и наоборот	1	1
436	не должно	1	1
437	что этот	2	1
438	на работу	1	1
439	этом не	1	1
440	бы быть	1	1
441	между прочим	2	1
442	этой работы	2	1
443	всего его	1	1
444	нас к	1	1
445	вовсе не	19	1
446	в отношении	9	1
447	так как	5	1
448	вплоть до	5	1
449	но они	1	1
