N	2gram	Losev_Dial_2	Istorich
1	и в	19	26
2	т е	30	22
3	так как	14	18
4	мы имеем	3	14
5	никогда не	9	13
6	потому что	14	13
7	и на	1	12
8	в этом	8	12
9	таким образом	4	12
10	в том	14	12
11	что в	7	12
12	в царство	2	11
13	может быть	20	11
14	и т	17	10
15	не только	19	10
16	том что	10	10
17	в образе	1	10
18	с другой	5	10
19	и не	30	10
20	еще не	4	9
21	а именно	5	9
22	что он	6	9
23	но и	12	9
24	и это	5	8
25	все эти	2	8
26	все же	4	8
27	в нем	10	8
28	т д	15	8
29	на небо	1	8
30	с ним	4	8
31	вместе с	2	8
32	другой стороны	4	8
33	например в	2	7
34	но в	2	7
35	мы можем	1	7
36	и его	5	7
37	о том	5	7
38	с одной	2	7
39	уже не	3	7
40	у него	1	7
41	превращается в	1	7
42	одной стороны	1	7
43	мы уже	8	6
44	мы не	1	6
45	как в	2	6
46	как он	4	6
47	и с	5	6
48	в виде	2	6
49	то что	14	6
50	ее в	2	6
51	не может	9	6
52	то же	12	5
53	в ней	2	5
54	в жертву	1	5
55	не будет	2	5
56	как и	10	5
57	и эти	1	5
58	и что	5	5
59	же мы	3	5
60	в то	6	5
61	то это	2	5
62	так и	10	5
63	нас к	1	5
64	в его	1	5
65	мы видим	2	5
66	только в	5	5
67	тем что	2	5
68	там где	1	5
69	как это	7	5
70	его в	3	5
71	как мы	3	4
72	и он	1	4
73	что оно	4	4
74	но как	5	4
75	из этих	1	4
76	на его	2	4
77	после этого	3	4
78	на земле	1	4
79	и по	4	4
80	это не	10	4
81	и тем	1	4
82	с тем	2	4
83	не всегда	1	4
84	еще нет	1	4
85	на землю	1	4
86	в очень	2	4
87	что и	5	4
88	в других	1	4
89	до сих	2	4
90	прежде всего	8	4
91	связано с	1	4
92	зависит от	2	4
93	как бы	14	4
94	в это	3	4
95	сих пор	2	4
96	но это	7	4
97	в мифе	16	4
98	есть и	6	4
99	на своем	1	4
100	все что	1	4
101	же как	3	3
102	связана с	2	3
103	и то	7	3
104	должна быть	5	3
105	время как	7	3
106	из которых	1	3
107	это еще	2	3
108	ее к	1	3
109	или иное	4	3
110	независимо от	4	3
111	когда он	1	3
112	та же	4	3
113	в себе	15	3
114	если он	1	3
115	вообще не	1	3
116	что она	14	3
117	главным образом	1	3
118	при этом	4	3
119	уже видели	1	3
120	и вот	4	3
121	что душа	1	3
122	в них	1	3
123	попадает в	1	3
124	в своей	8	3
125	и ее	1	3
126	в одном	4	3
127	не в	8	3
128	их в	2	3
129	она не	8	3
130	того как	2	3
131	например у	1	3
132	не потому	6	3
133	могут быть	4	3
134	вот почему	1	3
135	как только	3	3
136	в сказках	1	3
137	вокруг него	1	3
138	его с	3	3
139	по воздуху	3	3
140	данном случае	2	3
141	то время	4	3
142	только через	2	3
143	имеется в	2	3
144	показывает что	1	3
145	том как	2	3
146	меня и	1	3
147	и действительно	1	3
148	не происходит	1	3
149	так что	7	3
150	при помощи	1	3
151	от того	4	3
152	и только	4	3
153	далеко не	1	3
154	от этого	3	3
155	не было	3	3
156	воды и	1	3
157	в частности	2	3
158	в данном	3	3
159	в тех	2	3
160	как будто	7	3
161	что здесь	2	3
162	и от	3	3
163	кроме того	3	3
164	или в	2	3
165	вопрос о	3	3
166	на первый	1	3
167	солнца и	1	3
168	а в	4	3
169	еще в	1	3
170	и эта	1	3
171	сказать что	10	3
172	из этого	1	3
173	как на	1	3
174	в своих	2	3
175	небо и	1	3
176	они не	3	3
177	того же	1	2
178	оно может	1	2
179	что эти	2	2
180	всех его	1	2
181	есть царство	1	2
182	что иное	3	2
183	он был	1	2
184	но не	6	2
185	на то	1	2
186	в одной	4	2
187	с этим	3	2
188	дает нам	1	2
189	в своем	4	2
190	то или	4	2
191	такова же	1	2
192	что касается	1	2
193	перед нами	2	2
194	и как	10	2
195	и конечно	1	2
196	что это	10	2
197	в этой	3	2
198	и они	2	2
199	то и	1	2
200	же эта	1	2
201	и до	1	2
202	но он	4	2
203	он не	4	2
204	и миф	1	2
205	пор мы	1	2
206	из него	1	2
207	с этой	1	2
208	но все	2	2
209	же не	3	2
210	его не	2	2
211	было бы	3	2
212	уже знаем	3	2
213	известно что	1	2
214	здесь нет	1	2
215	ни в	10	2
216	солнце и	2	2
217	тех которые	1	2
218	ни одной	1	2
219	вовсе не	13	2
220	а потом	4	2
221	в эту	1	2
222	или вообще	3	2
223	и сейчас	1	2
224	она в	1	2
225	начиная от	1	2
226	знаем что	1	2
227	миф о	2	2
228	весь комплекс	1	2
