N	2gram	Medvedev_U_1	Problema
1	то есть	1	39
2	то что	7	38
3	и не	8	37
4	и в	14	35
5	не есть	2	33
6	не только	10	24
7	сказать что	1	24
8	том что	2	19
9	что такое	4	18
10	у нас	3	18
11	даже и	2	18
12	о том	1	18
13	может быть	6	18
14	в этом	7	17
15	но и	4	16
16	что мы	2	14
17	только в	2	14
18	не может	7	13
19	и что	1	13
20	того что	1	12
21	в том	2	12
22	хотя бы	5	12
23	и даже	1	11
24	прежде всего	8	11
25	что в	1	11
26	в таком	1	11
27	и то	3	10
28	ничего не	2	10
29	и с	2	10
30	а не	10	10
31	в данном	1	10
32	тем более	1	10
33	в этой	4	9
34	для себя	1	9
35	что же	1	9
36	этого термина	2	8
37	все же	3	8
38	по себе	2	8
39	в виду	1	8
40	было бы	3	8
41	уже не	1	8
42	как раз	2	8
43	бы и	2	7
44	мы не	2	7
45	в конце	2	7
46	так и	1	7
47	в его	2	7
48	конце концов	2	7
49	этом случае	1	7
50	мы и	2	6
51	с другой	4	6
52	к сожалению	3	6
53	относится к	1	6
54	но в	3	6
55	так или	1	6
56	на то	1	6
57	что все	2	6
58	по крайней	2	6
59	мы можем	1	6
60	не о	3	6
61	крайней мере	2	6
62	же самое	2	6
63	можно сказать	1	6
64	в виде	1	6
65	в области	3	6
66	или иначе	1	6
67	о чем	2	6
68	но это	2	6
69	и для	2	6
70	не существует	1	6
71	в то	3	6
72	то же	5	5
73	отнюдь не	1	5
74	в самом	2	5
75	в себе	2	5
76	этом смысле	2	5
77	как и	3	5
78	уж тем	1	5
79	это то	1	5
80	и это	1	5
81	данном случае	1	5
82	с одной	1	5
83	содержания и	1	5
84	одной стороны	1	5
85	другой стороны	3	5
86	в частности	3	5
87	и все	1	5
88	самом деле	2	4
89	не вполне	1	4
90	но не	2	4
91	не все	2	4
92	в своем	1	4
93	более или	1	4
94	что она	2	4
95	но именно	1	4
96	всех этих	2	4
97	их в	1	4
98	таким образом	2	4
99	далеко не	1	4
100	как таковой	2	4
101	на первый	2	4
102	или менее	1	4
103	но если	1	4
104	до сих	2	4
105	именно как	2	4
106	не могут	2	4
107	что при	1	4
108	если бы	2	4
109	и только	5	4
110	тот же	1	4
111	что он	2	4
112	то и	1	4
113	тем что	2	4
114	если не	2	4
115	или по	1	4
116	это значит	1	4
117	сих пор	2	4
118	все это	5	4
119	в их	4	3
120	но даже	2	3
121	первый план	1	3
122	нет и	1	3
123	могли бы	2	3
124	не было	1	3
125	теории и	1	3
126	перестает быть	5	3
127	то ни	3	3
128	с тем	1	3
129	или точнее	3	3
130	является только	1	3
131	этой области	3	3
132	тогда когда	1	3
133	и является	2	3
134	она не	1	3
135	значительной мере	1	3
136	с самим	1	3
137	для этого	3	3
138	в значительной	1	3
139	нас в	2	3
140	а это	1	3
141	или даже	1	3
142	даже не	1	3
143	что для	1	3
144	относятся к	1	3
145	о котором	1	3
146	бы в	1	3
147	тех или	2	3
148	только как	1	3
149	все что	1	3
150	из самых	1	2
151	свое место	1	2
152	той же	1	2
153	часто бывает	1	2
154	что под	1	2
155	из которых	1	2
156	в ней	1	2
157	столько же	1	2
158	бы то	3	2
159	не то	1	2
160	оно является	1	2
161	в той	1	2
162	независимо от	1	2
163	как нам	1	2
164	имеем в	1	2
165	он не	1	2
166	не значит	1	2
167	и независимо	1	2
168	об этом	1	2
169	входит в	1	2
170	и вы	1	2
171	должно быть	1	2
172	не в	2	2
173	что с	1	2
174	сколько и	1	2
175	как на	1	2
176	свести только	1	2
177	не столь	1	2
178	только одним	1	2
179	точном смысле	1	2
180	это содержание	1	2
181	только при	1	2
182	является в	2	2
183	сводится к	2	2
184	о нем	1	2
185	время не	1	2
186	это было	2	2
187	что и	2	2
188	и действительно	1	2
189	в качестве	1	2
190	для всех	2	2
191	конечно не	4	2
192	само по	1	2
193	как такового	3	2
194	в последние	1	2
195	и прежде	1	2
196	и др	1	2
197	ни от	2	2
198	на эту	2	2
199	думается что	2	2
200	данное время	1	2
201	они относятся	1	2
202	она должна	1	2
203	при таком	2	2
204	в данное	1	2
205	в системе	2	2
206	состоит из	1	2
207	это в	1	2
208	одним из	2	1
209	же как	1	1
210	сам по	1	1
211	она все	1	1
212	должна быть	2	1
213	по его	1	1
214	их и	2	1
215	мы имеем	1	1
216	именно к	1	1
217	имеет свою	1	1
218	нужно будет	1	1
219	была у	1	1
220	он был	1	1
221	с его	2	1
222	ее существование	1	1
223	он может	1	1
224	к которой	1	1
225	не входит	1	1
226	первый взгляд	1	1
227	концов не	1	1
228	может обойтись	1	1
229	а оно	1	1
230	есть ли	1	1
231	самим же	1	1
232	не приходится	2	1
233	мы получаем	2	1
234	формы в	3	1
235	в известном	1	1
236	бы только	1	1
237	не следует	3	1
238	что было	1	1
239	в нем	1	1
240	а смыслом	1	1
241	о которой	1	1
