N	4gram	Vygotskiy__1	Myshleni
1	в то время как	5	4
2	так же как и	1	4
3	но вместе с тем	1	4
4	заключается в том что	3	4
5	в такой же мере	1	3
6	приходит к выводу что	1	3
7	убедиться в том что	1	2
8	указывает на то что	3	2
9	одно и то же	1	2
10	и в известном смысле	1	2
11	одной и той же	3	2
12	для того чтобы выяснить	1	2
13	точно так же как	1	1
14	с одной стороны и	1	1
15	дело в том что	1	1
16	ту или другую сторону	1	1
17	с другой стороны в	1	1
18	таким образом оказывается что	1	1
19	только благодаря тому что	1	1
20	самым существенным из этих	1	1
21	вместе с тем является	1	1
22	и с психологической точки	1	1
23	место только тогда когда	1	1
24	в ту или другую	1	1
25	в какой мере не	1	1
26	так же точно и	1	1
27	ни в какой мере	2	1
28	в том что мы	1	1
29	в собственном смысле слова	2	1
30	с психологической точки зрения	3	1
31	в силу того что	2	1
32	заключается в том чтобы	3	1
33	что с точки зрения	1	1
34	в том числе и	1	1
35	с этой точки зрения	4	1
36	легко убедиться в том	1	1
37	все больше и больше	1	1
38	ясно что с точки	1	1
39	состоит в том чтобы	1	1
40	но для того чтобы	1	1
41	одном и том же	1	1
42	именно в силу того	1	1
43	в полном согласии с	1	1
44	какой мере не является	1	1
45	о том что он	1	1
46	для того чтобы с	1	1
47	он указывает на то	1	1
48	в результате этого исследования	1	1
49	то что у него	3	1
50	в чем именно заключается	1	1
