N	2gram	Losev_Prob_1	Komedia
1	и в	32	26
2	в комедии	2	19
3	едва ли	2	14
4	и не	31	14
5	и его	3	12
6	к тому	3	12
7	так и	12	12
8	тому же	1	11
9	может быть	14	11
10	в том	9	11
11	в этом	19	10
12	на протяжении	1	10
13	но и	9	10
14	том что	12	9
15	если бы	4	9
16	вместе с	2	9
17	что в	12	9
18	молодой человек	1	9
19	ясно что	3	8
20	было бы	8	8
21	и на	8	7
22	не только	17	7
23	на себя	2	7
24	из них	3	7
25	еще не	9	6
26	в своем	5	6
27	о том	11	6
28	в нем	13	6
29	таким образом	6	6
30	в то	6	6
31	того чтобы	9	6
32	потому что	16	6
33	и здесь	6	6
34	наряду с	1	6
35	во время	1	6
36	то что	42	6
37	в которой	2	5
38	с его	2	5
39	что он	7	5
40	так что	6	5
41	в истории	4	5
42	с этим	3	5
43	для того	8	5
44	ни в	7	5
45	с тем	5	5
46	себя внимание	1	5
47	последние десятилетия	1	5
48	и с	2	5
49	больше чем	2	5
50	хоть и	1	5
51	один из	4	5
52	действующих лиц	2	5
53	в качестве	2	5
54	к этому	1	5
55	по адресу	1	4
56	уже в	3	4
57	меньше всего	2	4
58	хотя и	6	4
59	в самом	6	4
60	что это	3	4
61	из этих	2	4
62	это было	2	4
63	в них	7	4
64	как и	3	4
65	в этих	3	4
66	место в	1	4
67	тому что	4	4
68	не менее	19	4
69	как будто	3	4
70	больше того	1	4
71	как мы	7	4
72	сразу же	2	4
73	можно было	3	4
74	его в	6	4
75	между тем	2	4
76	в его	6	4
77	только в	7	4
78	же в	4	4
79	в начале	1	4
80	этот раз	2	4
81	так как	11	4
82	в последние	1	4
83	на этот	3	4
84	что для	2	4
85	прежде всего	10	4
86	мира в	1	4
87	как это	6	4
88	о его	2	4
89	все же	1	4
90	и для	4	4
91	и от	1	4
92	точки зрения	3	4
93	например в	2	3
94	в котором	5	3
95	то же	10	3
96	в их	4	3
97	той же	1	3
98	вопрос о	1	3
99	того же	3	3
100	это время	1	3
101	что его	3	3
102	во всех	7	3
103	но не	9	3
104	как в	4	3
105	но в	14	3
106	так или	2	3
107	в этой	10	3
108	как он	4	3
109	друг другу	2	3
110	но все	3	3
111	человека в	1	3
112	в каждом	1	3
113	первую очередь	1	3
114	при всем	1	3
115	но если	2	3
116	из числа	2	3
117	не имеет	2	3
118	того как	3	3
119	в самой	3	3
120	связи с	5	3
121	что на	1	3
122	многие из	1	3
123	и сам	1	3
124	то время	1	3
125	и поэтому	1	3
126	к нему	3	3
127	себя в	1	3
128	для всех	1	3
129	и типов	1	3
130	мы знаем	1	3
131	и их	1	3
132	друг друга	1	3
133	мы можем	4	3
134	тем что	7	3
135	в первую	1	3
136	даже не	1	3
137	или иначе	2	3
138	здесь в	3	3
139	в средней	1	3
140	не было	4	3
141	о чем	6	3
142	в связи	4	3
143	и особенно	2	3
144	из которых	1	3
145	и столь	1	3
146	да и	3	3
147	с этой	1	3
148	все это	7	3
149	или в	4	3
150	для нас	5	3
151	а в	4	3
152	в период	1	3
153	в своей	8	3
154	жизни и	1	3
155	по поводу	4	3
156	не может	8	3
157	и т	11	2
158	одним из	1	2
159	только потому	3	2
160	и есть	6	2
161	в первом	2	2
162	мы имеем	2	2
163	мы не	2	2
164	из самых	1	2
165	время как	1	2
166	говорить о	6	2
167	х годов	1	2
168	то это	1	2
169	в виду	6	2
170	он был	1	2
171	бы то	1	2
172	в ее	3	2
173	если в	1	2
174	тут же	1	2
175	отнюдь не	10	2
176	и я	1	2
177	и вовсе	4	2
178	в одной	1	2
179	этом же	1	2
180	достаточно ясно	1	2
181	что по	1	2
182	самом начале	1	2
183	в действительности	3	2
184	от этого	1	2
185	бы и	1	2
186	сказать о	2	2
187	жизни так	1	2
188	ни одна	1	2
189	и если	6	2
190	что она	5	2
191	после этого	4	2
192	он не	3	2
193	и еще	3	2
194	в силу	1	2
195	что ни	2	2
196	на этом	1	2
197	то ни	1	2
198	об этом	10	2
199	связанных с	1	2
200	это не	6	2
201	этом смысле	6	2
202	надо считать	1	2
203	в это	2	2
204	и такая	1	2
205	не более	1	2
206	всяком случае	3	2
207	представление о	1	2
208	признать что	1	2
209	которые в	2	2
210	не в	4	2
211	в конце	6	2
212	однако в	2	2
213	вовсе не	35	2
214	даже в	1	2
215	одна из	1	2
216	что их	2	2
217	в какой-то	1	2
218	не является	5	2
219	если у	1	2
220	и это	9	2
221	говоря уже	2	2
222	и что	9	2
223	с собой	2	2
224	общей форме	1	2
225	или на	3	2
226	на что	2	2
227	времени в	1	2
228	и во	3	2
229	и все	7	2
230	в античной	1	2
231	представления о	1	2
232	все время	2	2
233	с которыми	4	2
234	по содержанию	1	2
235	философии и	4	2
236	тот же	1	2
237	и ее	8	2
238	или его	2	2
239	что наши	1	2
240	является не	2	2
241	одно из	2	2
242	т п	1	2
243	не для	2	2
244	от того	1	2
245	в других	5	2
246	ничуть не	1	2
247	нет и	2	2
248	со стороны	1	2
249	и к	1	2
250	до сих	3	2
251	с другой	3	2
252	с которым	1	2
253	что из	1	2
254	если не	4	2
255	для этой	1	2
256	мы находим	2	2
257	уже о	1	2
258	по своему	9	2
259	в течение	1	2
260	одновременно с	1	2
261	как бы	14	2
262	в уже	1	2
263	сих пор	3	2
264	вообще говоря	1	2
265	хотя бы	3	2
266	ни было	1	2
267	не говоря	4	2
268	от всех	2	2
269	к его	2	2
270	во всяком	7	2
271	то на	2	1
272	как говорят	2	1
273	отношения к	1	1
274	о любви	2	1
275	самом деле	6	1
276	необходимые для	2	1
277	отношения между	1	1
278	что эти	1	1
279	сам автор	1	1
280	и этот	1	1
281	по его	2	1
282	которыми он	1	1
283	на первый	2	1
284	для своего	2	1
285	в семье	1	1
286	память о	1	1
287	в сущности	2	1
288	хуже чем	1	1
289	большей частью	2	1
290	и самого	1	1
291	когда речь	1	1
292	чем больше	4	1
293	первый план	1	1
294	все эти	8	1
295	в чем	3	1
296	время он	1	1
297	не имеющий	3	1
298	что становится	1	1
299	только после	2	1
300	то мы	1	1
301	о смерти	1	1
302	в общем	1	1
303	в расцвете	1	1
304	и будет	1	1
305	не просто	23	1
306	в свои	1	1
307	чем же	2	1
308	первый взгляд	1	1
309	общего с	8	1
310	которой они	1	1
311	в художественном	1	1
312	и нет	1	1
313	однако не	3	1
314	на нас	1	1
315	начале нашего	1	1
316	не являются	5	1
317	тем же	1	1
318	более или	3	1
