N	2gram	Bakhtin_sl_1	Problemy
1	и в	41	35
2	как бы	12	31
3	и не	16	27
4	в его	13	21
5	но в	8	19
6	как и	4	18
7	не может	14	18
8	себе самому	1	18
9	о себе	1	17
10	к другому	1	16
11	в нем	30	16
12	то есть	26	16
13	то же	14	15
14	и все	4	15
15	в сущности	13	14
16	в этом	12	14
17	и его	14	14
18	для него	3	14
19	может быть	14	14
20	но и	16	14
21	все это	5	14
22	он не	3	13
23	к нему	5	13
24	и с	4	12
25	в другом	2	12
26	прежде всего	8	12
27	и к	5	12
28	в пределах	14	11
29	в то	14	11
30	слова и	13	11
31	не только	16	10
32	не в	7	10
33	же время	12	10
34	героя и	1	10
35	на самом	2	9
36	в отношении	6	9
37	мы уже	2	8
38	все же	7	8
39	самого начала	1	8
40	как мы	8	8
41	с самого	1	8
42	так и	11	8
43	себя и	1	8
44	о мире	1	8
45	и слово	2	8
46	и для	4	8
47	потому что	2	8
48	слово о	1	7
49	еще не	4	7
50	с его	4	7
51	своему предмету	2	7
52	и наконец	4	7
53	лишь в	4	7
54	там где	4	7
55	таким образом	9	7
56	и сам	3	7
57	в виде	2	7
58	вовсе не	7	7
59	так же	2	7
60	точки зрения	16	7
61	с ним	7	7
62	а в	6	7
63	отношении к	6	7
64	и на	14	6
65	но не	2	6
66	отношение к	7	6
67	что они	2	6
68	чужого слова	2	6
69	в самом	5	6
70	чужое слово	1	6
71	в плане	6	6
72	в каждом	4	6
73	в слове	7	6
74	в речах	2	6
75	к тому	3	6
76	в одном	2	6
77	и что	1	6
78	только в	6	6
79	слова в	8	6
80	но это	1	6
81	от него	1	6
82	не знает	1	6
83	и то	2	5
84	как в	8	5
85	в себе	3	5
86	пределах одного	1	5
87	внутренней речи	3	5
88	на протяжении	2	5
89	рассказчика и	3	5
90	он и	1	5
91	даже в	2	5
92	да и	1	5
93	его с	1	5
94	и это	1	5
95	в том	3	5
96	с ними	3	5
97	так что	2	5
98	и даже	6	5
99	к своему	6	5
100	в романах	2	5
101	как к	2	5
102	этого слова	1	5
103	самому и	1	5
104	ведь и	1	4
105	он в	5	4
106	нет и	1	4
107	же и	2	4
108	сливается с	2	4
109	та же	1	4
110	на его	8	4
111	в диалогах	1	4
112	друг с	2	4
113	же не	1	4
114	его в	3	4
115	в них	6	4
116	рядом с	4	4
117	его слово	2	4
118	в эту	2	4
119	в своей	7	4
120	двух голосов	1	4
121	его отношение	1	4
122	но он	2	4
123	друг другу	2	4
124	слово без	1	4
125	никогда не	3	4
126	и без	1	4
127	стиль и	1	4
128	во всем	1	4
129	как раз	2	4
130	его за	1	4
131	протяжении всего	1	4
132	той или	9	4
133	свое слово	1	4
134	внутреннюю речь	1	4
135	все его	4	4
136	между тем	2	4
137	наконец в	2	4
138	все время	3	4
139	которым он	1	4
140	и так	1	4
141	и у	2	4
142	только на	2	4
143	не принимает	1	4
144	всяком случае	5	4
145	так как	3	4
146	у него	3	4
147	или иной	9	4
148	с другой	5	4
149	и прежде	1	4
150	с другом	2	4
151	что не	1	4
152	в стиле	1	4
153	до конца	12	4
154	а не	15	4
155	с которым	2	4
156	но как	1	4
157	по своему	2	4
158	в той	10	4
159	к чужому	6	4
160	бы в	1	4
161	тот же	1	4
162	во всяком	7	4
163	себя как	1	3
164	а между	2	3
165	как его	5	3
166	и свой	1	3
167	и со	1	3
168	в виду	1	3
169	почти на	1	3
170	бы то	1	3
171	во всех	17	3
172	установкой на	1	3
173	в общем	1	3
174	за пределы	4	3
