N	4gram	Tiupa_Hudo_2	Narrotol
1	в том числе и	1	4
2	в то же время	4	3
3	казалось что нет у	1	2
4	кажется жизнь бы отдал	1	2
5	все те же будут	1	2
6	же надежда на будущее	1	2
7	это все те же	1	2
8	идет по полю быстро	1	2
9	жалких дешевых ставен низких	1	2
10	на будущее какая была	1	2
11	как будто он прямо	1	2
12	что нет у него	1	2
13	же будут каждый год	1	2
14	они все те же	1	2
15	свободен теперь как птица	1	2
16	него чего-то самого важного	1	2
17	все та же надежда	1	2
18	он веровал но все	1	2
19	о чем смутно мечталось	1	2
20	полю быстро весело постукивая	1	2
21	он прямо родился монахом	1	2
22	же не все было	1	2
23	что это все те	1	2
24	юности что они все	1	2
25	те же люди что	1	2
26	точно так же как	1	2
27	будто он прямо родился	1	2
28	у него чего-то самого	1	2
29	что были тогда в	1	2
30	волнует все та же	1	2
31	нет у него чего-то	1	2
32	же люди что были	1	2
33	по полю быстро весело	1	2
34	были тогда в детстве	1	2
35	веровал но все же	1	2
36	люди что были тогда	1	2
37	быстро весело постукивая палочкой	1	2
38	бы отдал только бы	1	2
39	важного о чем смутно	1	2
40	что они все те	1	2
41	те же будут каждый	1	2
42	самого важного о чем	1	2
43	тогда в детстве и	1	2
44	которым можно было бы	1	2
45	все те же люди	1	2
46	надежда на будущее какая	1	2
47	та же надежда на	1	2
48	о детях о внуках	2	2
49	чего-то самого важного о	1	2
50	казалось что это все	1	2
51	не все было ясно	1	2
52	состоит в том что	2	2
53	но все же не	1	2
54	дешевых ставен низких потолков	1	2
55	все же не все	1	2
56	начинала рассказывать о детях	1	1
57	плакали я тоже вдруг	1	1
58	живущих в ее памяти	1	1
59	одаривает всех живущих в	1	1
60	это живет теперь единственный	1	1
61	стоит читателю задать себе	1	1
62	в памяти отцов и	1	1
63	свою жизнь находился при	1	1
64	будущее какая была и	1	1
65	за вербой одинаковое выражение	1	1
66	про жениха и про	1	1
67	человеческой мысли о детях	1	1
68	сама не знаю его	1	1
69	читателя в самую суть	1	1
70	прекрасным радостным каким вероятно	1	1
71	символики это живет теперь	1	1
72	ситуации настолько чтобы заставить	1	1
73	верю ли я лично	1	1
74	настолько чтобы заставить ее	1	1
75	той неповторимой духовной связи	1	1
76	глагольных времен старуха которая	1	1
77	этом завершающем текст фрагменте	1	1
78	странность состоит в явной	1	1
79	лет назад она возила	1	1
80	чтобы заставить ее решать	1	1
81	без шапки босиком с	1	1
82	канавах вода а за	1	1
83	и при этом говорила	1	1
84	женам и детям отметки	1	1
85	рассказывать о детях о	1	1
86	индивидуальностями бумаги входящие и	1	1
87	вода а за городом	1	1
88	вероятно никогда и не	1	1
89	ей не поверят и	1	1
90	него весело с доброй	1	1
91	со времен принятия на	1	1
92	настоящего времени в речи	1	1
93	только старуха мать покойного	1	1
94	глядела на своего дядю	1	1
95	священникам молодым и старым	1	1
96	сходилась на выгоне с	1	1
97	было бы поговорить отвести	1	1
98	белые кресты на могилах	1	1
99	молодым и старым даже	1	1
100	отчужденно как о некой	1	1
101	преосвященного весь род его	1	1
102	с доброй радостной улыбкой	1	1
103	и детям отметки по	1	1
104	вдруг выросла перед глазами	1	1
105	на выгоне с другими	1	1
106	говорила редко и не	1	1
107	свою корову и сходилась	1	1
108	встретить свою корову и	1	1
109	этих жалких дешевых ставен	1	1
110	мысли о детях о	1	1
111	слитых в светлой праздничности	1	1
112	ставен низких потолков не	1	1
113	всех кто подходил за	1	1
114	жизней слитых в светлой	1	1
115	улыбались приветливо и над	1	1
116	и в то же	2	1
117	заплакала а отчего и	1	1
118	и пережил их одиннадцать	1	1
119	впервые будто и читатель	1	1
120	назад она возила и	1	1
121	за городом доносилось с	1	1
122	вопроса а как же	1	1
123	шумела в канавах вода	1	1
124	смутно мечталось когда-то и	1	1
125	в заблуждении а в	1	1
126	мысли и воображение читателя	1	1
127	дядю преосвященного как бы	1	1
128	и воображение читателя в	1	1
129	корову и сходилась на	1	1
130	она возила и его	1	1
131	самом деле не все	1	1
132	человек идет по полю	1	1
133	не помнила что он	1	1
134	удержаться все плакали я	1	1
135	не знаю его святая	1	1
136	живым прекрасным радостным каким	1	1
137	выговорить ни слова ничего	1	1
138	себя больше дьяконицей чем	2	1
139	по обыкновению поднимались из-за	1	1
140	уходило бездонное необъятное голубое	1	1
141	своего дядю преосвященного как	1	1
142	он свободен теперь как	1	1
143	вместе со всеми уже	1	1
144	как и в двух	1	1
145	и ей в самом	1	1
146	средоточием других жизней слитых	1	1
147	другая странность состоит в	1	1
148	в самом деле не	1	1
149	и ушла ни с	1	1
150	память читателя оказывается противопоставленной	1	1
151	чем смутно мечталось когда-то	1	1
152	о внуках о том	1	1
153	бы один человек с	1	1
154	прожитого которое представлялось живым	1	1
155	другое у всех кто	1	1
156	только бы не видеть	1	1
157	какая была и в	1	1
158	и молодые и мужские	1	1
159	бездонное необъятное голубое небо	1	1
160	робела говорила редко и	1	1
161	глядя заплакала а отчего	1	1
162	четверки а иногда и	1	1
163	совсем забыли и только	1	1
164	и сходилась на выгоне	1	1
165	соборной человеческой мысли о	1	1
166	было как будто он	1	1
167	на него приходится искать	1	1
168	уже не мог выговорить	1	1
169	жизнь бы отдал только	1	1
170	хоть бы один человек	1	1
171	и не то что	1	1
172	речи повествователя может быть	1	1
173	женщинами то начинала рассказывать	1	1
174	словно мы знакомимся с	1	1
175	суть проблемной ситуации настолько	1	1
176	видеть этих жалких дешевых	1	1
177	старым даже их женам	1	1
178	находился при архиереях и	1	1
179	разгадать что это за	1	1
180	старуха мать покойного которая	1	1
181	памяти а также и	1	1
182	внешне одинокое я оказывается	1	1
183	катя не мигая глядела	1	1
184	выгоне с другими женщинами	1	1
185	живет теперь единственный в	1	1
186	в даме с собачкой	5	1
187	под вечер чтобы встретить	1	1
188	самым личная память читателя	1	1
189	из-за гребенки как сияние	1	1
190	мужские и женские походили	1	1
191	между настоящим временем и	1	1
192	весело с доброй радостной	1	1
193	ему перед нами одно	1	1
194	страха так и ушла	1	1
195	к тому же в	1	1
196	уездном городишке когда выходила	1	1
197	себя соборным средоточием других	1	1
198	теперь как птица может	1	1
199	не поговорил с ним	1	1
200	ясные летние утра цыгане	1	1
201	даже их женам и	1	1
202	в ее памяти а	1	1
203	знакомимся с нею впервые	1	1
204	приходится искать в себе	1	1
205	поднимались из-за гребенки как	1	1
206	когда-то и в настоящем	1	1
207	отметки по поведению пятерки	1	1
208	его и братьев и	1	1
209	все верили несогласованность между	1	1
210	пережил их одиннадцать душ	1	1
211	которое представлялось живым прекрасным	1	1
212	и только старуха мать	1	1
213	потолков не чувствовать этого	1	1
214	целый день душа дрожит	1	1
215	оговаривается словно мы знакомимся	1	1
216	с ним искренне попросту	1	1
217	и ответ на него	1	1
218	выговорить ни одного слова	1	1
219	тем самым личная память	1	1
220	свой тихий скромный нрав	1	1
221	не было дело здесь	1	1
222	знаю его святая воля	1	1
223	духовной связи какой личность	1	1
224	и не было дело	1	1
225	памяти отцов и дедов	1	1
226	больше дьяконицей чем матерью	2	1
227	в речи повествователя может	1	1
228	вечер чтобы встретить свою	1	1
229	верили несогласованность между настоящим	1	1
230	нами одно из тончайших	1	1
231	босиком с наивной верой	1	1
232	бумаги входящие и исходящие	1	1
233	не в заблуждении а	1	1
234	быть прочитано как символ	1	1
235	все верили обратим внимание	1	1
236	несмотря на свой тихий	1	1
237	солнечно тепло весело шумела	1	1
238	как бы желая разгадать	1	1
239	обыкновению поднимались из-за гребенки	1	1
240	жили в памяти отцов	1	1
241	текст фрагменте о марии	1	1
242	обыкновенный человек идет по	1	1
243	личная память читателя оказывается	1	1
244	уже не помнила что	1	1
245	слова от страха так	1	1
246	чувствовала себя больше дьяконицей	2	1
247	и дедов за личностью	1	1
248	поверят и ей в	1	1
249	подходил за вербой одинаковое	1	1
250	на другой день была	1	1
251	будто и читатель вместе	1	1
252	помнила что он архиерей	1	1
253	принятия на руси христианства	1	1
254	в той неповторимой духовной	1	1
255	и его и братьев	1	1
256	было удержаться все плакали	1	1
257	случай употребления настоящего времени	1	1
258	здесь не в заблуждении	1	1
259	как птица может идти	1	1
260	проснулись и улыбались приветливо	1	1
261	преосвященного как бы желая	1	1
262	в светлой праздничности прожитого	1	1
263	наивной верой с наивной	1	1
264	один человек не поговорил	1	1
265	знает куда уходило бездонное	1	1
266	не то что хотела	1	1
267	тончайших проявлений чеховской тенденции	1	1
268	покойного которая живет теперь	1	1
269	городишке когда выходила под	1	1
270	и прошедшим оставляет место	1	1
271	боясь что ей не	1	1
272	употребления настоящего времени в	1	1
273	настоящим временем и прошедшим	1	1
274	нельзя было удержаться все	1	1
275	с наивной улыбкой счастливый	1	1
276	шапки босиком с наивной	1	1
277	прочитано как символ бессмертия	1	1
278	повествователя может быть прочитано	1	1
279	фрагменте о марии тимофеевне	1	1
280	полей непрерывное пение жаворонков	1	1
281	светлой праздничности прожитого которое	1	1
282	живет теперь у зятя-дьякона	1	1
283	то начинала рассказывать о	1	1
284	иконой без шапки босиком	1	1
285	тому же в аспекте	1	1
286	церковный звон в ясные	1	1
287	говорила и ей не	1	1
288	походили одно на другое	1	1
289	поговорил с ним искренне	1	1
290	высокая колокольня вся залитая	1	1
291	и в настоящем волнует	1	1
292	что это за человек	1	1
293	всенощной нельзя было удержаться	1	1
294	перед нами одно из	1	1
295	личностью преосвященного весь род	1	1
296	мог выговорить ни слова	1	1
297	вчерась во всенощной нельзя	1	1
298	а отчего и сама	1	1
299	мы знакомимся с нею	1	1
300	может идти куда угодно	1	1
301	говорила робко боясь что	1	1
302	одно на другое у	1	1
303	приездом матери оно разгорается	1	1
304	и он свободен теперь	1	1
305	не могла выговорить ни	1	1
306	веселый красивый звон дорогих	1	1
307	не все верили несогласованность	1	1
308	том что у нее	1	1
309	противящейся ему перед нами	1	1
310	человек не поговорил с	1	1
311	может быть прочитано как	1	1
312	о марии тимофеевне говорится	1	1
313	тепло весело шумела в	1	1
314	не чувствовать этого тяжкого	1	1
315	каким вероятно никогда и	1	1
316	искать в себе самом	1	1
317	связи какой личность чеховского	1	1
318	было солнечно тепло весело	1	1
319	я тоже вдруг на	1	1
320	этом говорила робко боясь	1	1
321	глядела на него весело	1	1
322	человеческими индивидуальностями бумаги входящие	1	1
323	зятя-дьякона в глухом уездном	1	1
324	а на другой день	1	1
325	проблемной ситуации настолько чтобы	1	1
326	глухом уездном городишке когда	1	1
327	а он уже не	1	1
328	в канавах вода а	1	1
329	как же обстоит дело	1	1
330	завершающем текст фрагменте о	1	1
331	аспекте художественной символики это	1	1
332	всей епархии ставили священникам	1	1
333	сходилась начинала рассказывать говорила	1	1
334	мы имеем дело с	1	1
335	ли я лично в	1	1
336	задать себе подобный вопрос	1	1
337	неповторимой духовной связи какой	1	1
338	на свой тихий скромный	1	1
339	а также и тех	1	1
340	мигая глядела на своего	1	1
341	между человеческими индивидуальностями бумаги	1	1
342	в ясные летние утра	1	1
343	него приходится искать в	1	1
344	верили обратим внимание на	1	1
345	выросла перед глазами белая	1	1
346	низких потолков не чувствовать	1	1
347	бы желая разгадать что	1	1
348	я лично в небесследность	1	1
349	деревья уже проснулись и	1	1
350	и старые и молодые	1	1
351	он уже не мог	1	1
352	прошедшим оставляет место для	1	1
353	детям отметки по поведению	1	1
354	приветливо и над ними	1	1
355	какой личность чеховского героя	1	1
356	в том что в	1	1
357	вербой одинаковое выражение глаз	1	1
358	этого тяжкого монастырского запаха	1	1
359	ни одного слова от	1	1
360	соборным средоточием других жизней	1	1
361	не все верили обратим	1	1
362	с другими женщинами то	1	1
363	от страха так и	1	1
364	робко боясь что ей	1	1
365	у зятя-дьякона в глухом	1	1
366	всю свою жизнь находился	1	1
367	он уже простой обыкновенный	1	1
368	при архиереях и пережил	1	1
369	темные улицы одна за	1	1
370	и братьев и сестер	1	1
371	верой с наивной улыбкой	1	1
372	куда уходило бездонное необъятное	1	1
373	также и тех неведомых	1	1
374	простой обыкновенный человек идет	1	1
375	так и ушла ни	1	1
376	и четверки а иногда	1	1
377	уже проснулись и улыбались	1	1
378	на него весело с	1	1
379	что ей не поверят	1	1
380	в самую суть проблемной	1	1
381	читатель вместе со всеми	1	1
382	времен старуха которая живет	1	1
383	себе самом верю ли	1	1
384	в себе самом верю	1	1
385	доносилось с полей непрерывное	1	1
386	за личностью преосвященного весь	1	1
387	своего рода ключом к	1	1
388	кто подходил за вербой	1	1
389	и старым даже их	1	1
390	все лица и старые	1	1
391	никогда и не было	1	1
392	когда-то много-много лет назад	1	1
393	и женские походили одно	1	1
394	не мог выговорить ни	1	1
395	старуха которая живет теперь	1	1
396	летние утра цыгане под	1	1
397	лица и старые и	1	1
398	мечталось когда-то и в	1	1
399	слова ничего не понимал	1	1
400	теперь у зятя-дьякона в	1	1
401	с нею впервые будто	1	1
402	ставили священникам молодым и	1	1
403	мать покойного которая живет	1	1
404	внуках о том что	1	1
405	дьяконицей чем матерью а	1	1
406	дедов за личностью преосвященного	1	1
407	в этом завершающем текст	1	1
408	же в аспекте художественной	1	1
409	ответ на него приходится	1	1
410	перед глазами белая зубчатая	1	1
411	выходила под вечер чтобы	1	1
412	заблуждении а в той	1	1
413	вдруг на вас глядя	1	1
414	молодые и мужские и	1	1
415	за иконой без шапки	1	1
416	женские походили одно на	1	1
417	бы поговорить отвести душу	1	1
418	что он уже простой	1	1
419	сисой всю свою жизнь	1	1
420	пятерки и четверки а	1	1
421	и улыбались приветливо и	1	1
422	чувствовать этого тяжкого монастырского	1	1
423	настоящем волнует все та	1	1
424	детях о внуках о	1	1
425	всех живущих в ее	1	1
426	ее памяти а также	1	1
427	читателя оказывается противопоставленной забвению	1	1
428	когда выходила под вечер	1	1
429	самом верю ли я	1	1
430	рассказывать говорила и ей	1	1
431	характеризующийся единством места времени	1	1
432	читателю задать себе подобный	1	1
433	было дело здесь не	1	1
434	и над ними бог	1	1
435	дело в том что	1	1
436	другой день была пасха	1	1
437	вас глядя заплакала а	1	1
438	воображение читателя в самую	1	1
439	в глухом уездном городишке	1	1
440	возила и его и	1	1
441	неугасимо пробужденное приездом матери	1	1
442	представлялось живым прекрасным радостным	1	1
443	с наивной верой с	1	1
444	одного слова от страха	1	1
445	с полей непрерывное пение	1	1
446	широкое небо залитое солнцем	1	1
447	епархии ставили священникам молодым	1	1
448	при этом говорила робко	1	1
449	дело здесь не в	1	1
450	отцов и дедов за	1	1
451	мире не может быть	1	1
452	редко и не то	1	1
453	на другое у всех	1	1
454	единством места времени и	1	1
455	ходил за иконой без	1	1
456	деле не все верили	1	1
457	птица может идти куда	1	1
458	уже простой обыкновенный человек	1	1
459	а за городом доносилось	1	1
460	в аспекте художественной символики	1	1
461	овец церковный звон в	1	1
462	можно было бы поговорить	1	1
463	самую суть проблемной ситуации	1	1
464	текста характеризующийся единством места	1	1
465	и мужские и женские	1	1
466	временем и прошедшим оставляет	1	1
467	забыли и только старуха	1	1
468	отчего и сама не	1	1
469	ни один человек не	1	1
470	на вас глядя заплакала	1	1
471	утра цыгане под окном	1	1
472	их женам и детям	1	1
473	человек с которым можно	1	1
474	наивной улыбкой счастливый бесконечно	1	1
475	а как же обстоит	1	1
476	над ними бог знает	1	1
477	похоже было как будто	1	1
478	ей не все верили	1	1
479	нечего там чего уж	1	1
480	начинала рассказывать говорила и	1	1
481	звон в ясные летние	1	1
482	и ей не все	1	1
483	одно из тончайших проявлений	1	1
484	оказывается противопоставленной забвению и	1	1
485	выходила сходилась начинала рассказывать	1	1
486	не поверят и ей	1	1
487	и сама не знаю	1	1
488	один человек с которым	1	1
489	праздничности прожитого которое представлялось	1	1
490	других жизней слитых в	1	1
491	ни слова ничего не	1	1
492	была и в детстве	1	1
493	времен принятия на руси	1	1
494	о том что у	1	1
495	старые и молодые и	1	1
496	много-много лет назад она	1	1
497	жизнь находился при архиереях	1	1
498	а иногда и тройки	1	1
499	чтобы встретить свою корову	1	1
500	тоже вдруг на вас	1	1
501	художественной символики это живет	1	1
502	могла выговорить ни одного	1	1
503	на своего дядю преосвященного	1	1
504	у всех кто подходил	1	1
505	жениха и про чертог	1	1
506	бы не видеть этих	1	1
507	все плакали я тоже	1	1
508	со всеми уже забыл	1	1
509	а в той неповторимой	1	1
510	колокольня вся залитая светом	1	1
511	радостным каким вероятно никогда	1	1
512	не видеть этих жалких	1	1
513	нею впервые будто и	1	1
514	глазами белая зубчатая стена	1	1
515	из тончайших проявлений чеховской	1	1
516	в настоящем волнует все	1	1
517	ним искренне попросту по-человечески	1	1
518	желая разгадать что это	1	1
519	ушла ни с чем	1	1
520	несогласованность между настоящим временем	1	1
521	во всенощной нельзя было	1	1
522	которые жили в памяти	1	1
523	поведению пятерки и четверки	1	1
524	которая живет теперь у	1	1
525	весело шумела в канавах	1	1
526	специально оговаривается словно мы	1	1
527	времени в речи повествователя	1	1
528	городом доносилось с полей	1	1
529	не мигая глядела на	1	1
530	по поведению пятерки и	1	1
531	ними бог знает куда	1	1
532	бог знает куда уходило	1	1
533	отдал только бы не	1	1
534	что у нее был	1	1
535	ей в самом деле	1	1
536	другими женщинами то начинала	1	1
537	и читатель вместе со	1	1
538	с которым можно было	1	1
539	пробужденное приездом матери оно	1	1
540	архиереях и пережил их	1	1
