N	2gram	Savitsky_E_1	Myshleni
1	в этом	12	29
2	точки зрения	23	28
3	и в	37	26
4	для себя	1	24
5	не только	18	24
6	то что	6	24
7	таким образом	2	23
8	с точки	17	21
9	представляет собой	3	19
10	того чтобы	6	19
11	для того	6	18
12	в том	11	18
13	и не	14	18
14	том что	6	17
15	потому что	3	16
16	как и	7	15
17	как мы	5	14
18	того что	7	14
19	так как	7	14
20	так же	9	14
21	и его	1	12
22	вместе с	2	12
23	что в	21	12
24	но и	14	11
25	не может	9	11
26	в развитии	2	10
27	слова и	1	10
28	по своей	2	10
29	в самом	4	9
30	в себе	9	9
31	тому что	1	9
32	по сравнению	2	9
33	тем что	3	9
34	что мы	1	9
35	по своему	7	9
36	же как	5	8
37	то же	15	8
38	той же	1	8
39	только в	9	8
40	сравнению с	2	8
41	ее в	3	8
42	сказать что	4	8
43	тем самым	5	8
44	и то	2	7
45	мы не	4	7
46	и к	3	7
47	представление о	2	7
48	к тому	8	7
49	может быть	6	7
50	прежде всего	9	7
51	вопрос о	4	6
52	во всех	6	6
53	по отношению	1	6
54	все же	1	6
55	что это	2	6
56	все эти	1	6
57	было бы	8	6
58	и тем	3	6
59	в ее	8	6
60	что эта	1	6
61	нас к	2	6
62	в сознании	1	6
63	между собой	2	6
64	и что	2	6
65	заключается в	2	6
66	связь между	1	6
67	в какой	2	6
68	именно в	4	6
69	а не	2	6
70	как бы	6	6
71	в смысле	9	6
72	мы должны	2	6
73	как на	3	6
74	все что	1	6
75	из всех	3	5
76	чем это	1	5
77	на нет	1	5
78	могли бы	1	5
79	в силу	2	5
80	и с	2	5
81	с тем	3	5
82	она не	2	5
83	что с	1	5
84	тогда когда	2	5
85	в процессе	4	5
86	в направлении	4	5
87	данном случае	2	5
88	во второй	3	5
89	является в	1	5
90	если бы	2	5
91	на вопрос	1	5
92	можно сказать	4	5
93	и следовательно	1	5
94	с одной	8	5
95	в качестве	14	5
96	на всем	4	5
97	если мы	1	5
98	в начале	1	5
99	одно из	1	5
100	себе в	3	5
101	и их	1	5
102	одной стороны	8	5
103	как это	4	5
104	в данном	3	5
105	с этой	6	5
106	и для	3	5
107	бы в	2	5
108	с другой	7	4
109	в нашем	1	4
110	если в	2	4
111	как в	3	4
112	стороны и	6	4
113	целый ряд	2	4
114	но в	14	4
115	не можем	2	4
116	нами в	1	4
117	на то	6	4
118	и во	2	4
119	во внутреннюю	1	4
120	чем в	4	4
121	в такой	1	4
122	в котором	2	4
123	не в	5	4
124	в той	5	4
125	не менее	1	4
126	никогда не	3	4
127	связи с	1	4
128	в области	11	4
129	не могут	2	4
130	что оно	1	4
131	не есть	2	4
132	имеет место	2	4
133	о том	3	4
134	которые мы	1	4
135	в его	2	4
136	и только	3	4
137	речи о	1	4
138	одной из	5	4
139	по этому	1	4
140	то и	1	4
141	это есть	1	4
142	должны быть	1	4
143	и от	3	4
144	и наконец	2	4
145	этой точки	5	4
146	гораздо более	1	4
147	связана с	1	3
148	что эти	2	3
149	есть не	2	3
150	из того	2	3
151	в ней	4	3
152	но не	5	3
153	очевидно что	3	3
154	в этой	2	3
155	в одной	1	3
156	имеет в	2	3
157	в этот	1	3
158	стремились показать	1	3
159	к выводу	1	3
160	он не	2	3
161	отношений между	2	3
162	и по	5	3
163	так и	10	3
164	об этом	1	3
165	с другими	2	3
166	мы видели	3	3
167	такой же	2	3
168	для него	1	3
169	в своей	8	3
170	друг другу	1	3
171	состоит в	1	3
172	на другую	1	3
173	для нее	1	3
174	по себе	4	3
175	проистекает из	1	3
176	и другое	1	3
177	в основе	1	3
178	только и	1	3
179	в самой	1	3
180	во всем	1	3
181	каждой из	1	3
182	этом отношении	3	3
183	но также	2	3
184	последнее время	1	3
185	с собой	1	3
186	мог бы	2	3
187	приводит нас	2	3
188	для этого	1	3
189	с ним	1	3
190	во втором	2	3
191	что и	3	3
192	к нему	2	3
193	мы видим	2	3
194	есть в	2	3
195	представить себе	1	3
196	мы находим	1	3
197	мы можем	3	3
198	и потому	5	3
199	смысле этого	1	3
200	этого слова	1	3
201	и о	1	3
202	но это	1	3
203	не является	3	3
204	в новой	1	3
205	есть то	1	3
