N	3gram	Nazirov_Vr_1	Vladivir
1	в том что	2	10
2	тем не менее	1	9
3	о том что	1	8
4	с точки зрения	2	6
5	не может быть	2	6
6	в конце концов	1	5
7	и в этом	1	5
8	точно так же	1	4
9	и то что	1	4
10	у него в	1	4
11	в то время	1	4
12	в этом смысле	1	3
13	во всяком случае	1	3
14	в то же	4	3
15	в году в	2	3
16	в конце жизни	1	3
17	на первый план	1	2
18	в этом отношении	1	2
19	независимо от того	1	2
20	и в то	1	2
21	а с другой	1	2
22	в это время	1	2
23	так же как	1	2
24	в связи с	3	2
25	с другой стороны	1	2
26	то же время	4	2
27	в те годы	2	2
28	на то что	1	2
29	а следовательно и	1	1
30	общего ни с	1	1
31	это то что	1	1
32	не с точки	1	1
33	между прочим и	1	1
34	в котором он	1	1
35	в том же	1	1
36	о том как	1	1
37	до сих пор	1	1
38	жизнь и что	1	1
39	и во многом	1	1
40	февраля года в	1	1
41	это время он	1	1
42	что в нем	1	1
43	только при помощи	1	1
44	ничего общего ни	1	1
45	с тех пор	1	1
46	же возникает вопрос	1	1
47	одно и то	1	1
48	может быть и	1	1
49	и что в	2	1
50	в свете этой	1	1
51	хорошо знаю что	1	1
52	на этот раз	1	1
53	а никольский и	1	1
54	и то же	1	1
55	в известном смысле	1	1
56	что из всех	1	1
57	того же года	1	1
58	в январе года	3	1
59	все же не	1	1
60	от апреля года	1	1
61	но об этом	1	1
62	имел в виду	3	1
63	не хочет быть	1	1
64	это и есть	1	1
65	не только не	1	1
66	уже в году	1	1
67	заключается в том	1	1
68	в письме к	2	1
69	он не только	2	1
70	мы бы назвали	1	1
71	не только от	1	1
72	я вижу что	1	1
73	же в ней	1	1
